Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000188976,NOC2L,36,-0.6555,42,-0.5662,78,0.58305,66,0.46027
ENSG00000188290,HES4,36,-1.3236,51,-1.0563,282,2.29499,70,-0.4176
ENSG00000187608,ISG15,70,-0.0116,38,-1.2575,207,1.99042,59,-0.3959
ENSG00000078808,SDF4,93,-0.1561,48,-1.4809,52,-1.0751,177,1.60443
ENSG00000160087,UBE2J2,51,0.59304,24,-0.8608,0,-5.7080,55,1.15337
ENSG00000131584,ACAP3,62,0.62679,41,-0.0897,69,0.81647,29,-0.7891
ENSG00000127054,INTS11,41,0.18189,22,-1.0251,61,0.85985,42,0.31250
ENSG00000224051,CPTP,21,-0.5901,23,-0.5944,56,1.06618,32,0.14420
ENSG00000107404,DVL1,52,0.43493,50,0.53804,4,-3.2482,38,-0.1072
ENSG00000175756,AURKAIP1,114,-0.3888,121,-0.3811,114,-0.3862,188,0.66595
ENSG00000221978,CCNL2,56,0.14265,37,-0.7056,86,0.88692,53,0.06643
ENSG00000242485,MRPL20,167,-0.0941,140,-0.5104,218,0.34881,204,0.34019
ENSG00000179403,VWA1,177,3.10948,21,-1.3014,27,-0.6250,17,-1.5785
ENSG00000205090,TMEM240,14,-1.2655,37,0.44319,37,0.30866,28,-0.1923
ENSG00000160075,SSU72,116,-0.4471,115,-0.6212,251,0.84622,172,0.27247
ENSG00000228594,FNDC10,20,-1.7564,49,-0.4997,31,-1.0597,99,1.30616
ENSG00000197530,MIB2,38,-0.0013,35,-0.2255,62,0.81015,34,-0.2479
ENSG00000078369,GNB1,289,-0.1604,231,-0.6847,290,-0.1505,425,0.74175
ENSG00000067606,PRKCZ,129,-0.4128,159,-0.1179,70,-1.3535,220,0.70294
ENSG00000162585,FAAP20,70,-0.3293,70,-0.4536,47,-0.9577,121,0.87994
ENSG00000157916,RER1,75,0.03581,40,-1.2078,115,0.77833,92,0.55941
ENSG00000157870,PRXL2B,35,-0.9470,47,-0.6224,93,0.64957,79,0.54910
ENSG00000158109,TPRG1L,77,-1.0782,114,-0.6299,119,-0.4034,229,1.08343
