Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,122,2.25135,20,-1.0690,28,-0.6751
ENSG00000187634,SAMD11,122,2.70838,16,-1.0594,19,-1.1175
ENSG00000188976,NOC2L,122,1.11066,37,-1.0084,66,0.18826
ENSG00000188290,HES4,122,0.50613,62,-0.7159,98,0.35128
ENSG00000187608,ISG15,122,0.99259,41,-0.9282,71,0.21470
ENSG00000078808,SDF4,122,0.49399,64,-0.6581,98,0.31518
ENSG00000176022,B3GALT6,122,2.15818,23,-0.8322,29,-0.7324
ENSG00000160087,UBE2J2,122,1.73109,24,-1.1450,43,-0.1889
ENSG00000131584,ACAP3,122,2.32938,22,-0.7690,25,-0.9287
ENSG00000127054,INTS11,122,1.12437,41,-0.8058,63,0.04895
ENSG00000224051,CPTP,122,2.36429,18,-1.1637,26,-0.7263
ENSG00000107404,DVL1,122,1.18505,41,-0.7392,60,-0.0358
ENSG00000175756,AURKAIP1,122,-0.0432,129,0.05844,124,-0.0354
ENSG00000221978,CCNL2,122,1.57641,31,-0.8316,45,-0.2543
ENSG00000242485,MRPL20,122,-0.5653,188,0.14487,177,0.05222
ENSG00000179403,VWA1,122,1.38379,91,1.23747,24,-2.0008
ENSG00000205090,TMEM240,122,2.41703,15,-1.4089,26,-0.6506
ENSG00000160075,SSU72,122,-0.6878,146,-0.5085,222,0.66479
ENSG00000228594,FNDC10,122,0.64191,45,-1.1069,94,0.54440
ENSG00000197530,MIB2,122,1.79849,35,-0.4262,35,-0.7037
ENSG00000215790,SLC35E2A,122,2.33040,19,-1.0318,26,-0.7685
ENSG00000008130,NADK,122,2.21938,29,-0.3699,24,-1.1102
ENSG00000078369,GNB1,122,-1.7670,340,-0.2621,455,0.67270
ENSG00000187730,GABRD,122,2.93955,33,0.50934,7,-2.9671
ENSG00000067606,PRKCZ,122,-0.4675,115,-0.6898,196,0.74704
ENSG00000162585,FAAP20,122,0.88346,45,-0.8597,76,0.23791
ENSG00000157933,SKI,122,2.80099,31,0.21625,10,-2.3184
ENSG00000157916,RER1,122,0.58101,54,-0.8569,95,0.41159
ENSG00000157911,PEX10,122,2.39927,26,-0.4537,21,-1.2174
ENSG00000157870,PRXL2B,122,0.88866,39,-1.1171,79,0.40036
ENSG00000158109,TPRG1L,122,-0.7016,105,-1.1180,246,1.16772
ENSG00000130764,LRRC47,122,0.49657,48,-1.1713,106,0.66924
ENSG00000116198,CEP104,122,2.49799,25,-0.4526,19,-1.3163
ENSG00000196581,AJAP1,122,2.22708,21,-0.9621,28,-0.7149
ENSG00000069424,KCNAB2,122,-0.0821,77,-0.9681,155,0.81581
ENSG00000116254,CHD5,122,0.25232,72,-0.7212,118,0.48133
ENSG00000116251,RPL22,122,-1.4158,487,1.09040,246,-0.6838
ENSG00000116237,ICMT,122,1.37783,41,-0.5265,49,-0.3149
ENSG00000097021,ACOT7,122,-2.1783,252,-1.3001,705,1.68027
ENSG00000162408,NOL9,122,2.27152,25,-0.6197,25,-0.9754
ENSG00000162413,KLHL21,122,1.77020,24,-1.1113,41,-0.2391
ENSG00000041988,THAP3,122,2.12849,16,-1.5292,33,-0.3319
ENSG00000007923,DNAJC11,122,1.72480,24,-1.1490,43,-0.1816
ENSG00000171735,CAMTA1,122,-1.0046,221,-0.1122,258,0.39523
ENSG00000049245,VAMP3,122,2.01226,56,0.78526,17,-2.0517
ENSG00000049246,PER3,122,2.53807,21,-0.7074,20,-1.1706
ENSG00000116288,PARK7,122,-1.6422,340,-0.0947,403,0.49741
ENSG00000116285,ERRFI1,122,2.21111,20,-1.0838,29,-0.6305
ENSG00000162426,SLC45A1,122,1.14163,18,-2.1060,73,0.72494
ENSG00000142599,RERE,122,0.52006,88,-0.0097,83,-0.2137
ENSG00000074800,ENO1,122,-2.6213,554,-0.4344,853,0.93519
ENSG00000171612,SLC25A33,122,1.26786,47,-0.3867,52,-0.3417
ENSG00000188807,TMEM201,122,2.23692,16,-1.3812,30,-0.4984
ENSG00000171603,CLSTN1,122,-1.8440,251,-0.9190,534,1.28511
ENSG00000178585,CTNNBIP1,122,1.41101,44,-0.3864,47,-0.4405
ENSG00000162441,LZIC,122,1.80081,47,0.18148,28,-1.2069
ENSG00000130939,UBE4B,122,1.17099,43,-0.6455,59,-0.0906
ENSG00000054523,KIF1B,122,-1.4746,302,-0.1095,359,0.48438
ENSG00000142657,PGD,122,0.59280,76,-0.2223,83,-0.0729
ENSG00000160049,DFFA,122,1.31076,39,-0.7192,54,-0.1348
ENSG00000142655,PEX14,122,1.95089,18,-1.4329,38,-0.2222
ENSG00000120948,TARDBP,122,1.61787,56,0.34682,31,-1.2125
ENSG00000116649,SRM,122,0.53085,52,-0.9826,100,0.52543
ENSG00000171824,EXOSC10,122,2.44380,15,-1.3467,25,-0.7060
ENSG00000198793,MTOR,122,0.71078,32,-1.6383,96,0.81443
ENSG00000116661,FBXO2,122,-1.5978,317,-0.1756,397,0.56611
ENSG00000132879,FBXO44,122,0.05782,71,-0.9447,140,0.73656
ENSG00000177000,MTHFR,122,2.70056,14,-1.3413,21,-0.9565
ENSG00000011021,CLCN6,122,0.14516,81,-0.6139,125,0.44853
ENSG00000116685,KIAA2013,122,1.63466,43,-0.2100,37,-0.7401
ENSG00000083444,PLOD1,122,1.64641,32,-0.7285,42,-0.3743
ENSG00000116688,MFN2,122,-0.0775,92,-0.6493,147,0.57026
ENSG00000048707,VPS13D,122,0.93610,45,-0.8295,73,0.18521
ENSG00000162496,DHRS3,122,2.82651,37,0.64658,7,-3.0020
ENSG00000116731,PRDM2,122,1.72525,27,-0.9753,41,-0.2816
ENSG00000189337,KAZN,122,1.16163,44,-0.6423,60,-0.0867
ENSG00000142634,EFHD2,122,1.66141,28,-0.9669,43,-0.2364
ENSG00000116138,DNAJC16,122,2.13364,20,-1.1216,31,-0.5406
ENSG00000197312,DDI2,122,2.70208,17,-1.0049,19,-1.1435
ENSG00000116786,PLEKHM2,122,1.66624,36,-0.4998,39,-0.5462
ENSG00000065526,SPEN,122,1.80987,53,0.42672,25,-1.4518
ENSG00000185519,FAM131C,122,2.48240,19,-0.9106,22,-0.9840
ENSG00000037637,FBXO42,122,2.73689,19,-0.7166,17,-1.3674
ENSG00000055070,SZRD1,122,1.81261,41,-0.0915,31,-0.9773
ENSG00000219481,NBPF1,122,1.60339,36,-0.5615,42,-0.4547
ENSG00000159363,ATP13A2,122,-1.2237,158,-1.0008,349,1.22589
ENSG00000117118,SDHB,122,0.08035,77,-0.7730,134,0.59898
ENSG00000117115,PADI2,122,0.44062,187,1.82256,41,-2.0461
ENSG00000179051,RCC2,122,2.74467,14,-1.2108,19,-1.0687
ENSG00000074964,ARHGEF10L,122,2.36962,23,-0.6732,23,-1.0304
ENSG00000117154,IGSF21,122,2.26017,21,-0.9142,27,-0.7736
ENSG00000159423,ALDH4A1,122,2.13255,34,-0.1916,24,-1.1726
ENSG00000127481,UBR4,122,2.95177,13,-1.2202,16,-1.2767
ENSG00000127463,EMC1,122,1.25085,38,-0.7890,57,-0.0471
ENSG00000053372,MRTO4,122,1.54354,29,-1.0109,48,-0.1194
ENSG00000053371,AKR7A2,122,1.17788,65,0.14604,48,-0.7152
ENSG00000077549,CAPZB,122,-0.7442,177,-0.2119,219,0.42186
ENSG00000173436,MICOS10,122,-1.0387,271,0.27622,241,0.04229
ENSG00000158747,NBL1,122,-0.3028,128,-0.2868,162,0.35530
ENSG00000162545,CAMK2N1,122,-2.0176,437,-0.0966,525,0.55030
ENSG00000090432,MUL1,122,1.75773,22,-1.2717,43,-0.1421
ENSG00000183114,FAM43B,122,1.44935,26,-1.2635,54,0.09525
ENSG00000158828,PINK1,122,-1.9163,343,-0.4377,522,0.85761
ENSG00000244038,DDOST,122,1.75168,23,-1.2274,42,-0.1606
ENSG00000189410,SH2D5,122,2.59183,11,-1.7501,24,-0.6666
ENSG00000127483,HP1BP3,122,-0.1090,163,0.47189,116,-0.3896
ENSG00000075151,EIF4G3,122,0.01366,96,-0.4504,133,0.37446
ENSG00000076864,RAP1GAP,122,-0.0401,52,-1.5769,162,1.21481
ENSG00000090686,USP48,122,1.05720,48,-0.5620,63,-0.0763
ENSG00000070831,CDC42,122,-1.3320,226,-0.4824,349,0.79909
ENSG00000173372,C1QA,122,2.10221,47,0.49780,18,-1.8073
ENSG00000159189,C1QC,122,2.48860,35,0.21498,15,-1.9209
ENSG00000173369,C1QB,122,1.72386,74,1.16281,18,-2.2334
ENSG00000004487,KDM1A,122,1.28303,35,-0.9227,57,0.01672
ENSG00000169641,LUZP1,122,0.88676,31,-1.4886,83,0.61741
ENSG00000125944,HNRNPR,122,0.41587,86,-0.1884,94,-0.0144
ENSG00000117318,ID3,122,2.79487,45,1.12911,3,-4.0931
ENSG00000142676,RPL11,122,-1.6253,617,1.36839,258,-0.9331
ENSG00000011007,ELOA,122,2.27448,23,-0.7441,26,-0.8941
ENSG00000057757,PITHD1,122,-1.3717,201,-0.7503,374,1.04487
ENSG00000011009,LYPLA2,122,1.90515,27,-0.8159,35,-0.5252
ENSG00000117305,HMGCL,122,2.88728,21,-0.4768,14,-1.7165
ENSG00000179163,FUCA1,122,2.59307,10,-1.9522,25,-0.5910
ENSG00000189266,PNRC2,122,1.79570,43,-0.0431,31,-1.0041
ENSG00000188529,SRSF10,122,1.38335,42,-0.5079,49,-0.3321
ENSG00000001461,NIPAL3,122,0.17335,105,-0.0920,110,0.01127
ENSG00000117602,RCAN3,122,1.15658,15,-2.4286,74,0.83348
ENSG00000133226,SRRM1,122,1.13382,72,0.31085,47,-0.8344
ENSG00000169504,CLIC4,122,1.85121,72,1.28299,14,-2.5551
ENSG00000117614,SYF2,122,0.83633,70,-0.0851,67,-0.3146
ENSG00000117616,RSRP1,122,1.67053,44,-0.1131,35,-0.8457
ENSG00000183726,TMEM50A,122,1.40609,56,0.11357,40,-0.8410
ENSG00000204178,MACO1,122,1.75352,37,-0.3588,35,-0.7178
ENSG00000117643,MAN1C1,122,2.41318,19,-0.9993,24,-0.8647
ENSG00000162430,SELENON,122,2.26632,30,-0.2593,22,-1.2424
ENSG00000117640,MTFR1L,122,0.76067,69,-0.2158,73,-0.1663
ENSG00000117632,STMN1,122,-2.7240,741,0.00230,843,0.52327
ENSG00000142684,ZNF593,122,1.66439,26,-1.0715,44,-0.1774
ENSG00000142669,SH3BGRL3,122,-0.8927,201,-0.1463,240,0.40029
ENSG00000117682,DHDDS,122,2.15687,18,-1.2575,31,-0.4887
ENSG00000198830,HMGN2,122,0.01164,147,0.41867,108,-0.3823
ENSG00000117713,ARID1A,122,1.61342,44,-0.1472,37,-0.7741
ENSG00000204160,ZDHHC18,122,1.07292,21,-1.9486,76,0.71109
ENSG00000142751,GPN2,122,2.44446,10,-2.0483,28,-0.4160
ENSG00000090273,NUDC,122,-0.3742,148,-0.0894,163,0.20709
ENSG00000253368,TRNP1,122,0.43453,59,-0.8657,106,0.49614
ENSG00000090020,SLC9A1,122,2.44124,10,-1.9520,28,-0.4467
ENSG00000142784,WDTC1,122,1.68644,33,-0.6137,40,-0.4822
ENSG00000186501,TMEM222,122,0.85402,52,-0.6555,75,0.11440
ENSG00000158195,WASF2,122,1.22410,88,0.90143,34,-1.4824
ENSG00000126705,AHDC1,122,2.01465,20,-1.2045,35,-0.3922
ENSG00000126709,IFI6,122,-0.5769,132,-0.5661,208,0.68024
ENSG00000117758,STX12,122,-0.0209,131,0.11474,120,-0.0935
ENSG00000117751,PPP1R8,122,2.26338,19,-1.0735,28,-0.6834
ENSG00000117748,RPA2,122,1.54460,28,-1.0876,49,-0.0753
ENSG00000126698,DNAJC8,122,-0.2214,149,0.12142,139,-0.0298
ENSG00000130770,ATP5IF1,122,-2.0873,385,-0.4358,588,0.87880
ENSG00000180098,TRNAU1AP,122,2.69574,17,-0.9549,19,-1.1676
ENSG00000120656,TAF12,122,2.83505,13,-1.3369,19,-1.0938
ENSG00000198492,YTHDF2,122,0.44976,66,-0.6628,101,0.34124
ENSG00000159023,EPB41,122,2.80282,21,-0.5386,15,-1.5711
ENSG00000116350,SRSF4,122,1.16861,40,-0.7907,61,0.00960
ENSG00000116353,MECR,122,1.84741,30,-0.6455,35,-0.5889
ENSG00000060656,PTPRU,122,1.00839,25,-1.7605,78,0.67215
ENSG00000162511,LAPTM5,122,1.84634,52,0.45082,24,-1.5090
ENSG00000162512,SDC3,122,0.31293,130,0.55455,82,-0.6287
ENSG00000134644,PUM1,122,-0.2534,81,-1.0590,178,0.95522
ENSG00000060688,SNRNP40,122,2.41160,21,-0.7816,23,-0.9980
ENSG00000121766,ZCCHC17,122,-0.0762,109,-0.3210,139,0.30319
ENSG00000121769,FABP3,122,0.44298,62,-0.7737,104,0.42598
ENSG00000162517,PEF1,122,0.40277,59,-0.9137,109,0.54641
ENSG00000084636,COL16A1,122,2.17164,40,0.19023,20,-1.5547
ENSG00000121753,ADGRB2,122,0.32442,53,-1.1807,120,0.76954
ENSG00000184007,PTP4A2,122,-0.4024,240,0.97212,122,-0.7831
ENSG00000121774,KHDRBS1,122,-0.0506,108,-0.2990,135,0.27505
ENSG00000025800,KPNA6,122,0.89860,49,-0.6892,73,0.11164
ENSG00000084652,TXLNA,122,2.40000,25,-0.5161,22,-1.1713
ENSG00000084623,EIF3I,122,0.09214,88,-0.5165,127,0.39498
ENSG00000175130,MARCKSL1,122,-0.8414,409,1.72091,124,-1.4396
ENSG00000160058,BSDC1,122,1.28471,45,-0.4757,52,-0.2873
ENSG00000176261,ZBTB8OS,122,1.92074,32,-0.4650,32,-0.7758
ENSG00000162521,RBBP4,122,0.72466,71,-0.1968,75,-0.1623
ENSG00000134684,YARS,122,-0.1298,66,-1.2811,167,1.06149
ENSG00000116497,S100PBP,122,2.00077,25,-0.8202,32,-0.6029
ENSG00000160097,FNDC5,122,0.90318,18,-2.3621,89,1.00778
ENSG00000121905,HPCA,122,1.58141,21,-1.4975,50,0.11321
ENSG00000121900,TMEM54,122,1.67033,47,0.03679,33,-0.9718
ENSG00000116514,RNF19B,122,2.10512,29,-0.5001,28,-0.9093
ENSG00000004455,AK2,122,1.84134,39,-0.1860,31,-0.9236
ENSG00000142920,AZIN2,122,2.43120,22,-0.7211,22,-1.0568
ENSG00000134686,PHC2,122,1.30427,57,0.02480,45,-0.6943
