Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000188976,NOC2L,156,1.29505,95,0.39470,68,-0.1544,75,0.00862,99,0.47777,43,-0.8767,39,-1.0284,23,-1.8021
ENSG00000188290,HES4,156,0.80855,82,-0.2753,54,-0.9366,274,1.91866,63,-0.6967,101,0.07091,20,-2.3730,28,-1.9423
ENSG00000187608,ISG15,156,1.17269,43,-0.9647,23,-1.8961,272,2.36592,67,-0.2725,50,-0.7343,4,-4.2654,22,-1.9809
ENSG00000078808,SDF4,156,0.88138,101,0.12458,87,-0.1110,72,-0.4159,66,-0.5660,94,0.01617,121,0.43902,50,-0.9948
ENSG00000160087,UBE2J2,156,1.34810,60,-0.3093,43,-0.8501,142,1.16825,27,-1.5329,90,0.35902,43,-0.8342,21,-1.8782
ENSG00000131584,ACAP3,156,1.37872,72,0.00153,37,-1.0472,72,-0.0022,39,-0.9502,42,-0.8512,93,0.42950,64,-0.1948
ENSG00000127054,INTS11,156,1.55768,37,-0.9037,52,-0.3577,91,0.56154,56,-0.2669,22,-1.6921,91,0.55884,19,-1.9246
ENSG00000107404,DVL1,156,1.41485,65,-0.1272,44,-0.7462,33,-1.1798,67,-0.0750,68,-0.0547,66,-0.1076,64,-0.1608
ENSG00000175756,AURKAIP1,156,0.41612,140,0.23208,106,-0.2225,159,0.45452,112,-0.1381,130,0.11351,91,-0.4603,78,-0.7044
ENSG00000221978,CCNL2,156,1.20478,67,-0.2664,42,-0.9706,125,0.80197,48,-0.7890,68,-0.2265,82,0.07073,39,-1.0837
ENSG00000242485,MRPL20,156,0.18348,143,0.03800,152,0.13938,52,-1.5254,140,0.00958,154,0.15921,176,0.38497,144,0.04875
ENSG00000179403,VWA1,156,0.87782,29,-1.8118,10,-3.3980,90,-0.0549,27,-1.9394,67,-0.5328,284,2.08788,86,-0.1354
ENSG00000160075,SSU72,156,0.10979,153,0.08266,206,0.58368,80,-0.9438,179,0.34048,188,0.42323,95,-0.6926,110,-0.4545
ENSG00000228594,FNDC10,156,1.34814,77,0.08571,129,0.98746,1,-5.4855,108,0.67320,59,-0.3293,37,-1.0465,14,-2.4519
ENSG00000197530,MIB2,156,2.25595,30,-0.7235,17,-1.6084,27,-0.8839,44,-0.1131,63,0.47486,24,-1.0572,19,-1.3923
ENSG00000078369,GNB1,156,-1.3556,562,0.71587,573,0.75302,291,-0.3836,340,-0.1341,422,0.22085,389,0.08606,221,-0.8219
ENSG00000067606,PRKCZ,156,-0.3006,235,0.37689,293,0.76127,198,0.09181,236,0.38590,148,-0.3835,150,-0.3580,84,-1.2615
ENSG00000162585,FAAP20,156,1.68013,71,0.21934,14,-2.2198,58,-0.1147,43,-0.5938,53,-0.2501,59,-0.0794,41,-0.6347
ENSG00000157933,SKI,156,1.70849,30,-1.1262,12,-2.4000,109,1.00248,22,-1.5638,57,-0.1167,37,-0.7801,64,0.09159
ENSG00000157916,RER1,156,1.03974,106,0.34877,89,0.05548,50,-0.8495,35,-1.3769,77,-0.1770,131,0.72357,42,-1.1333
ENSG00000157870,PRXL2B,156,0.88204,124,0.47284,156,0.87944,90,-0.0569,82,-0.2090,80,-0.2539,40,-1.3282,19,-2.3935
ENSG00000158109,TPRG1L,156,-0.1179,195,0.25633,356,1.33840,170,0.02375,185,0.16015,130,-0.4146,98,-0.8605,51,-1.8418
ENSG00000130764,LRRC47,156,1.02240,92,0.10043,105,0.33146,55,-0.7263,75,-0.2380,107,0.35356,59,-0.6068,43,-1.1055
ENSG00000116198,CEP104,156,1.98829,42,-0.4071,20,-1.5196,19,-1.5909,19,-1.6252,45,-0.2947,57,0.09356,72,0.49322
ENSG00000069424,KCNAB2,156,0.91647,179,1.17757,180,1.18558,25,-2.0131,72,-0.3887,96,0.07285,4,-4.6060,21,-2.2509
ENSG00000116254,CHD5,156,0.50486,229,1.20040,114,-0.0182,45,-1.4768,157,0.51426,177,0.72574,2,-5.9280,45,-1.4727
ENSG00000116251,RPL22,156,-1.0711,205,-0.6459,186,-0.7947,459,0.68744,260,-0.2694,422,0.53943,294,-0.0689,471,0.73231
ENSG00000116237,ICMT,156,1.42945,75,0.11559,63,-0.1604,60,-0.2510,73,0.07985,57,-0.3222,39,-0.9160,35,-1.0753
ENSG00000097021,ACOT7,156,-1.2101,649,1.15709,943,1.91902,220,-0.6796,269,-0.3586,249,-0.4798,111,-1.7232,88,-2.0672
ENSG00000162408,NOL9,156,1.70864,58,-0.0845,28,-1.1877,69,0.20485,48,-0.3884,59,-0.0582,52,-0.2477,17,-1.9295
ENSG00000162413,KLHL21,156,1.52218,65,-0.0480,49,-0.4804,69,0.05452,55,-0.3039,48,-0.5354,55,-0.3007,36,-0.9642
ENSG00000007923,DNAJC11,156,2.11858,45,-0.1952,25,-1.0835,21,-1.3945,39,-0.4278,75,0.67011,30,-0.8191,14,-1.9608
