Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000188976,NOC2L,83,0.79059,0,-5.9921,72,0.54002,63,0.50954,44,-0.2456,32,-0.8029
ENSG00000188290,HES4,83,0.18075,58,-0.3981,137,1.01824,96,0.66671,25,-1.6477,29,-1.5577
ENSG00000187608,ISG15,83,0.71952,21,-1.4257,167,2.00490,48,-0.2715,12,-2.2075,31,-0.9030
ENSG00000078808,SDF4,83,-0.0600,151,0.92224,103,0.28327,79,-0.2206,98,0.19358,58,-0.6923
ENSG00000176022,B3GALT6,83,1.36852,0,-6.4561,96,1.62792,33,-0.2607,3,-3.3779,28,-0.4789
ENSG00000160087,UBE2J2,83,1.23507,37,-0.1065,53,0.47135,37,-0.1734,27,-0.5907,25,-0.8018
ENSG00000131584,ACAP3,83,1.39216,0,-6.4376,39,0.10801,33,-0.2108,64,0.91411,23,-0.7764
ENSG00000127054,INTS11,83,0.65686,92,0.82019,49,-0.1938,63,0.29823,34,-0.7859,24,-1.3848
ENSG00000107404,DVL1,83,0.55459,131,1.33875,90,0.68165,44,-0.6694,63,0.08826,26,-1.3723
ENSG00000175756,AURKAIP1,83,-0.6946,139,0.11266,146,0.18698,153,0.41416,119,-0.1443,100,-0.4528
ENSG00000221978,CCNL2,83,0.68945,155,1.82086,67,0.33980,38,-0.8003,24,-1.2598,33,-0.8515
ENSG00000242485,MRPL20,83,-0.8717,150,0.04473,99,-0.6109,149,0.05366,199,0.50336,166,0.23290
ENSG00000179403,VWA1,83,0.70327,39,-0.5252,75,0.52330,11,-2.8490,227,2.67605,37,-0.6491
ENSG00000160075,SSU72,83,-0.7809,126,-0.1323,187,0.50087,181,0.74386,78,-0.8807,87,-0.7820
ENSG00000228594,FNDC10,83,0.68435,0,-7.0139,13,-2.1664,98,1.90855,14,-2.0585,22,-1.4660
ENSG00000197530,MIB2,83,1.41594,97,1.70414,0,-5.8817,23,-0.9886,42,0.22673,25,-0.6540
ENSG00000008130,NADK,83,1.13291,117,1.76983,19,-1.2291,31,-0.6605,48,0.20177,15,-1.6439
ENSG00000078369,GNB1,688,0.91080,318,-0.3553,420,0.08495,421,0.13786,354,-0.1887,258,-0.7437
ENSG00000067606,PRKCZ,83,-0.6715,72,-0.8911,108,-0.2713,182,0.97171,117,-0.1368,87,-0.6728
ENSG00000162585,FAAP20,891,3.94770,104,-0.4784,89,-0.7192,50,-2.0051,58,-1.3715,33,-2.3188
ENSG00000157933,SKI,83,1.42144,90,1.57367,33,-0.1595,11,-2.2052,43,0.29999,33,-0.1392
ENSG00000157916,RER1,83,0.20944,127,0.91563,113,0.71524,70,-0.1095,48,-0.6634,40,-0.9998
ENSG00000157870,PRXL2B,83,0.68523,20,-1.5197,57,0.06084,82,1.16473,13,-2.1562,23,-1.4506
ENSG00000158109,TPRG1L,83,-0.9817,12,-3.8409,104,-0.6447,279,1.87887,71,-1.2280,92,-0.9145
ENSG00000130764,LRRC47,83,0.03075,117,0.58842,28,-1.6059,103,0.61585,71,-0.2288,52,-0.7715
ENSG00000116198,CEP104,83,1.58640,0,-6.2893,42,0.39583,21,-0.9315,62,1.03643,29,-0.2245
ENSG00000069424,KCNAB2,83,0.19773,38,-1.0391,38,-1.0383,121,1.52812,21,-1.9112,36,-1.2053
ENSG00000116254,CHD5,83,0.09642,0,-7.5272,104,0.45720,105,0.79793,18,-2.1760,78,0.00027
