Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000188290,HES4,125,-0.3498,294,1.11988,135,-0.2162,103,-0.6538,65,-1.3574,162,0.07263,37,-2.1928,317,1.26684
ENSG00000078808,SDF4,125,-0.1325,294,1.37357,132,-0.0478,138,0.03024,97,-0.5302,112,-0.3063,33,-2.1850,154,0.20976
ENSG00000175756,AURKAIP1,125,-0.2003,294,1.28775,122,-0.2450,179,0.39445,126,-0.1859,91,-0.7007,92,-0.6973,104,-0.4985
ENSG00000242485,MRPL20,125,-0.6024,294,0.82650,182,0.00588,195,0.11986,163,-0.1723,159,-0.2155,78,-1.3165,255,0.57770
ENSG00000160075,SSU72,125,-0.7232,294,0.68892,224,0.22190,307,0.76858,276,0.58259,163,-0.3021,83,-1.3392,95,-1.1340
ENSG00000078369,GNB1,838,1.34234,294,-0.4745,476,0.31838,244,-0.7659,411,0.07107,245,-0.7599,223,-0.9041,419,0.10217
ENSG00000067606,PRKCZ,125,-0.6864,294,0.72337,251,0.45246,301,0.76880,199,0.06058,138,-0.5270,117,-0.7953,111,-0.8715
ENSG00000157870,PRXL2B,125,-0.1814,294,1.32041,206,0.66797,158,0.20692,118,-0.2730,119,-0.2610,53,-1.4985,42,-1.8442
ENSG00000158109,TPRG1L,125,-0.5171,294,0.92461,275,0.80907,229,0.48512,159,-0.1215,115,-0.6389,83,-1.1475,94,-0.9602
ENSG00000069424,KCNAB2,125,-0.3929,294,1.06914,149,-0.1103,230,0.62710,242,0.71531,113,-0.5520,70,-1.2829,50,-1.7997
ENSG00000116254,CHD5,125,-0.4377,294,1.01686,167,0.03432,224,0.53124,216,0.46594,166,0.02326,91,-0.9226,26,-2.8120
ENSG00000116251,RPL22,125,-1.5858,294,-0.2581,173,-1.0917,192,-0.9293,476,0.54931,328,-0.0755,425,0.35389,740,1.36209
ENSG00000097021,ACOT7,125,-1.4617,294,-0.1240,905,1.95686,445,0.57698,400,0.39163,192,-0.8021,84,-2.0570,90,-1.9508
ENSG00000171735,CAMTA1,125,-1.3013,294,0.04718,129,-1.2548,490,0.93625,603,1.32814,314,0.16144,174,-0.7878,153,-0.9864
ENSG00000116288,PARK7,125,-0.9747,294,0.40359,270,0.26411,187,-0.3439,292,0.39346,286,0.36103,173,-0.4668,220,-0.0810
ENSG00000142599,RERE,125,-0.3357,294,1.13649,93,-0.7939,158,0.04852,219,0.60469,159,0.05985,96,-0.7445,83,-0.9734
ENSG00000074800,ENO1,125,-2.3880,294,-1.1009,1238,1.32067,716,0.32906,567,-0.0606,1088,1.07286,381,-0.6968,298,-1.0797
ENSG00000171603,CLSTN1,125,-1.4613,294,-0.1236,303,-0.0734,588,1.08052,365,0.23839,352,0.17712,171,-0.9820,336,0.09620
ENSG00000054523,KIF1B,125,-1.7404,294,-0.4217,590,0.74724,411,0.12548,427,0.19159,538,0.58637,281,-0.4891,381,0.00177
ENSG00000116649,SRM,125,0.08048,294,1.64250,125,0.08795,119,0.00070,149,0.38295,63,-0.9893,48,-1.4178,27,-2.2817
ENSG00000116661,FBXO2,125,-1.3850,294,-0.0414,644,1.35327,403,0.49116,387,0.42268,303,0.01215,143,-1.1803,110,-1.5766
ENSG00000132879,FBXO44,125,-0.3600,294,1.10785,188,0.31587,259,0.87320,150,-0.0571,72,-1.2112,57,-1.5529,100,-0.7009
ENSG00000011021,CLCN6,125,-0.3418,294,1.12927,237,0.73725,261,0.91384,122,-0.3807,72,-1.1923,54,-1.6365,67,-1.3076
ENSG00000116688,MFN2,125,-0.2520,294,1.23585,133,-0.1500,187,0.42098,146,0.00726,122,-0.2906,95,-0.6843,63,-1.3024
ENSG00000159363,ATP13A2,125,-0.8526,294,0.54326,402,1.11179,292,0.53703,314,0.66387,149,-0.5718,93,-1.3045,33,-2.8170
ENSG00000117115,PADI2,1557,2.94160,294,-0.3824,12,-5.0604,33,-3.6595,95,-2.1074,151,-1.4163,204,-0.9548,628,0.90470
ENSG00000077549,CAPZB,125,-1.0671,294,0.30180,416,0.91591,289,0.27643,260,0.09978,175,-0.5398,138,-0.9105,262,0.11221
ENSG00000173436,MICOS10,125,-0.7429,294,0.66668,171,-0.2368,184,-0.1188,244,0.34528,79,-1.4386,175,-0.2077,315,0.79246
ENSG00000158747,NBL1,125,-0.6148,294,0.81234,114,-0.7588,274,0.68662,314,0.93237,124,-0.6255,107,-0.8463,112,-0.7813
ENSG00000162545,CAMK2N1,1046,1.29998,294,-0.8564,223,-1.2768,363,-0.5222,720,0.61215,484,-0.0596,256,-1.0681,630,0.38197
ENSG00000158828,PINK1,125,-2.4066,2501,2.94973,498,-0.2899,523,-0.2118,306,-1.0556,429,-0.5295,246,-1.3887,136,-2.2792
ENSG00000127483,HP1BP3,125,-2.1636,2575,3.61349,132,-2.0777,197,-1.4795,343,-0.6218,372,-0.4975,120,-2.2187,181,-1.6050
ENSG00000075151,EIF4G3,125,-0.5170,294,0.92480,154,-0.1828,114,-0.6593,362,1.31836,133,-0.4157,81,-1.1798,113,-0.6692
ENSG00000076864,RAP1GAP,125,-0.1375,294,1.37357,113,-0.2980,236,0.96136,164,0.32162,99,-0.5087,29,-2.3698,25,-2.5664
ENSG00000070831,CDC42,125,-1.4251,294,-0.0878,460,0.67466,374,0.31691,361,0.25452,230,-0.4824,137,-1.2857,497,0.81203
ENSG00000125944,HNRNPR,125,-0.4021,294,1.05839,59,-1.5481,162,0.02221,274,0.93443,110,-0.6012,40,-2.1430,215,0.49943
ENSG00000142676,RPL11,125,-1.9076,294,-0.5992,237,-0.9349,152,-1.6129,439,0.04841,411,-0.0570,603,0.58871,1148,1.82907
ENSG00000057757,PITHD1,125,-1.1888,294,0.17163,713,1.82602,346,0.44878,261,-0.0205,180,-0.6194,93,-1.6332,107,-1.4257
ENSG00000001461,NIPAL3,125,-0.3308,294,1.14220,60,-1.4688,250,0.84700,181,0.28378,68,-1.2735,89,-0.8565,156,0.03532
ENSG00000133226,SRRM1,125,0.17360,294,1.76048,25,-2.2784,102,-0.1546,78,-0.5920,87,-0.4059,66,-0.8438,121,0.12908
ENSG00000169504,CLIC4,125,-0.0644,294,1.45956,11,-3.6282,25,-2.4882,53,-1.3869,128,-0.0195,84,-0.6936,317,1.61923
ENSG00000117632,STMN1,3421,2.41095,294,-1.8906,920,-0.1202,749,-0.4511,552,-0.9314,356,-1.6025,290,-1.9085,1340,0.51075
