Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to8,Feature log2 fold change topic 4to8
ENSG00000188976,NOC2L,41,-0.5714,112,1.44164,41,-1.1018
ENSG00000188290,HES4,127,0.60387,148,1.09025,58,-1.2828
ENSG00000187608,ISG15,237,1.66240,82,-0.2668,72,-0.9006
ENSG00000078808,SDF4,174,0.69033,132,0.25656,98,-0.5760
ENSG00000176022,B3GALT6,5,-2.3552,52,1.61619,19,-0.9252
ENSG00000160087,UBE2J2,5,-3.0977,53,0.44452,46,0.29467
ENSG00000131584,ACAP3,5,-2.8609,44,0.38120,39,0.33723
ENSG00000127054,INTS11,5,-3.2889,71,0.78749,48,-0.0284
ENSG00000224051,CPTP,82,1.54791,36,0.11780,24,-1.0863
ENSG00000107404,DVL1,5,-3.2949,58,0.35088,54,0.39953
ENSG00000175756,AURKAIP1,124,-0.3227,150,-0.0102,157,0.14865
ENSG00000221978,CCNL2,5,-3.1570,39,-0.2467,54,0.96520
ENSG00000242485,MRPL20,73,-1.0363,162,0.28675,145,0.12957
ENSG00000179403,VWA1,118,1.32554,3,-4.3962,65,0.63113
ENSG00000160075,SSU72,83,-1.1615,246,0.72026,163,-0.2387
ENSG00000228594,FNDC10,126,0.98252,137,1.44611,35,-1.9326
ENSG00000197530,MIB2,5,-3.0981,43,0.00202,50,0.72242
ENSG00000008130,NADK,99,1.78370,31,-0.3183,27,-0.9720
ENSG00000078369,GNB1,230,-0.4575,439,0.75516,266,-0.4723
ENSG00000067606,PRKCZ,5,-4.6853,240,1.42119,106,-0.6051
ENSG00000162585,FAAP20,6,-3.4476,64,0.18594,66,0.56982
ENSG00000157916,RER1,5,-3.8289,87,0.42029,77,0.36097
ENSG00000157911,PEX10,65,0.69406,37,-0.2665,41,-0.1802
ENSG00000197921,HES5,5,-2.4592,25,-0.1646,33,0.81332
ENSG00000157870,PRXL2B,5,-3.6932,106,1.08050,59,-0.2972
ENSG00000158109,TPRG1L,64,-1.2376,266,1.41851,106,-0.9004
ENSG00000130764,LRRC47,5,-3.6513,117,1.40770,52,-0.6247
ENSG00000069424,KCNAB2,95,0.19496,157,1.36902,53,-1.3411
ENSG00000116254,CHD5,5,-3.8588,116,1.01811,68,-0.2283
ENSG00000116251,RPL22,827,0.83801,201,-1.6019,567,0.46920
ENSG00000116237,ICMT,5,-2.7231,48,0.77955,32,-0.0619
ENSG00000097021,ACOT7,5,-5.9162,848,2.87673,137,-2.0453
ENSG00000162413,KLHL21,5,-3.3011,63,0.51795,52,0.23684
ENSG00000007923,DNAJC11,5,-2.6578,62,1.52139,25,-0.8011
ENSG00000171735,CAMTA1,198,-0.0770,212,0.03701,208,0.00544
ENSG00000049245,VAMP3,104,1.27660,26,-1.1681,49,-0.0690
ENSG00000049246,PER3,5,-2.8429,5,-3.2004,54,3.37937
ENSG00000116288,PARK7,502,0.59824,356,0.02003,321,-0.3328
ENSG00000162426,SLC45A1,5,-2.7133,73,1.91120,22,-1.1884
ENSG00000142599,RERE,21,-2.1384,97,0.20602,96,0.42313
ENSG00000074800,ENO1,290,-1.4931,962,0.49940,758,0.03963
ENSG00000171612,SLC25A33,5,-3.1115,17,-1.5372,61,2.14746
ENSG00000171603,CLSTN1,176,-1.2693,537,0.63772,379,-0.1366
ENSG00000178585,CTNNBIP1,5,-2.8412,42,0.32358,39,0.39114
ENSG00000162441,LZIC,5,-2.7205,21,-0.7973,44,1.42973
ENSG00000130939,UBE4B,5,-2.9700,78,1.56856,30,-0.8239
ENSG00000054523,KIF1B,38,-2.9430,343,0.54259,275,0.18744
ENSG00000142657,PGD,5,-3.8752,127,1.20809,64,-0.4165
ENSG00000160049,DFFA,5,-2.8609,43,0.36731,39,0.35065
ENSG00000120948,TARDBP,5,-3.6913,53,-0.3654,80,1.11863
ENSG00000116649,SRM,5,-3.8476,105,0.81111,71,-0.0236
ENSG00000198793,MTOR,5,-2.8756,47,0.49273,39,0.23042
ENSG00000116661,FBXO2,5,-6.1131,544,0.92824,342,-0.0927
ENSG00000132879,FBXO44,115,0.12384,205,1.46533,66,-1.4064
ENSG00000011021,CLCN6,63,-0.6373,206,1.85234,55,-1.5067
ENSG00000116685,KIAA2013,68,0.39977,45,-0.3066,54,0.02544
ENSG00000083444,PLOD1,208,2.17693,57,-0.2805,41,-1.3689
ENSG00000116688,MFN2,5,-4.1996,150,1.01658,88,-0.2147
ENSG00000048707,VPS13D,5,-3.1176,36,-0.3344,53,1.04503
ENSG00000162496,DHRS3,5,-3.0237,4,-3.6615,63,3.74169
ENSG00000116731,PRDM2,5,-2.6768,43,0.58576,33,0.12256
ENSG00000189337,KAZN,9,-2.4928,56,0.33767,51,0.34294
ENSG00000142634,EFHD2,5,-3.2375,68,0.78193,46,-0.0261
ENSG00000116786,PLEKHM2,5,-3.4017,71,0.60704,54,0.15560
ENSG00000065526,SPEN,72,0.73267,24,-1.1822,51,0.35099
ENSG00000055070,SZRD1,35,-0.5562,18,-1.7539,66,1.46545
ENSG00000159363,ATP13A2,9,-4.5256,438,2.14582,117,-1.3348
ENSG00000117118,SDHB,116,0.92560,97,0.72884,47,-1.1394
ENSG00000117115,PADI2,12,-3.7954,33,-2.4654,222,3.06034
ENSG00000159423,ALDH4A1,6,-2.8335,34,-0.2786,48,0.96416
ENSG00000127463,EMC1,5,-2.9030,63,1.11182,33,-0.3742
ENSG00000053372,MRTO4,5,-2.6047,36,0.34254,33,0.35023
ENSG00000053371,AKR7A2,49,-0.9845,80,-0.2563,106,0.58631
ENSG00000077549,CAPZB,111,-0.6953,272,0.96880,144,-0.5977
ENSG00000173436,MICOS10,12,-3.9776,244,0.79672,166,-0.0042
ENSG00000158747,NBL1,6,-4.5630,177,0.60639,138,0.20296
ENSG00000162545,CAMK2N1,5,-5.8489,470,1.05159,271,-0.2183
ENSG00000090432,MUL1,5,-2.6440,47,0.87679,30,-0.1642
ENSG00000183114,FAM43B,63,0.68109,80,1.41468,23,-1.6739
ENSG00000158828,PINK1,233,-0.5016,505,0.98340,259,-0.6728
