Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000188290,HES4,264,-0.0537,286,0.08282,355,0.44480,123,-1.2475,112,-1.3961,53,-2.5027,34,-3.1422,951,2.43637
ENSG00000078808,SDF4,264,0.52927,286,0.67319,355,1.06415,132,-0.6030,119,-0.7652,45,-2.2423,107,-0.9377,233,0.31972
ENSG00000175756,AURKAIP1,264,0.63857,286,0.78581,355,1.18218,125,-0.5909,157,-0.2307,87,-1.1615,113,-0.7475,60,-1.7032
ENSG00000242485,MRPL20,264,0.21963,286,0.35937,355,0.73329,180,-0.3986,207,-0.1760,80,-1.6510,265,0.22685,210,-0.1536
ENSG00000160075,SSU72,264,0.36843,286,0.51011,355,0.89169,223,0.08945,308,0.64089,89,-1.3653,91,-1.3161,75,-1.6065
ENSG00000078369,GNB1,264,-0.4141,286,-0.2822,355,0.06855,428,0.38322,345,0.02280,212,-0.7603,381,0.18711,453,0.48161
ENSG00000067606,PRKCZ,264,0.35164,286,0.49291,355,0.87376,261,0.33864,227,0.09794,115,-0.9800,148,-0.5917,53,-2.1484
ENSG00000157870,PRXL2B,264,0.69782,286,0.84521,355,1.24648,192,0.15773,146,-0.2894,58,-1.7213,40,-2.2622,58,-1.7062
ENSG00000158109,TPRG1L,264,0.46826,286,0.61177,355,0.99856,261,0.45187,177,-0.1940,84,-1.3620,80,-1.4301,90,-1.2605
ENSG00000069424,KCNAB2,264,0.55947,286,0.70437,355,1.09669,163,-0.2414,221,0.25921,69,-1.5709,34,-2.6266,122,-0.6980
ENSG00000116254,CHD5,264,0.51238,286,0.65713,355,1.04598,171,-0.2067,231,0.28937,100,-1.0600,0,-8.6210,149,-0.4310
ENSG00000116251,RPL22,1923,2.17624,286,-1.2020,355,-0.8706,175,-1.9430,349,-0.8973,405,-0.6639,680,0.17502,725,0.28300
ENSG00000097021,ACOT7,264,-0.2108,286,-0.0768,355,0.28032,816,1.84846,382,0.40582,84,-1.9745,80,-2.0513,133,-1.2743
ENSG00000171735,CAMTA1,264,-0.0910,286,0.04435,355,0.40563,180,-0.6985,577,1.28991,195,-0.5704,101,-1.5825,270,-0.0514
