Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5
ENSG00000175756,AURKAIP1,352,0.99442,139,-0.9768,195,-0.5236
ENSG00000242485,MRPL20,235,0.01372,138,-0.8954,280,0.46511
ENSG00000160075,SSU72,182,-0.4391,129,-0.9185,306,0.89528
ENSG00000078369,GNB1,556,0.89615,286,-0.5884,305,-0.6119
ENSG00000067606,PRKCZ,58,-2.2305,118,-0.7788,349,2.15793
ENSG00000158109,TPRG1L,156,-0.4701,88,-1.3161,282,1.07353
ENSG00000116254,CHD5,63,-1.6074,105,-0.5143,238,1.61671
ENSG00000116251,RPL22,753,0.58898,594,-0.0216,454,-0.6258
ENSG00000097021,ACOT7,123,-2.2985,135,-1.8312,840,2.72440
ENSG00000171735,CAMTA1,245,-0.8115,244,-0.6538,523,1.09575
ENSG00000116288,PARK7,367,-0.2888,295,-0.5918,524,0.61202
ENSG00000142599,RERE,146,-0.1362,144,-0.1336,169,0.21858
ENSG00000074800,ENO1,980,-0.0416,606,-0.8523,1210,0.49996
ENSG00000171603,CLSTN1,656,0.63472,181,-1.7263,543,0.12599
ENSG00000054523,KIF1B,578,0.39455,372,-0.4997,473,-0.1047
ENSG00000116661,FBXO2,725,0.56010,189,-1.8526,643,0.23449
ENSG00000011021,CLCN6,109,-0.4584,53,-1.5334,199,1.13292
ENSG00000159363,ATP13A2,98,-1.3755,84,-1.3876,341,1.86531
ENSG00000077549,CAPZB,140,-0.9588,192,-0.2377,313,0.98972
ENSG00000173436,MICOS10,146,-1.3680,210,-0.5245,460,1.45704
ENSG00000158747,NBL1,158,0.04647,84,-1.0461,188,0.49404
ENSG00000162545,CAMK2N1,322,-0.4579,392,-0.0115,468,0.43785
ENSG00000158828,PINK1,217,-1.3679,319,-0.4893,680,1.43737
ENSG00000127483,HP1BP3,326,0.50103,167,-0.8144,262,-0.0599
ENSG00000075151,EIF4G3,199,0.31557,125,-0.5971,178,0.02830
ENSG00000070831,CDC42,374,-0.0369,185,-1.2090,483,0.63429
ENSG00000142676,RPL11,938,0.93857,761,0.23768,353,-1.3146
ENSG00000057757,PITHD1,143,-1.1764,166,-0.7204,404,1.41808
ENSG00000117614,SYF2,115,-0.1468,129,0.09249,127,0.08198
ENSG00000117632,STMN1,700,-0.3899,409,-1.1929,1172,0.95761
ENSG00000142669,SH3BGRL3,342,-0.0591,161,-1.2987,453,0.68629
ENSG00000198830,HMGN2,594,1.50885,195,-1.0499,215,-1.0984
ENSG00000090273,NUDC,624,1.74546,151,-1.4529,203,-1.1959
ENSG00000126709,IFI6,619,0.78326,154,-1.8131,463,-0.0043
ENSG00000117758,STX12,237,0.26362,88,-1.4768,253,0.42923
ENSG00000126698,DNAJC8,371,0.56766,151,-1.1436,299,0.00808
ENSG00000130770,ATP5IF1,357,-0.3625,363,-0.2484,507,0.49650
ENSG00000162512,SDC3,350,2.03927,165,-0.2586,45,-2.6752
ENSG00000134644,PUM1,213,-0.1981,154,-0.7083,290,0.58357
ENSG00000121766,ZCCHC17,3,-5.8582,134,0.01645,261,2.46881
ENSG00000162517,PEF1,65,-0.8443,67,-0.6406,143,1.11625
ENSG00000184007,PTP4A2,79,-1.3691,333,1.59630,141,-0.2178
ENSG00000121774,KHDRBS1,383,1.41202,116,-1.2241,158,-0.8955
ENSG00000084623,EIF3I,160,-0.1066,106,-0.7870,206,0.53332
ENSG00000175130,MARCKSL1,875,1.82587,409,-0.3491,166,-2.1165
ENSG00000162521,RBBP4,309,1.09788,73,-1.7444,180,-0.3552
ENSG00000134684,YARS,103,-0.5237,88,-0.6674,178,0.85816
ENSG00000116560,SFPQ,172,0.18687,161,0.01704,146,-0.2036
ENSG00000020129,NCDN,184,-0.6955,109,-1.4011,394,1.30303
ENSG00000126067,PSMB2,111,-1.0942,69,-1.6500,322,1.72763
ENSG00000116871,MAP7D1,274,0.16391,183,-0.5856,276,0.17626
ENSG00000163875,MEAF6,57,-2.1433,110,-0.8022,328,2.12033
ENSG00000197982,C1orf122,594,0.88493,301,-0.6231,332,-0.5790
ENSG00000174574,AKIRIN1,117,-0.1547,129,0.05639,131,0.11411
ENSG00000168653,NDUFS5,438,-0.1499,353,-0.4902,553,0.43237
ENSG00000127603,MACF1,458,1.47217,278,-0.0291,108,-1.8712
ENSG00000116983,HPCAL4,199,0.02830,99,-1.1452,243,0.54879
ENSG00000131236,CAP1,181,-0.2383,134,-0.6881,253,0.61148
ENSG00000131238,PPT1,233,0.84166,130,-0.4778,130,-0.6138
ENSG00000117394,SLC2A1,89,-1.0118,179,0.41824,179,0.59140
ENSG00000142949,PTPRF,371,1.43006,79,-1.7649,167,-0.7132
ENSG00000117410,ATP6V0B,269,-1.4128,191,-1.7119,982,2.01151
ENSG00000117419,ERI3,126,-1.0197,109,-1.0546,329,1.44728
ENSG00000187147,RNF220,166,0.41052,84,-0.8861,145,0.06607
ENSG00000142937,RPS8,1457,1.10522,1010,0.03841,510,-1.3569
ENSG00000117450,PRDX1,1498,0.84902,696,-0.7837,899,-0.4526
ENSG00000173660,UQCRH,299,-1.1844,362,-0.6520,838,1.38964
ENSG00000123472,ATPAF1,185,0.40082,111,-0.6157,155,-0.0506
ENSG00000162368,CMPK1,153,-0.2672,93,-1.0300,229,0.78410
ENSG00000162374,ELAVL4,69,-2.4775,163,-0.7935,496,2.30424
ENSG00000123091,RNF11,290,-0.7482,264,-0.7533,600,1.09057
ENSG00000085832,EPS15,74,-1.1430,129,0.01776,181,0.96897
