Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000188290,HES4,7,-4.1959,30,-2.1210,1,-6.9873,64,-1.0794,230,2.77089
ENSG00000187608,ISG15,7,-4.3403,455,2.28031,1,-7.1312,60,-1.3644,155,0.41014
ENSG00000078808,SDF4,7,-4.9157,992,3.30883,223,0.18502,42,-2.5258,121,-1.1066
ENSG00000107404,DVL1,7,-3.3050,30,-1.2012,52,-0.3689,47,-0.5769,101,1.45572
ENSG00000175756,AURKAIP1,7,-4.1152,30,-2.0384,139,0.32817,87,-0.4879,169,1.26872
ENSG00000242485,MRPL20,7,-5.0719,596,1.76846,347,0.75174,90,-1.5188,216,-0.0665
ENSG00000160075,SSU72,7,-5.0382,600,1.83047,224,0.05421,93,-1.4300,232,0.19324
ENSG00000078369,GNB1,270,-0.4273,43,-3.1647,287,-0.3354,204,-0.9553,543,1.42697
ENSG00000067606,PRKCZ,7,-4.2411,30,-2.1671,126,0.02278,83,-0.7134,198,1.58083
ENSG00000157916,RER1,7,-3.6862,30,-1.5979,160,1.07912,49,-0.9499,117,0.98525
ENSG00000158109,TPRG1L,7,-4.2988,30,-2.2258,66,-1.0470,59,-1.3341,236,2.40297
ENSG00000130764,LRRC47,7,-3.6445,117,0.58228,1,-5.6095,35,-1.4393,137,1.79066
ENSG00000069424,KCNAB2,123,-0.6333,707,2.58129,1,-7.5860,55,-1.9758,177,-0.0899
ENSG00000116254,CHD5,7,-3.6133,30,-1.5234,1,-6.4092,65,-0.3852,140,2.04289
ENSG00000116251,RPL22,357,-0.3202,80,-2.5757,361,-0.3027,557,0.47285,503,0.39413
ENSG00000097021,ACOT7,110,-1.4185,100,-1.5632,22,-3.7566,90,-1.8562,516,2.63461
ENSG00000171735,CAMTA1,7,-4.9015,30,-2.8391,59,-1.8497,194,-0.0222,321,1.72472
ENSG00000116288,PARK7,160,-0.7169,30,-3.1833,459,1.01923,173,-0.6613,318,0.67334
