Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000188976,NOC2L,111,0.45715,82,-0.0334,29,-1.6047,37,-1.2653,33,-1.4391,90,0.11726,206,1.58669
ENSG00000188290,HES4,141,0.60053,102,0.07712,68,-0.5824,31,-1.7840,42,-1.3024,90,-0.1388,206,1.28181
ENSG00000187608,ISG15,113,0.63742,50,-0.8454,36,-1.1624,14,-2.6080,84,0.13208,90,0.25304,206,1.75286
ENSG00000078808,SDF4,131,0.32384,96,-0.2322,57,-0.9954,100,-0.1141,95,-0.1994,90,-0.2867,206,1.11012
ENSG00000131584,ACAP3,64,-0.0218,44,-0.7590,41,-0.7248,20,-1.7821,28,-1.3081,90,0.55168,206,2.13236
ENSG00000127054,INTS11,106,0.49212,47,-0.9877,26,-1.7069,57,-0.5109,79,0.01676,90,0.22666,206,1.72030
ENSG00000107404,DVL1,75,-0.0345,57,-0.6118,39,-1.0423,50,-0.6633,60,-0.3989,90,0.25956,206,1.76093
ENSG00000175756,AURKAIP1,194,-0.3649,168,-0.7453,107,-1.2901,94,-1.4750,204,-0.2884,888,2.43528,206,-0.2703
ENSG00000221978,CCNL2,44,-0.6733,46,-0.7783,31,-1.2157,37,-0.9436,67,-0.0309,90,0.45421,206,2.00613
ENSG00000242485,MRPL20,175,-0.0905,216,0.35658,141,-0.4306,126,-0.6087,276,0.66695,90,-1.1227,206,0.18082
ENSG00000179403,VWA1,11,-2.8688,7,-3.9307,39,-1.0093,274,2.45442,31,-1.3523,90,0.30547,206,1.81801
ENSG00000160075,SSU72,218,0.44787,200,0.42455,110,-0.6497,83,-1.0835,187,0.19096,90,-0.9602,206,0.35717
ENSG00000228594,FNDC10,101,0.26403,96,0.26387,49,-0.8726,32,-1.5033,3,-4.9674,90,0.08301,206,1.54531
ENSG00000078369,GNB1,458,0.46178,517,0.98233,218,-0.7333,302,-0.2192,293,-0.2674,90,-2.0666,206,-0.8171
ENSG00000067606,PRKCZ,250,-0.1223,295,0.19580,108,-1.4207,138,-1.0501,54,-2.4527,789,1.93918,206,-0.4290
ENSG00000162585,FAAP20,103,0.57989,35,-1.3796,39,-0.9584,31,-1.2940,78,0.12554,90,0.35307,206,1.87766
ENSG00000157916,RER1,107,0.19533,86,-0.2089,37,-1.4279,85,-0.1630,68,-0.5201,90,-0.0785,206,1.35276
ENSG00000157870,PRXL2B,110,0.18063,125,0.54332,23,-2.1782,33,-1.6795,49,-1.0814,90,-0.1430,206,1.27697
ENSG00000158109,TPRG1L,320,0.49887,390,1.28061,114,-1.1368,124,-1.0166,107,-1.2404,90,-1.4989,206,-0.2214
ENSG00000130764,LRRC47,153,0.64956,89,-0.3107,47,-1.2279,92,-0.1835,75,-0.5018,90,-0.2233,206,1.18336
ENSG00000069424,KCNAB2,180,0.80193,146,0.62899,37,-1.6924,40,-1.5875,13,-3.1924,90,-0.3454,206,1.04269
ENSG00000116254,CHD5,182,1.14716,94,0.02539,50,-0.9654,9,-3.4605,17,-2.5379,90,-0.0526,206,1.38333
ENSG00000116251,RPL22,373,0.00961,228,-0.9566,401,0.12625,510,0.52936,1074,1.92252,90,-2.1671,206,-0.9216
ENSG00000097021,ACOT7,712,0.07420,1288,1.77106,215,-1.7770,136,-2.4593,121,-2.6335,872,0.40814,206,-1.8392
ENSG00000162413,KLHL21,51,-0.3869,29,-1.5031,21,-1.7161,36,-0.9078,90,0.55754,90,0.54977,206,2.12987
ENSG00000171735,CAMTA1,474,1.76411,125,-0.6944,277,0.75440,91,-1.0405,75,-1.3190,90,-1.0526,206,0.25673
ENSG00000049245,VAMP3,27,-1.7545,29,-1.9513,54,-0.7059,245,1.91601,52,-0.7481,90,0.10242,206,1.56874
ENSG00000116288,PARK7,491,0.49447,451,0.49155,209,-0.8742,385,0.08994,543,0.66725,90,-2.1406,206,-0.8941
ENSG00000162426,SLC45A1,47,-0.6819,85,0.34519,18,-2.1485,17,-2.1689,20,-1.9208,90,0.35460,206,1.87958
ENSG00000142599,RERE,106,0.20577,61,-0.8403,70,-0.4586,87,-0.1135,97,0.06472,90,-0.0540,206,1.38159
ENSG00000074800,ENO1,818,0.09629,1158,1.00197,339,-1.2817,327,-1.3386,925,0.29796,853,0.16335,206,-2.0256
ENSG00000171603,CLSTN1,680,1.28452,370,0.30261,172,-0.9897,271,-0.2869,382,0.27028,90,-1.9647,206,-0.7111
ENSG00000178585,CTNNBIP1,86,0.46473,30,-1.4522,27,-1.3322,48,-0.4776,35,-0.9398,90,0.54717,206,2.12647
ENSG00000162441,LZIC,12,-2.4901,18,-2.2091,32,-1.1022,93,0.60864,89,0.54874,90,0.55865,206,2.14150
ENSG00000130939,UBE4B,92,0.42572,61,-0.3161,26,-1.5198,3,-4.6898,38,-0.9560,90,0.39023,206,1.92457
ENSG00000054523,KIF1B,322,0.27575,311,0.30532,284,0.07309,359,0.46103,250,-0.1337,90,-1.7046,206,-0.4387
ENSG00000142657,PGD,86,-0.2514,118,0.34403,48,-1.1596,70,-0.5845,56,-0.9208,90,-0.1883,206,1.22402
ENSG00000160049,DFFA,58,-0.3462,49,-0.7667,42,-0.8349,58,-0.3499,47,-0.6611,90,0.36360,206,1.89092
ENSG00000120948,TARDBP,85,0.18863,39,-1.2521,51,-0.6235,57,-0.4561,75,-0.0089,90,0.27889,206,1.78491
ENSG00000116649,SRM,102,-0.9310,99,-1.1868,36,-2.4940,69,-1.5200,89,-1.1463,861,3.09931,206,0.18294
ENSG00000198793,MTOR,86,0.34690,54,-0.5014,14,-2.3969,17,-2.1525,49,-0.5434,90,0.42521,206,1.96903
ENSG00000116661,FBXO2,457,0.51459,470,0.81424,174,-1.0253,118,-1.6196,559,0.86232,90,-2.0160,206,-0.7645
ENSG00000132879,FBXO44,152,0.36648,150,0.47922,52,-1.3123,99,-0.3306,45,-1.5328,90,-0.4773,206,0.89265
ENSG00000011021,CLCN6,192,0.63222,186,0.83223,30,-2.2425,64,-1.1234,42,-1.7540,90,-0.5959,206,0.75921
ENSG00000116685,KIAA2013,74,-0.0909,43,-1.1600,30,-1.4851,91,0.25634,83,0.09889,90,0.23486,206,1.73041
ENSG00000083444,PLOD1,35,-1.3353,108,0.61766,49,-0.8249,24,-1.8943,17,-2.4088,90,0.13747,206,1.61121
ENSG00000116688,MFN2,205,0.72232,167,0.53150,61,-1.2153,76,-0.8762,56,-1.3502,90,-0.6152,206,0.73768
ENSG00000048707,VPS13D,36,-0.9184,47,-0.6471,37,-0.8585,20,-1.7916,53,-0.3249,90,0.54162,206,2.11922
