Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000187634,SAMD11,37,-0.2135,67,0.80558,61,0.62870,88,1.34694,3,-3.7762,33,-0.3761,6,-3.0083
ENSG00000188976,NOC2L,81,0.02777,103,0.44125,82,0.04886,106,0.47780,66,-0.3204,84,0.07530,38,-1.1992
ENSG00000188290,HES4,136,0.74917,57,-0.7235,80,-0.1772,77,-0.2373,127,0.61986,72,-0.3312,72,-0.3409
ENSG00000187608,ISG15,30,0.13018,11,-1.4022,6,-2.3302,4,-2.6913,63,1.54609,12,-1.2501,65,1.60439
ENSG00000078808,SDF4,155,0.64451,101,-0.0925,95,-0.1925,134,0.38137,100,-0.1072,78,-0.5168,86,-0.3709
ENSG00000176022,B3GALT6,71,1.08097,66,0.91985,46,0.27309,31,-0.3933,4,-3.1965,32,-0.3074,22,-0.8843
ENSG00000160087,UBE2J2,62,0.66601,44,0.09427,35,-0.3058,20,-1.1898,79,1.12793,18,-1.3260,36,-0.2409
ENSG00000131584,ACAP3,51,0.02747,37,-0.4833,50,-0.0089,38,-0.4318,97,1.19448,36,-0.5515,41,-0.3172
ENSG00000127054,INTS11,74,0.47488,40,-0.5305,83,0.68670,58,0.05025,48,-0.2463,49,-0.2356,40,-0.5439
ENSG00000224051,CPTP,34,0.53154,33,0.45122,29,0.23464,18,-0.5778,8,-1.6800,24,-0.1045,30,0.32005
ENSG00000107404,DVL1,66,0.46829,40,-0.3917,60,0.28337,36,-0.5346,65,0.43608,34,-0.6201,52,0.03981
ENSG00000175756,AURKAIP1,176,0.51153,136,0.06694,158,0.32171,148,0.20777,81,-0.7809,49,-1.5628,168,0.43375
ENSG00000221978,CCNL2,60,0.84693,23,-0.7422,43,0.26652,30,-0.3629,27,-0.5126,33,-0.1925,43,0.24708
ENSG00000242485,MRPL20,197,0.35983,164,0.04334,180,0.20849,166,0.07068,117,-0.5038,116,-0.5140,175,0.16130
ENSG00000179403,VWA1,25,-0.2800,0,-5.4170,17,-0.8826,15,-1.0548,48,0.84899,24,-0.3174,77,1.81337
ENSG00000160075,SSU72,201,0.27936,226,0.47919,170,-0.0101,218,0.41919,97,-0.9199,141,-0.3180,144,-0.2881
ENSG00000228594,FNDC10,112,0.19064,110,0.15836,218,1.43470,93,-0.1190,24,-2.1985,77,-0.4216,66,-0.6837
ENSG00000197530,MIB2,40,0.27761,23,-0.6577,15,-1.3147,16,-1.2126,62,1.05565,34,-0.0067,50,0.64644
ENSG00000008130,NADK,35,0.51820,26,0.01458,30,0.25060,22,-0.2888,23,-0.1647,22,-0.2480,23,-0.2200
