Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5
ENSG00000078369,GNB1,53,-2.6826,164,-0.9370,66,-2.3509,568,2.58775
ENSG00000116251,RPL22,53,-3.3891,196,-1.4037,219,-1.2333,905,2.53372
ENSG00000171735,CAMTA1,53,-1.4072,12,-3.5877,92,-0.5155,232,2.12901
ENSG00000116288,PARK7,52,-2.0491,104,-0.9697,117,-0.7852,324,1.82908
ENSG00000074800,ENO1,52,-3.6782,130,-2.3218,450,-0.3468,1055,2.31956
ENSG00000171603,CLSTN1,52,-1.4920,14,-3.4558,48,-1.6201,265,2.78133
ENSG00000054523,KIF1B,54,-2.2714,365,0.98695,137,-0.8066,272,0.55257
ENSG00000162545,CAMK2N1,52,-1.8568,12,-3.9674,164,0.01634,293,1.93246
ENSG00000158828,PINK1,52,-2.4466,12,-4.5419,125,-1.0992,506,2.98844
ENSG00000142676,RPL11,53,-4.1811,1090,0.62721,361,-1.2961,1204,1.26333
ENSG00000133226,SRRM1,53,-1.1183,12,-3.2899,227,1.64043,112,0.20067
ENSG00000117632,STMN1,55,-1.7003,12,-3.8819,49,-1.8879,328,3.07190
ENSG00000162512,SDC3,52,-0.9864,12,-3.1690,124,0.52933,140,1.14454
ENSG00000184007,PTP4A2,53,-2.2803,231,0.08707,266,0.35548,274,0.57851
ENSG00000175130,MARCKSL1,2720,3.89717,12,-6.0819,129,-2.6791,294,-1.6985
ENSG00000197982,C1orf122,53,-2.1154,329,1.03001,103,-1.0762,244,0.59351
ENSG00000168653,NDUFS5,53,-2.3322,190,-0.2876,71,-1.8655,402,1.93690
ENSG00000127603,MACF1,2416,3.15415,12,-6.0977,243,-1.7389,414,-1.1041
ENSG00000117394,SLC2A1,52,-5.2856,144,-3.8020,61,-5.0515,3977,5.52931
ENSG00000142937,RPS8,53,-4.6891,705,-0.7852,517,-1.2876,2147,2.33492
ENSG00000117450,PRDX1,52,-3.1840,242,-0.8307,179,-1.3165,745,2.23829
ENSG00000116133,DHCR24,16991,7.66164,29,-7.1890,43,-6.6466,131,-5.4353
ENSG00000162407,PLPP3,52,-1.6506,91,-0.7598,140,-0.0269,214,1.17333
ENSG00000162599,NFIA,53,-2.8469,400,0.44074,244,-0.4489,441,0.92274
ENSG00000116754,SRSF11,53,-2.2751,287,0.50806,228,0.07654,262,0.46936
ENSG00000137941,TTLL7,55,-1.7678,273,1.04323,123,-0.4621,176,0.22524
ENSG00000122406,RPL5,52,-3.2938,293,-0.6296,267,-0.7855,748,1.87235
ENSG00000134243,SORT1,10517,4.83407,249,-3.5570,34,-6.4176,595,-2.5966
ENSG00000168710,AHCYL1,52,-3.4791,57,-3.3388,606,0.44074,839,1.81151
ENSG00000155366,RHOC,52,-3.1263,75,-2.5914,70,-2.6936,844,3.67856
ENSG00000009307,CSDE1,52,-2.4166,288,0.36517,133,-0.9730,354,1.16226
ENSG00000198162,MAN1A2,52,-1.8838,13,-3.9126,190,0.25717,285,1.74050
ENSG00000197747,S100A10,52,-4.0191,112,-2.8852,10,-6.3185,1631,4.80168
ENSG00000197956,S100A6,52,-4.0595,743,0.06495,66,-3.7156,1361,2.24202
ENSG00000189171,S100A13,52,-2.2013,161,-0.4012,174,-0.2625,312,1.27177
ENSG00000160678,S100A1,989,3.17964,13,-4.7319,98,-1.7560,162,-1.1744
ENSG00000177954,RPS27,52,-5.4783,1078,-0.9576,1014,-1.0574,3656,2.35395
ENSG00000143603,KCNN3,52,-1.8363,269,1.00989,140,-0.2469,171,0.15299
ENSG00000163346,PBXIP1,52,-2.0351,12,-4.1156,215,0.32194,312,1.74061
ENSG00000132718,SYT11,53,-2.4739,345,0.61632,186,-0.5042,330,0.75845
ENSG00000160781,PAQR6,54,-3.6017,117,-2.4745,843,0.84628,851,1.33231
ENSG00000125462,C1orf61,52,-3.2634,13,-5.2027,363,-0.2219,815,2.50840
ENSG00000018625,ATP1A2,52,-3.6483,228,-1.4299,618,0.25519,895,1.57894
ENSG00000162734,PEA15,53,-3.6791,520,-0.1376,387,-0.6461,924,1.52869
ENSG00000143248,RGS5,53,-2.8647,411,0.44144,63,-2.6078,547,1.63267
ENSG00000143153,ATP1B1,54,-2.1901,13,-4.3095,41,-2.6101,468,3.69619
ENSG00000117523,PRRC2C,53,-3.2731,302,-0.5879,411,-0.0526,675,1.40232
ENSG00000117592,PRDX6,52,-2.2929,110,-1.1271,161,-0.4995,374,1.79706
ENSG00000135821,GLUL,52,-4.5095,926,-0.0751,792,-0.3508,1530,1.37417
ENSG00000159176,CSRP1,52,-2.8775,518,0.93280,260,-0.3700,386,0.48076
ENSG00000170075,GPR37L1,52,-1.7998,12,-3.9040,110,-0.5889,301,2.36150
ENSG00000069275,NUCKS1,2605,2.18719,535,-1.0241,380,-1.5664,685,-0.7754
ENSG00000117691,NENF,53,-1.3381,12,-3.5227,95,-0.3877,217,2.00744
ENSG00000154380,ENAH,53,-1.1175,12,-3.3010,108,0.07979,171,1.56091
ENSG00000163041,H3F3A,53,-2.8217,366,0.28578,49,-2.9420,549,1.81258
ENSG00000143772,ITPKB,52,-1.9852,170,-0.0750,194,0.17171,234,0.75293
ENSG00000143774,GUK1,53,-3.0790,476,0.45962,103,-2.0847,614,1.54043
ENSG00000135744,AGT,52,-1.9429,52,-1.9494,113,-0.7148,320,2.13906
ENSG00000054267,ARID4B,53,-1.9838,12,-4.1232,147,-0.3673,346,2.28027
ENSG00000153187,HNRNPU,53,-2.2798,61,-2.0634,73,-1.7922,452,2.84495
ENSG00000171863,RPS7,52,-3.7641,330,-0.9682,143,-2.2694,1194,2.76607
ENSG00000143878,RHOB,55,-3.3459,13,-5.3896,173,-1.6225,1031,3.67617
ENSG00000138029,HADHB,52,-2.0516,12,-4.1476,109,-0.8925,373,2.68192
ENSG00000213639,PPP1CB,52,-1.5973,12,-3.7248,48,-1.7308,287,2.92517
ENSG00000116016,EPAS1,53,-4.2118,161,-2.5879,75,-3.7179,1881,4.27569
ENSG00000143933,CALM2,53,-4.0075,679,-0.0397,193,-2.0804,1273,2.04380
ENSG00000115306,SPTBN1,52,-3.4430,12,-5.5072,395,-0.3088,947,2.62254
ENSG00000115310,RTN4,19317,5.49195,395,-3.7055,278,-4.2196,521,-3.6756
ENSG00000143947,RPS27A,52,-4.8306,512,-1.4397,553,-1.3180,2478,2.73168
ENSG00000115355,CCDC88A,7863,4.47660,12,-7.5042,570,-1.9303,414,-2.7639
ENSG00000124374,PAIP2B,54,-0.6827,12,-2.9313,178,1.63959,80,-0.0262
ENSG00000034510,TMSB10,52,-6.1959,774,-2.2381,161,-4.5557,7203,4.44959
ENSG00000135940,COX5B,52,-2.3708,14,-4.2729,97,-1.4330,491,3.16104
ENSG00000158417,EIF5B,53,-2.7680,12,-4.8625,586,1.35978,424,0.96357
ENSG00000071082,RPL31,53,-4.1200,1138,0.79996,371,-1.1846,1095,1.07123
ENSG00000071054,MAP4K4,2519,3.45972,13,-5.9552,491,-0.5830,205,-2.2951
ENSG00000188177,ZC3H6,53,-2.3531,541,1.82702,142,-0.8204,206,-0.2496
ENSG00000155368,DBI,52,-2.1656,12,-4.2615,123,-0.8137,399,2.67535
ENSG00000144224,UBXN4,55,-2.2259,12,-4.4012,134,-0.8292,444,2.71690
ENSG00000169554,ZEB2,10510,6.05242,13,-7.6917,378,-2.8308,120,-4.9101
ENSG00000168280,KIF5C,54,-2.6179,345,0.41430,249,-0.1849,367,0.76226
ENSG00000157827,FMNL2,56,-1.4616,143,0.11164,154,0.24713,160,0.44227
ENSG00000136541,ERMN,60,-1.2116,12,-3.5810,160,0.47145,194,1.32011
ENSG00000144283,PKP4,54,-2.3891,57,-2.3090,453,1.30165,312,0.73012
ENSG00000123636,BAZ2B,54,-1.5086,12,-3.6760,200,0.76642,201,1.18002
ENSG00000138398,PPIG,52,-2.6721,89,-1.8792,236,-0.3010,511,2.01943
ENSG00000077380,DYNC1I2,54,-2.5279,307,0.27623,297,0.21766,331,0.58970
ENSG00000168497,CAVIN2,1099,0.56162,226,-2.0865,48,-4.3790,1352,1.56128
ENSG00000144381,HSPD1,52,-2.3486,197,-0.2377,82,-1.6668,397,1.84394
ENSG00000115993,TRAK2,54,-1.4385,115,-0.1904,197,0.82975,137,0.16771
ENSG00000114942,EEF1B2,52,-2.1880,200,-0.0219,220,0.14967,271,0.77741
ENSG00000078018,MAP2,53,-2.7257,457,0.86058,91,-1.9134,431,1.10488
ENSG00000197756,RPL37A,53,-5.4150,1107,-0.8508,1280,-0.6103,3329,2.03252
ENSG00000135924,DNAJB2,7302,5.92612,12,-7.2488,92,-4.3835,187,-3.7171
ENSG00000171951,SCG2,52,-2.1076,12,-4.2064,9,-4.6879,440,4.15237
ENSG00000135916,ITM2C,52,-3.3970,431,-0.0758,400,-0.2064,682,1.21218
ENSG00000115053,NCL,52,-2.3945,275,0.30337,240,0.05397,299,0.65877
ENSG00000187514,PTMA,53,-5.3594,1045,-0.8964,632,-1.6959,3550,2.62048
ENSG00000132321,IQCA1,52,-1.1917,12,-3.3503,112,0.09833,177,1.58258
ENSG00000130294,KIF1A,53,-2.4727,99,-1.5178,200,-0.3719,441,1.90987
ENSG00000168385,SEPTIN2,52,-1.9765,12,-4.0691,72,-1.4931,372,3.02094
ENSG00000144713,RPL32,53,-4.6363,506,-1.2540,641,-0.8735,2070,2.37015
ENSG00000174748,RPL15,53,-3.8496,821,0.51766,253,-1.4978,994,1.40291
ENSG00000144674,GOLGA4,55,-1.0944,12,-3.3252,200,1.29085,130,0.53492
ENSG00000168028,RPSA,53,-3.4006,325,-0.6061,242,-1.0923,843,2.02623
ENSG00000168314,MOBP,39887,4.84217,383,-4.8759,3311,-1.6694,933,-3.9601
ENSG00000188846,RPL14,52,-3.5554,778,0.82443,126,-2.2567,789,1.30722
ENSG00000168036,CTNNB1,52,-3.2961,259,-0.8322,71,-2.8285,863,2.75369
ENSG00000114857,NKTR,54,-1.8294,12,-3.9790,160,-0.0462,298,1.97449
