Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000188290,HES4,568,2.17701,143,-0.4154,79,-1.4796,335,1.11629,1,-7.0283
ENSG00000187608,ISG15,10,-3.9002,39,-2.2830,99,-0.6789,335,1.54156,495,2.37738
ENSG00000078808,SDF4,192,0.67006,106,-0.3916,95,-0.6044,335,1.70001,25,-2.4840
ENSG00000107404,DVL1,11,-2.9811,68,-0.3693,61,-0.5858,335,2.73053,1,-5.9374
ENSG00000175756,AURKAIP1,10,-4.1329,172,0.10940,101,-0.9374,335,1.23393,307,1.07368
ENSG00000242485,MRPL20,10,-3.9958,196,0.64493,135,-0.2038,335,1.41215,1,-6.7998
ENSG00000160075,SSU72,1502,3.04201,224,-0.7669,104,-2.0794,335,0.03167,137,-1.3569
ENSG00000228594,FNDC10,10,-3.5052,177,1.31954,26,-2.4655,335,2.10301,1,-6.3150
ENSG00000078369,GNB1,865,1.38647,490,0.52373,210,-1.1904,335,-0.2439,211,-0.9621
ENSG00000067606,PRKCZ,10,-4.1772,297,1.49748,67,-1.6972,335,1.17639,82,-1.1335
ENSG00000157916,RER1,10,-3.1593,55,-0.8116,63,-0.5852,335,2.67062,54,-0.7019
ENSG00000157870,PRXL2B,10,-3.1343,84,0.03134,48,-1.0413,335,2.71229,1,-5.9474
ENSG00000158109,TPRG1L,10,-4.3322,340,1.59484,66,-1.8981,335,0.98099,128,-0.6036
ENSG00000130764,LRRC47,338,1.90349,78,-0.8092,50,-1.5979,335,1.88717,1,-6.4576
ENSG00000069424,KCNAB2,2146,4.12290,174,-1.3174,41,-3.5868,335,-0.0587,1,-8.0218
ENSG00000116254,CHD5,10,-3.6559,196,1.31796,41,-1.8972,335,1.88287,1,-6.4616
ENSG00000116251,RPL22,10,-4.9528,205,-0.6845,483,1.33565,335,0.24609,186,-0.6947
ENSG00000097021,ACOT7,2044,2.39068,803,0.80841,123,-2.6917,335,-0.8464,1,-8.4161
ENSG00000171735,CAMTA1,434,0.80276,312,0.33302,204,-0.5595,335,0.36119,104,-1.4804
ENSG00000116288,PARK7,10,-4.9182,314,0.23950,193,-0.7573,335,0.28582,670,1.52228
ENSG00000142599,RERE,10,-3.7349,106,-0.3379,74,-1.0184,335,1.76945,236,1.09266
ENSG00000074800,ENO1,801,0.30171,891,0.68508,408,-0.9641,335,-1.0778,966,0.61779
ENSG00000171603,CLSTN1,1538,1.78611,516,-0.1980,155,-2.3111,335,-0.8290,1215,1.32069
ENSG00000054523,KIF1B,10,-5.3880,435,0.24351,294,-0.5732,335,-0.2417,976,1.62348
ENSG00000142657,PGD,10,-3.0971,84,0.10112,41,-1.2669,335,2.78270,1,-5.9090
ENSG00000116649,SRM,10,-3.5400,167,1.06029,44,-1.6696,335,2.05315,1,-6.3467
ENSG00000116661,FBXO2,1561,2.07966,472,-0.1281,143,-2.2467,335,-0.6389,771,0.72030
ENSG00000132879,FBXO44,468,1.73339,218,0.47341,45,-2.4192,335,1.09042,1,-7.0475
ENSG00000011021,CLCN6,10,-3.7646,230,1.60004,36,-2.2631,335,1.72734,1,-6.5702
ENSG00000116688,MFN2,10,-3.6416,144,0.48076,74,-0.8882,335,1.90188,50,-1.3091
ENSG00000116786,PLEKHM2,10,-3.0549,51,-0.8206,67,-0.3110,335,2.85649,1,-5.8700
ENSG00000159363,ATP13A2,2071,3.24130,418,-0.0323,53,-3.5206,335,-0.3776,1,-8.3092
ENSG00000117115,PADI2,10,-3.5992,33,-2.2214,172,1.02852,335,1.96555,61,-0.9703
ENSG00000077549,CAPZB,10,-4.4190,298,0.98817,116,-1.0564,335,0.87578,208,0.06788
ENSG00000173436,MICOS10,10,-4.2600,253,0.84069,167,-0.1409,335,1.07263,1,-7.0604
ENSG00000158747,NBL1,10,-3.8790,197,0.87622,99,-0.6537,335,1.56968,1,-6.6832
ENSG00000162545,CAMK2N1,10,-5.0403,509,1.31074,294,-0.0845,335,0.14703,1,-7.8391
ENSG00000158828,PINK1,10,-4.8697,485,1.53940,204,-0.5825,335,0.34048,40,-2.9081
ENSG00000127483,HP1BP3,10,-4.1837,127,-0.5777,147,-0.2964,335,1.16952,357,1.28455
ENSG00000075151,EIF4G3,10,-4.0816,199,0.52905,70,-1.5146,335,1.29970,270,0.90171
ENSG00000076864,RAP1GAP,10,-3.6769,203,1.37586,40,-1.9686,335,1.85161,1,-6.4831
ENSG00000070831,CDC42,10,-4.7583,299,0.38347,198,-0.4955,335,0.47079,434,0.91919
ENSG00000125944,HNRNPR,10,-3.6266,123,0.13918,85,-0.6082,335,1.92514,68,-0.8231
ENSG00000142676,RPL11,302,-0.5917,241,-1.1552,639,0.91400,335,-0.4308,672,0.71353
ENSG00000057757,PITHD1,409,0.50009,540,1.55185,77,-2.4291,335,0.16652,129,-1.3319
ENSG00000001461,NIPAL3,10,-3.4366,94,-0.1587,85,-0.3555,335,2.21165,28,-1.9388
ENSG00000133226,SRRM1,10,-3.2469,43,-1.3525,108,0.43879,335,2.51913,1,-6.0566
ENSG00000169504,CLIC4,10,-3.4420,14,-3.3147,149,0.92873,335,2.20346,80,-0.3778
ENSG00000117614,SYF2,10,-3.2690,41,-1.4783,103,0.30454,335,2.48293,34,-1.5139
ENSG00000117640,MTFR1L,10,-3.5218,82,-0.5456,49,-1.4558,335,2.07756,227,1.29347
ENSG00000117632,STMN1,10,-5.6838,835,1.47894,419,-0.2773,335,-0.5644,195,-1.3963
ENSG00000142669,SH3BGRL3,40,-2.9384,387,0.74184,137,-1.3804,335,0.27685,602,1.30472
ENSG00000198830,HMGN2,15,-3.8751,81,-1.7239,157,-0.5508,335,0.82550,785,2.55967
ENSG00000117713,ARID1A,10,-3.5986,40,-1.8845,65,-1.0685,335,1.96646,357,2.10583
ENSG00000090273,NUDC,10,-4.7646,220,-0.2896,105,-1.6400,335,0.46333,958,2.53357
ENSG00000186501,TMEM222,10,-3.4494,96,-0.1367,50,-1.3647,335,2.19106,138,0.49879
ENSG00000126709,IFI6,10,-4.8256,272,0.06330,152,-1.0694,335,0.39252,759,1.90652
