Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000188290,HES4,8,-3.6030,101,0.28318,102,0.38529
ENSG00000078808,SDF4,70,-0.4891,133,0.88328,72,-0.6922
ENSG00000175756,AURKAIP1,8,-4.2512,227,1.31768,112,-0.6255
ENSG00000242485,MRPL20,24,-2.9331,227,0.80998,155,-0.1791
ENSG00000179403,VWA1,19,-2.6135,238,3.02504,31,-2.5351
ENSG00000160075,SSU72,11,-3.6701,125,-0.0475,158,0.71600
ENSG00000078369,GNB1,219,-0.6862,373,0.24180,339,0.01979
ENSG00000067606,PRKCZ,36,-1.7294,113,0.08013,125,0.41011
ENSG00000157916,RER1,10,-3.2735,134,1.03442,79,-0.3826
ENSG00000158109,TPRG1L,8,-3.8203,79,-0.6063,148,1.27285
ENSG00000130764,LRRC47,8,-2.6646,46,-0.0773,58,0.67844
ENSG00000069424,KCNAB2,8,-2.8418,17,-2.1155,92,2.60510
ENSG00000116251,RPL22,961,0.53927,844,0.46511,524,-0.7366
ENSG00000097021,ACOT7,147,-0.1588,87,-1.2381,222,1.11257
ENSG00000171735,CAMTA1,113,-0.5567,121,-0.5948,201,0.75032
ENSG00000049245,VAMP3,8,-4.5301,383,3.12525,52,-2.4551
ENSG00000049246,PER3,8,-2.9715,107,1.88197,34,-1.2673
ENSG00000116288,PARK7,8,-5.3741,403,0.70035,308,0.01680
ENSG00000142599,RERE,8,-3.0047,33,-1.1805,92,1.76946
ENSG00000074800,ENO1,322,-0.4229,218,-1.2970,591,1.27390
ENSG00000171603,CLSTN1,84,-1.5643,180,-0.5185,301,0.94875
ENSG00000162441,LZIC,169,1.21767,93,0.22825,57,-0.9706
ENSG00000054523,KIF1B,36,-3.2320,370,0.44953,329,0.20038
ENSG00000142657,PGD,8,-2.9067,70,0.57266,57,0.05625
ENSG00000120948,TARDBP,8,-3.0413,88,0.97773,54,-0.3402
ENSG00000116649,SRM,67,-0.1194,53,-0.6541,88,0.63167
ENSG00000116661,FBXO2,47,-2.4154,103,-1.5445,365,2.03016
ENSG00000132879,FBXO44,8,-3.1985,62,-0.1995,87,0.83943
ENSG00000011021,CLCN6,8,-3.4318,49,-0.9886,121,1.62190
ENSG00000116685,KIAA2013,8,-2.9106,103,1.87831,33,-1.2688
ENSG00000116688,MFN2,8,-3.4498,43,-1.2751,128,1.89791
ENSG00000189337,KAZN,286,1.21946,177,0.52301,82,-1.3101
ENSG00000185519,FAM131C,19,-4.0286,672,3.92640,50,-3.3359
ENSG00000219481,NBPF1,8,-3.8012,222,2.77524,38,-2.1331
ENSG00000159363,ATP13A2,8,-3.8089,28,-2.4014,184,2.98601
ENSG00000117118,SDHB,8,-3.3931,100,0.62842,79,0.03107
ENSG00000117115,PADI2,621,0.72525,733,1.80370,107,-2.7161
ENSG00000053371,AKR7A2,8,-2.8789,60,0.20727,63,0.41676
ENSG00000077549,CAPZB,115,-0.7514,185,0.01512,201,0.25643
ENSG00000173436,MICOS10,401,-0.0945,436,0.06015,423,-0.0163
ENSG00000158747,NBL1,8,-3.5687,51,-1.1061,136,1.74430
ENSG00000162545,CAMK2N1,667,0.45358,492,-0.0828,484,-0.1459
ENSG00000158828,PINK1,8,-4.7676,114,-1.1439,314,1.83648
ENSG00000127483,HP1BP3,350,1.43983,140,-0.2471,120,-0.6762
ENSG00000075151,EIF4G3,163,0.78133,91,-0.2704,97,-0.1694
ENSG00000070831,CDC42,346,-0.1025,485,0.70231,286,-0.6539
ENSG00000125944,HNRNPR,8,-3.7191,120,0.52331,103,0.15146
ENSG00000142676,RPL11,1772,0.76893,1481,0.68443,709,-1.1319
ENSG00000057757,PITHD1,46,-2.4953,187,-0.5094,322,1.07938
ENSG00000189266,PNRC2,224,1.61785,115,0.56022,41,-1.7778
ENSG00000188529,SRSF10,50,-0.5124,95,0.84424,53,-0.6429
ENSG00000001461,NIPAL3,12,-3.0923,119,0.53676,100,0.10486
ENSG00000133226,SRRM1,8,-2.7923,81,1.26681,40,-0.6514
ENSG00000169504,CLIC4,93,-0.8330,260,1.43415,96,-1.1729
