Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000228794,LINC01128,15,-0.6514,26,0.33593,12,-0.9957,25,0.20035
ENSG00000188976,NOC2L,15,-2.1592,75,0.49365,41,-0.6910,70,0.23956
ENSG00000188290,HES4,15,-2.4222,88,0.41175,71,-0.0968,81,0.15111
ENSG00000187608,ISG15,15,-1.7717,46,-0.1561,49,0.01639,63,0.62006
ENSG00000078808,SDF4,15,-2.5407,91,0.27515,69,-0.2693,97,0.37349
ENSG00000176022,B3GALT6,15,-1.5618,64,1.32912,14,-1.7131,32,-0.5476
ENSG00000160087,UBE2J2,15,-1.8342,63,0.61760,39,-0.3997,50,-0.0313
ENSG00000131584,ACAP3,15,-1.1538,30,-0.1918,50,0.72821,35,0.19096
ENSG00000127054,INTS11,15,-1.8262,61,0.54100,50,-0.0055,48,-0.1052
ENSG00000224051,CPTP,15,-1.1392,33,0.09027,14,-1.2498,42,0.63108
ENSG00000107404,DVL1,150,1.49405,48,-0.6578,79,0.35387,51,-0.4688
ENSG00000175756,AURKAIP1,144,-0.2700,181,0.15906,148,-0.2270,172,0.02874
ENSG00000221978,CCNL2,15,-1.8570,40,-0.5795,67,0.43712,73,0.84535
ENSG00000242485,MRPL20,140,-0.4924,210,0.25284,190,-0.0072,183,-0.0891
ENSG00000179403,VWA1,15,-1.7118,10,-2.8336,156,2.22244,69,0.96489
ENSG00000205090,TMEM240,152,2.45323,20,-1.5111,44,0.10700,32,-0.5404
ENSG00000160075,SSU72,427,0.96101,237,-0.0611,149,-0.7684,219,-0.2092
ENSG00000228594,FNDC10,15,-2.6072,110,0.73306,50,-0.8593,89,0.07300
ENSG00000197530,MIB2,15,-1.3624,33,-0.3026,28,-0.4203,53,0.85439
ENSG00000008128,CDK11A,15,-0.2989,9,-1.3910,45,1.57098,22,0.43434
ENSG00000215790,SLC35E2A,15,-0.6448,25,0.23535,15,-0.7033,25,0.23016
ENSG00000008130,NADK,15,-0.9627,25,-0.2947,25,-0.1715,38,0.68191
ENSG00000078369,GNB1,274,-0.7479,485,0.25931,337,-0.4262,471,0.14773
ENSG00000067606,PRKCZ,566,1.14913,278,-0.1025,178,-0.7713,250,-0.3076
ENSG00000162585,FAAP20,15,-2.2333,67,0.03242,68,0.04759,82,0.47308
ENSG00000157933,SKI,15,-0.9534,22,-0.5373,37,0.42712,37,0.65287
ENSG00000157916,RER1,15,-2.4490,86,0.28705,64,-0.3022,90,0.36447
ENSG00000157911,PEX10,15,-1.3756,49,0.79215,23,-0.7232,34,-0.2026
ENSG00000157870,PRXL2B,15,-2.5656,107,0.71638,58,-0.5634,83,0.00043
ENSG00000158109,TPRG1L,146,-0.6028,289,0.90916,101,-1.1631,173,-0.4297
ENSG00000130764,LRRC47,292,1.46129,91,-0.7514,57,-1.2462,141,0.24301
ENSG00000116198,CEP104,15,-0.8927,22,-0.4678,52,1.11553,29,0.15322
ENSG00000196581,AJAP1,15,-0.3775,14,-0.7862,24,0.37374,27,0.74514
ENSG00000069424,KCNAB2,151,0.31277,140,0.31105,46,-1.5280,122,-0.0482
ENSG00000116254,CHD5,289,0.85502,174,-0.0023,90,-1.0266,164,-0.1290
ENSG00000116251,RPL22,15,-4.5812,252,-0.6578,632,1.09287,448,0.69793
ENSG00000116237,ICMT,15,-1.5707,54,0.66575,27,-0.7081,42,-0.0266
ENSG00000097021,ACOT7,281,-1.2431,983,1.54449,220,-1.6174,394,-0.9056
ENSG00000162408,NOL9,294,2.90934,43,-1.0171,35,-1.0241,35,-1.2420
ENSG00000162413,KLHL21,153,1.75189,53,-0.1891,40,-0.5539,36,-0.8862
ENSG00000041988,THAP3,15,-0.7776,29,0.38447,13,-1.0205,27,0.18968
ENSG00000007923,DNAJC11,15,-1.4727,47,0.48030,35,-0.2200,40,-0.0049
ENSG00000171735,CAMTA1,277,-0.2461,276,-0.3824,249,-0.4122,425,0.64316
ENSG00000049245,VAMP3,15,-1.8562,30,-1.1500,126,1.56998,67,0.59919
ENSG00000049246,PER3,15,-0.7670,13,-1.4363,49,1.14887,36,0.92147
ENSG00000116288,PARK7,134,-1.3696,365,0.33225,274,-0.2661,347,0.15686
ENSG00000116285,ERRFI1,15,-0.8320,25,-0.0636,27,0.06257,30,0.32639
ENSG00000162426,SLC45A1,15,-1.5337,56,0.90909,18,-1.2725,38,-0.1607
ENSG00000142599,RERE,15,-2.6122,81,-0.1392,87,0.01762,115,0.69235
ENSG00000074800,ENO1,830,0.06215,936,0.44227,512,-0.7048,701,-0.2743
ENSG00000171612,SLC25A33,152,1.43344,42,-1.0192,48,-0.5186,77,0.32028
ENSG00000188807,TMEM201,154,2.09047,35,-0.7430,25,-1.0291,40,-0.4242
ENSG00000171603,CLSTN1,277,-0.7692,522,0.40333,259,-0.8712,478,0.12972
ENSG00000178585,CTNNBIP1,150,1.67721,45,-0.5808,72,0.35485,40,-0.7586
ENSG00000162441,LZIC,15,-1.1441,24,-0.6926,74,1.46297,34,0.16427
ENSG00000130939,UBE4B,15,-1.9113,72,0.91030,41,-0.4102,45,-0.3532
ENSG00000054523,KIF1B,119,-1.7997,368,-0.0896,433,0.20809,469,0.47498
ENSG00000142657,PGD,433,2.10549,117,-0.3939,65,-1.1571,90,-0.8367
ENSG00000160049,DFFA,15,-1.8867,51,-0.0494,79,0.66829,58,0.20474
ENSG00000142655,PEX14,15,-1.1795,38,0.42667,19,-0.8512,36,0.19962
ENSG00000120948,TARDBP,292,2.18527,64,-0.7835,63,-0.5616,65,-0.6457
ENSG00000116649,SRM,15,-2.6555,102,0.38142,41,-1.1865,111,0.52354
ENSG00000171824,EXOSC10,15,-0.6114,26,0.45601,28,0.38418,17,-0.5023
ENSG00000198793,MTOR,153,1.52702,64,-0.0140,28,-1.2681,47,-0.6331
ENSG00000116661,FBXO2,139,-1.6023,558,1.12242,213,-0.9529,310,-0.4751
ENSG00000132879,FBXO44,15,-3.2430,177,0.87114,66,-1.0850,134,0.02560
ENSG00000177000,MTHFR,15,-0.9667,24,-0.4381,19,-0.6387,42,0.96717
ENSG00000011021,CLCN6,15,-3.3127,206,1.26104,50,-1.5673,121,-0.2925
ENSG00000116685,KIAA2013,15,-1.7410,51,0.18105,68,0.59769,47,-0.0264
ENSG00000083444,PLOD1,153,1.70550,61,0.11760,27,-1.2008,34,-1.0532
ENSG00000116688,MFN2,144,-0.0568,162,0.21749,141,-0.0940,137,-0.1815
ENSG00000116691,MIIP,155,3.02428,16,-1.5495,11,-1.7221,25,-0.6263
ENSG00000048707,VPS13D,15,-1.7381,50,0.13340,46,-0.0441,55,0.34485
ENSG00000162496,DHRS3,15,-0.3128,10,-1.3700,32,0.89975,27,0.90248
ENSG00000116731,PRDM2,15,-1.8085,45,-0.2717,56,0.19457,66,0.66289
ENSG00000189337,KAZN,15,-2.2670,62,-0.2206,94,0.53662,85,0.49944
ENSG00000142634,EFHD2,15,-1.7372,57,0.49793,25,-0.9760,53,0.25473
ENSG00000116138,DNAJC16,15,-1.0719,34,0.34029,30,-0.0306,30,-0.0108
ENSG00000116786,PLEKHM2,573,3.41363,45,-1.8723,68,-0.7817,60,-1.1710
ENSG00000065526,SPEN,15,-1.4994,17,-1.7894,92,1.42506,63,1.10637
ENSG00000185519,FAM131C,15,-1.3070,29,-0.5084,25,-0.5614,55,1.08005
ENSG00000037637,FBXO42,15,-0.9321,40,1.18101,6,-2.2621,22,-0.4458
ENSG00000055070,SZRD1,15,-1.2063,24,-0.7280,61,1.01755,42,0.54017
ENSG00000219481,NBPF1,15,-0.4925,23,0.23101,34,0.81775,16,-0.5573
ENSG00000159363,ATP13A2,15,-4.3891,461,1.55765,129,-1.2681,212,-0.6409
ENSG00000117118,SDHB,15,-2.5881,93,0.25124,52,-0.7595,108,0.55280
ENSG00000117115,PADI2,15,-3.4500,31,-3.0174,415,1.78698,274,1.56942
ENSG00000179051,RCC2,15,-0.9649,27,-0.1029,28,-0.0234,34,0.43546
ENSG00000074964,ARHGEF10L,15,-1.4115,34,-0.2762,21,-0.9237,57,0.97400
