Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000188976,NOC2L,3,-3.8734,54,0.98328,50,0.33546,28,-0.6667
ENSG00000188290,HES4,48,-0.2623,78,1.18139,12,-2.2926,38,-0.6899
ENSG00000187608,ISG15,28,-0.4351,46,0.74757,26,-0.5106,27,-0.5392
ENSG00000078808,SDF4,79,-0.1535,101,0.46049,106,0.32495,54,-0.8587
ENSG00000176022,B3GALT6,3,-2.9496,33,1.42813,19,-0.2665,13,-0.9561
ENSG00000160087,UBE2J2,3,-3.5176,47,1.46750,26,-0.2943,19,-0.9298
ENSG00000131584,ACAP3,3,-2.8974,23,0.36257,39,1.09692,15,-0.5577
ENSG00000127054,INTS11,23,-0.7459,50,0.97362,32,-0.2264,22,-0.9165
ENSG00000224051,CPTP,20,-0.0557,21,0.04595,25,0.28588,19,-0.2169
ENSG00000107404,DVL1,3,-4.0105,51,0.39885,75,0.87071,39,-0.2798
ENSG00000175756,AURKAIP1,346,1.47171,140,-0.2358,97,-0.7205,108,-0.6300
ENSG00000221978,CCNL2,3,-3.4323,41,1.14274,28,-0.1271,22,-0.5736
ENSG00000242485,MRPL20,115,-0.4333,190,0.77546,117,-0.4052,106,-0.6447
ENSG00000179403,VWA1,3,-4.2041,25,-1.5785,226,3.07713,40,-0.4618
ENSG00000205090,TMEM240,8,-1.1251,21,0.83393,7,-1.1631,15,-0.0942
ENSG00000160075,SSU72,58,-1.2455,167,0.91813,119,-0.1031,87,-0.6838
ENSG00000228594,FNDC10,10,-2.0072,54,1.29629,33,-0.2075,22,-0.9755
ENSG00000197530,MIB2,3,-3.0067,27,0.57341,19,-0.2563,25,0.20544
ENSG00000215790,SLC35E2A,3,-2.5563,22,1.10244,20,0.35736,9,-1.0419
ENSG00000008130,NADK,14,-0.4828,22,0.39947,26,0.43954,14,-0.6403
ENSG00000078369,GNB1,300,-0.1197,383,0.54702,293,-0.1564,227,-0.6370
ENSG00000187730,GABRD,90,2.19570,14,-1.4874,9,-1.7923,34,0.37587
ENSG00000067606,PRKCZ,451,1.88878,141,-0.3768,88,-0.9646,98,-0.9092
ENSG00000162585,FAAP20,70,0.62896,49,0.03073,48,0.00988,36,-0.5260
ENSG00000157933,SKI,3,-2.9611,24,0.34217,34,0.74673,20,-0.1614
ENSG00000157916,RER1,3,-4.5370,77,0.53519,115,0.99667,46,-0.5990
ENSG00000157911,PEX10,3,-3.2908,36,0.90909,35,0.41553,19,-0.6716
ENSG00000157870,PRXL2B,35,-0.5860,66,0.86391,22,-1.2933,43,-0.3036
ENSG00000158109,TPRG1L,146,0.25359,165,0.93505,68,-0.9620,65,-1.1631
ENSG00000130764,LRRC47,216,1.58025,93,0.09055,44,-1.1158,44,-1.2468
ENSG00000116198,CEP104,3,-3.2418,20,-0.7398,63,1.56560,33,0.45349
ENSG00000196581,AJAP1,3,-2.5162,22,1.15655,15,-0.1386,11,-0.6980
ENSG00000069424,KCNAB2,156,1.30726,77,0.10057,17,-2.2152,57,-0.4925
ENSG00000116254,CHD5,6,-3.4939,82,0.85547,11,-2.6428,82,0.50459
ENSG00000116251,RPL22,407,-0.0523,414,-0.0421,529,0.38763,384,-0.1683
ENSG00000116237,ICMT,3,-3.4685,45,1.24975,29,-0.1285,21,-0.7261
ENSG00000097021,ACOT7,668,1.17684,435,0.80289,123,-1.6023,103,-2.0335
ENSG00000162408,NOL9,15,-0.8994,31,0.42825,30,0.15806,23,-0.2603
ENSG00000162413,KLHL21,115,1.45606,38,-0.7200,72,0.59264,33,-0.7708
ENSG00000007923,DNAJC11,3,-3.1802,31,0.63986,25,0.00355,25,0.00089
ENSG00000171735,CAMTA1,126,-0.9848,285,0.63224,115,-1.1190,247,0.09930
ENSG00000049245,VAMP3,3,-4.4172,42,-0.9160,205,2.34137,55,-0.1826
ENSG00000049246,PER3,3,-3.0863,25,0.07628,43,1.00700,24,-0.0217
ENSG00000116288,PARK7,822,1.36929,382,0.00652,255,-0.6453,222,-0.9678
ENSG00000116285,ERRFI1,3,-2.8195,21,0.26976,33,0.88785,18,-0.2036
ENSG00000162426,SLC45A1,11,-1.1097,32,1.29816,12,-0.9773,14,-0.8143
ENSG00000142599,RERE,84,-0.0504,103,0.54139,49,-0.9168,75,-0.2774
ENSG00000074800,ENO1,902,0.39801,837,0.51287,309,-1.3150,567,-0.4210
