ensembl	gene	tstat	pval	fdr	logFC
ENSG00000237491	LINC01409	-3.04754708534398	0.0108107937996875	0.032070046615304	-1.76060489739283
ENSG00000228794	LINC01128	-0.327897467955293	0.748998167764914	0.805736983256049	-0.113923482573698
ENSG00000187634	SAMD11	-1.16409552445423	0.268429251841437	0.360217875575908	-1.30179574866122
ENSG00000188976	NOC2L	3.56881589092333	0.00424191970327366	0.0168586659091133	1.62878372537521
ENSG00000187961	KLHL17	0.0197678379939221	0.984574105290234	0.989001526320447	0.0227874907819065
ENSG00000188290	HES4	0.893812112403919	0.390104497784555	0.483524801596093	0.630041950029815
ENSG00000187608	ISG15	2.49314955084968	0.0293991293524517	0.0670654850490181	1.45783237806421
ENSG00000188157	AGRN	0.611904370796915	0.552741403362568	0.63723517404124	0.336228662794067
ENSG00000131591	C1orf159	-3.45008248159034	0.00524169515289022	0.0195062041268286	-3.46622527933151
ENSG00000078808	SDF4	2.5303835687909	0.0274988925516516	0.0639550346850757	1.03207517520069
ENSG00000176022	B3GALT6	3.514836674832	0.00466968703708017	0.0179897360177468	2.14954196395775
ENSG00000184163	C1QTNF12	0.0127345816498009	0.99006211687189	0.992813465208644	0.0177556418320376
ENSG00000160087	UBE2J2	2.1241710627923	0.0565620656973951	0.108225418159	0.80565104020737
ENSG00000162572	SCNN1D	-2.25263975101499	0.0451257069772217	0.0919169307121784	-2.23892568462963
ENSG00000131584	ACAP3	-1.39019850322649	0.191304877664173	0.275363970887584	-0.856272452061974
ENSG00000127054	INTS11	0.157317684810259	0.877776694227499	0.909107404906064	0.0598647430489557
ENSG00000224051	CPTP	3.14241739782798	0.00910916220588892	0.0284620869723523	3.23790735533617
ENSG00000107404	DVL1	1.39864249977775	0.188822901463478	0.272683908906672	0.742728365707228
ENSG00000175756	AURKAIP1	1.98412679538553	0.0721234935358585	0.130194192474363	1.41469941928328
ENSG00000221978	CCNL2	-1.97775378628534	0.0729189683689995	0.131226169035413	-1.31687571989054
ENSG00000242485	MRPL20	2.80413428461924	0.0167867568324919	0.0441983215909557	1.18764990339302
ENSG00000235098	ANKRD65	0.957232796923518	0.358527382725092	0.452678616282992	0.552338599089135
ENSG00000179403	VWA1	1.05637452483278	0.312908814413388	0.405709023884246	1.3719659175945
ENSG00000160072	ATAD3B	-4.38500860381118	0.00102857915315869	0.00667906196669368	-3.72384970432809
ENSG00000197785	ATAD3A	1.7264075655284	0.111540030914787	0.181699601234379	0.636089417093432
ENSG00000205090	TMEM240	0.809088491748869	0.43520744557947	0.526491393590637	0.459608468608816
ENSG00000160075	SSU72	2.49572732795812	0.0292635407106015	0.066819989698599	1.224746523372
ENSG00000228594	FNDC10	5.0973246233729	0.000319835970361695	0.00320359545259796	2.65763794284776
ENSG00000272106	AL691432.2	1.22778907367449	0.244544422460366	0.334423183034188	0.600723673909906
ENSG00000197530	MIB2	0.106360721776135	0.917165206837082	0.93878172677152	0.049819615523669
ENSG00000189409	MMP23B	-1.91537039889109	0.0811467338226338	0.142480097952081	-2.15366456666309
ENSG00000248333	CDK11B	-1.11204788063388	0.289269161831216	0.381848317648504	-0.678506302248195
ENSG00000189339	SLC35E2B	-0.128334544332462	0.900145001628196	0.925925402327849	-0.166411492980485
ENSG00000008128	CDK11A	-0.207906548161211	0.839010172732514	0.879356615816675	-0.118606439684433
ENSG00000215790	SLC35E2A	0.0458341616524427	0.964244260713745	0.975052775815516	0.0300861391813962
ENSG00000008130	NADK	0.185976587864276	0.855767210619443	0.892471234331154	0.0531984001451208
ENSG00000078369	GNB1	3.67453195617169	0.00351685594849662	0.0147916060260588	1.02557042737615
ENSG00000187730	GABRD	1.58662797607459	0.140228108569084	0.216715404764614	2.1320599752526
ENSG00000067606	PRKCZ	0.942740303778337	0.365577920079054	0.459806780701807	0.255995625220132
ENSG00000162585	FAAP20	2.67565313630021	0.0211707597792137	0.0524812581245155	1.33344249166079
ENSG00000157933	SKI	-1.04867059950416	0.3162911927465	0.409302616599677	-0.307445757778313
ENSG00000116151	MORN1	-1.28957841400885	0.22302493036343	0.310693906652598	-1.83554147650279
ENSG00000272420	AL513477.2	-0.20445728006216	0.841640547677294	0.881280314543345	-0.264941816087859
ENSG00000157916	RER1	2.03140690624315	0.0664695801680474	0.12214927731555	0.808729663204148
ENSG00000157911	PEX10	-0.474409410734256	0.644264313023221	0.717815824335032	-0.613003770075828
ENSG00000149527	PLCH2	-1.39976386816303	0.188495331612309	0.272266735274558	-0.660552659962536
ENSG00000157881	PANK4	1.06528989037261	0.309028455414686	0.401862636578347	1.10566442220942
ENSG00000157870	PRXL2B	4.84041318990159	0.000483506111219769	0.00413640212960232	2.09132718251164
ENSG00000142606	MMEL1	-3.04113783237929	0.0109367001556088	0.0323548836009843	-2.62300919612391
ENSG00000237058	AL831784.1	0.491742145886456	0.632335989920759	0.70766317186122	0.752513017897207
ENSG00000142611	PRDM16	2.50679606689146	0.0286882404322716	0.0658505313331199	2.07958882741821
ENSG00000130762	ARHGEF16	0.00432462345325001	0.99662503862104	0.997262810616744	0.00322159581365726
ENSG00000158109	TPRG1L	3.99614944387807	0.002001617360999	0.0100927327866725	2.30758091871031
ENSG00000116213	WRAP73	-4.17804889689462	0.0014626157468207	0.0082597024860296	-3.45373443119873
ENSG00000130764	LRRC47	1.75603745025526	0.106178433031679	0.174981639976898	0.902420879863005
ENSG00000116198	CEP104	-1.30856366389859	0.216730398460747	0.303775443475666	-0.692534195512325
ENSG00000169598	DFFB	-7.47804429738889	1.07069732993112e-05	0.000521381436820786	-5.35128902086614
ENSG00000198912	C1orf174	1.42742390052309	0.180565171342087	0.26341910877628	0.868387094253049
ENSG00000196581	AJAP1	-0.162832349517011	0.873532554655525	0.905999135437781	-0.0635646966191858
ENSG00000236948	AL365255.1	-2.69876017894345	0.0203062353984666	0.0509302532102335	-3.28269532241219
ENSG00000131697	NPHP4	-4.22226488808614	0.00135603271414638	0.00789709907800744	-3.77624961235806
ENSG00000069424	KCNAB2	3.64963605428929	0.003675254314516	0.0152571840614111	1.2804306132433
ENSG00000116254	CHD5	0.260648530505378	0.799063220734365	0.846204884144384	0.0848776642387676
ENSG00000116251	RPL22	1.63241801301712	0.130184877385939	0.20429591014879	0.649239003168062
ENSG00000158286	RNF207	-3.53676620571906	0.00449080527383704	0.0174990994081926	-2.95073776389074
ENSG00000116237	ICMT	3.17185400130556	0.00863825796231438	0.0275348141118121	2.04349690255935
ENSG00000158292	GPR153	2.48081301977138	0.0300565499117913	0.0680762351645321	2.86599160155174
ENSG00000097021	ACOT7	2.11322967571459	0.0576537874451468	0.109747294835054	1.11900916022397
ENSG00000215788	TNFRSF25	-8.18993689993352	4.45245209371221e-06	0.00036219282262897	-4.80727856453324
ENSG00000171680	PLEKHG5	1.56104187033673	0.14613007480389	0.223725907606086	0.643919318493396
ENSG00000162408	NOL9	-3.31529575535318	0.00667322108661438	0.0230685925698659	-1.13730746111983
ENSG00000204859	ZBTB48	-0.45349205660747	0.658799320135813	0.73042486664077	-0.230225712640957
ENSG00000162413	KLHL21	3.14899496436517	0.00900173472400631	0.0282518761754997	1.29051824223711
ENSG00000116273	PHF13	2.32616960398751	0.0396117246752432	0.0836016498732301	1.15505423701027
ENSG00000041988	THAP3	0.91563682877033	0.379026381016042	0.472750000889724	0.353980961488822
ENSG00000007923	DNAJC11	-1.42624247117351	0.180898046465384	0.26368415828832	-0.757132143488876
ENSG00000171735	CAMTA1	-0.791206571963045	0.445150486102198	0.536215252154089	-0.272088886223606
ENSG00000049245	VAMP3	1.01911806781234	0.329518992196891	0.422766047696859	1.11178909463983
ENSG00000049246	PER3	-3.67832140483266	0.00349336925557352	0.0147236254967614	-3.75979883264237
ENSG00000116288	PARK7	1.39805125031308	0.188995807015803	0.272849609369449	0.865119211074757
ENSG00000116285	ERRFI1	-0.536321814552377	0.602158166441494	0.681587056730568	-0.196494630617237
ENSG00000162426	SLC45A1	3.36531637738979	0.0061004304637505	0.0217345209914838	1.12532672425405
ENSG00000142599	RERE	-4.30094049827491	0.00118593500622074	0.00724377749242381	-1.67766031967759
ENSG00000074800	ENO1	3.94407290381122	0.00219125729928177	0.0106889303198587	1.91881822235121
ENSG00000228526	MIR34AHG	-2.24515676478572	0.0457264041165148	0.0928314606364271	-3.37973080756384
ENSG00000049239	H6PD	-4.18361711280917	0.00144872643516453	0.00823089508359728	-3.04817376443296
ENSG00000171612	SLC25A33	-2.72196813934383	0.0194730944977462	0.0493863504895986	-1.09571634955036
ENSG00000188807	TMEM201	1.35076084662818	0.203260357757612	0.288966866827243	1.55971704633863
ENSG00000171608	PIK3CD	-1.1583747861018	0.270661049788079	0.362590476312959	-1.5810809518063
ENSG00000171603	CLSTN1	3.08765937973492	0.0100553051557932	0.0305303796024762	0.993955733419791
ENSG00000178585	CTNNBIP1	0.296466316598492	0.772264320208239	0.824025762248127	0.0909471261243843
ENSG00000162441	LZIC	0.566115491598946	0.58240869210149	0.664039335975393	0.227851696334313
ENSG00000173614	NMNAT1	-1.81349504982738	0.0964388374917966	0.162556445085885	-1.80124741042287
ENSG00000130939	UBE4B	-2.206992634488	0.0489107536515	0.0974820898084632	-0.952374755188329
ENSG00000054523	KIF1B	1.3513567195622	0.2030752115738	0.288761993783782	0.406737196167368
ENSG00000284642	AL139424.2	-0.785911604122537	0.44812277743117	0.538919146025368	-0.827975995668964
ENSG00000142657	PGD	2.56164508356958	0.0259966881757697	0.0612816403178571	0.830590723523908
ENSG00000175279	CENPS	-1.58918347536009	0.139650221606494	0.216108670704804	-2.01331589571665
ENSG00000241563	CORT	-0.583421918111614	0.57109644909066	0.654322260689803	-0.640315961301148
ENSG00000160049	DFFA	1.57519294283829	0.142839631063148	0.219788118079125	0.660043895632534
ENSG00000142655	PEX14	-1.26141581866977	0.232635183636975	0.321188554824208	-0.636517911882776
ENSG00000120948	TARDBP	-0.0154688222651139	0.987928523991066	0.991521759957657	-0.00568714291251162
ENSG00000271895	AL109811.2	-0.169290655592899	0.868567449212297	0.902386019500073	-0.0904198662627041
ENSG00000116649	SRM	4.16018595499129	0.00150811642570404	0.00842267515421841	1.71405711191458
ENSG00000171824	EXOSC10	-2.4387343302201	0.0324084597826729	0.0720284672333474	-0.962151748091977
ENSG00000198793	MTOR	-1.22690228496097	0.244864965501481	0.334756621284471	-0.432385311657848
ENSG00000120942	UBIAD1	-0.899456507688014	0.387218147778749	0.480794158610405	-0.274087608048622
ENSG00000204624	DISP3	-2.82885935933406	0.0160529918275684	0.0428331528242894	-3.87093321710819
ENSG00000116661	FBXO2	3.27384117044836	0.00718925034841509	0.0242682466186725	1.72335938106305
ENSG00000132879	FBXO44	1.76355490001431	0.104855549436469	0.173379408673414	0.952621187515283
ENSG00000116663	FBXO6	0.274735832796146	0.788488739321831	0.837337913407495	0.355970195304554
ENSG00000116670	MAD2L2	-0.269486745397006	0.7924238574527	0.840385510357507	-0.327209955725507
ENSG00000177000	MTHFR	-2.42511181699918	0.0332075145829907	0.0733180660066565	-1.00979753175981
ENSG00000011021	CLCN6	3.9904940101052	0.00202136126036586	0.010150624944255	1.19543459473992
ENSG00000116685	KIAA2013	3.32630603594799	0.00654260891962135	0.0227287423662876	1.15524565292344
ENSG00000083444	PLOD1	-0.476354708101976	0.642920277168762	0.716855894804484	-0.55225058016854
ENSG00000116688	MFN2	3.48599842477099	0.00491609538222577	0.0186649726660251	1.3490654867837
ENSG00000116691	MIIP	-1.49186833035436	0.163177268866724	0.243236278440992	-1.1866182675236
ENSG00000048707	VPS13D	-3.28628205618058	0.00703025973750671	0.0239324734605544	-1.10052364210977
ENSG00000116731	PRDM2	-1.16320550886195	0.268775521675775	0.360482530349688	-0.395861899661851
ENSG00000189337	KAZN	-6.85076457903392	2.43717820357774e-05	0.000793944649512721	-3.46646556319548
ENSG00000231606	AL357873.1	-3.18797941057951	0.0083908196765147	0.0270153295144341	-4.34897104270659
ENSG00000234593	KAZN-AS1	-4.30630818591923	0.00117517306555563	0.00720849292779903	-5.61774350868321
ENSG00000142634	EFHD2	4.40123867973103	0.00100080082464804	0.00655078479213113	2.26025516820898
ENSG00000132906	CASP9	-1.41296546303699	0.184674646482284	0.267875314362522	-1.97305736391134
ENSG00000116138	DNAJC16	0.172808786376885	0.86586519720438	0.900614997801717	0.0570074081294764
ENSG00000197312	DDI2	-0.354132494405831	0.729774306418658	0.789644303723648	-0.107849085296441
ENSG00000116786	PLEKHM2	0.691100177431228	0.50348475857559	0.591645040700925	0.214667082778932
ENSG00000179743	AL450998.2	-1.24401243797931	0.238739194919175	0.328135236849063	-1.5636562263625
ENSG00000065526	SPEN	-3.80499713904223	0.00279451312231432	0.0125550219410349	-1.39860552112794
ENSG00000116809	ZBTB17	0.332402686667694	0.745683858803151	0.802908105963025	0.363995759450018
ENSG00000185519	FAM131C	3.21849108620434	0.00794209857874074	0.0261192644288705	1.68748469688061
ENSG00000037637	FBXO42	-3.41284424063384	0.00560261856689799	0.0204501234189858	-1.43497629416604
ENSG00000055070	SZRD1	2.39851381403731	0.0348231444256642	0.0759661183112172	1.22593283024108
ENSG00000157191	NECAP2	-5.01099732817637	0.000367100853102866	0.00345565906736898	-3.66736269370985
ENSG00000219481	NBPF1	-2.6594104931284	0.0218001212838163	0.0536726918871845	-0.873064712183294
ENSG00000058453	CROCC	-3.94739636997357	0.00217861554908984	0.0106420189595076	-1.89627205702327
ENSG00000238142	BX284668.5	2.32535370973383	0.0396691941258298	0.0836705322676537	2.08865075141163
ENSG00000226526	AL049569.1	-3.97893325606358	0.00206235258935443	0.0102883686600443	-3.748304052918
ENSG00000159363	ATP13A2	2.65556978928467	0.0219516174961387	0.0539418741091602	0.991329435187417
ENSG00000117118	SDHB	2.70721260763384	0.0199987956228226	0.0503656139584793	0.745344019102108
ENSG00000117115	PADI2	-0.810868966277071	0.434225463782424	0.5257553946322	-0.576532482799436
ENSG00000142623	PADI1	2.29779108275711	0.0416584610266158	0.0868146782211705	2.87460989225338
ENSG00000179051	RCC2	2.36277823892451	0.0371141003857489	0.0795835341655713	0.746329019832246
ENSG00000074964	ARHGEF10L	-2.21695945838387	0.0480593114406632	0.0965237073343684	-0.810534211246826
