Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000188976,NOC2L,41,-0.5714,112,1.44164,46,-0.4502,45,-0.4238,34,-0.9779
ENSG00000188290,HES4,127,0.60387,148,1.09025,64,-0.6095,18,-2.4712,72,-0.3961
ENSG00000187608,ISG15,237,1.66240,82,-0.2668,55,-0.9614,96,0.01578,76,-0.4213
ENSG00000078808,SDF4,174,0.69033,132,0.25656,55,-1.3132,185,0.79239,98,-0.3157
ENSG00000176022,B3GALT6,5,-2.3552,52,1.61619,18,-0.5956,24,-0.0967,17,-0.7142
ENSG00000160087,UBE2J2,5,-3.0977,53,0.44452,33,-0.4533,88,1.27582,37,-0.2517
ENSG00000131584,ACAP3,5,-2.8609,44,0.38120,42,0.31471,37,0.03878,37,0.05295
ENSG00000127054,INTS11,5,-3.2889,71,0.78749,44,-0.1715,80,0.85214,36,-0.5354
ENSG00000224051,CPTP,82,1.54791,36,0.11780,17,-1.1777,30,-0.1993,27,-0.4090
ENSG00000107404,DVL1,5,-3.2949,58,0.35088,47,-0.0814,66,0.50264,54,0.21851
ENSG00000175756,AURKAIP1,124,-0.3227,150,-0.0102,106,-0.6471,274,1.03712,149,-0.0260
ENSG00000221978,CCNL2,5,-3.1570,39,-0.2467,29,-0.7481,137,2.12700,38,-0.2826
ENSG00000242485,MRPL20,73,-1.0363,162,0.28675,58,-1.5095,246,0.97630,180,0.50812
ENSG00000179403,VWA1,118,1.32554,3,-4.3962,64,0.26529,46,-0.3118,74,0.57322
ENSG00000160075,SSU72,83,-1.1615,246,0.72026,133,-0.4960,275,0.78661,136,-0.4458
ENSG00000228594,FNDC10,126,0.98252,137,1.44611,48,-0.7352,2,-5.0392,38,-1.1227
ENSG00000197530,MIB2,5,-3.0981,43,0.00202,33,-0.4430,86,1.24515,48,0.24694
ENSG00000008130,NADK,99,1.78370,31,-0.3183,19,-1.2004,66,0.98376,16,-1.3962
ENSG00000078369,GNB1,230,-0.4575,439,0.75516,205,-0.7211,345,0.20305,288,-0.1073
