Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to7,Feature log2 fold change topic 5to7
ENSG00000175756,AURKAIP1,467,1.45991,178,-0.4130,161,-0.6372
ENSG00000242485,MRPL20,467,1.12245,227,-0.2415,202,-0.5060
ENSG00000160075,SSU72,467,1.14442,278,0.30968,144,-1.1775
ENSG00000078369,GNB1,467,-0.0573,642,0.81287,331,-0.8527
ENSG00000067606,PRKCZ,467,1.12498,308,0.57681,120,-1.5367
ENSG00000158109,TPRG1L,467,0.73745,434,1.03784,126,-1.8093
ENSG00000116251,RPL22,467,-0.1509,373,-0.7206,665,0.74370
ENSG00000097021,ACOT7,467,-0.7394,1245,1.81337,316,-1.7313
ENSG00000171735,CAMTA1,467,0.54337,409,0.49127,232,-0.8671
ENSG00000116288,PARK7,467,0.06580,540,0.50108,353,-0.5640
ENSG00000074800,ENO1,467,-0.5675,917,0.96995,468,-0.7805
ENSG00000171603,CLSTN1,467,-0.0898,746,1.29574,249,-1.4400
ENSG00000054523,KIF1B,467,0.36466,431,0.35464,294,-0.5820
ENSG00000116661,FBXO2,467,0.34111,448,0.42036,290,-0.6410
ENSG00000011021,CLCN6,467,1.88592,160,-0.2109,92,-1.3640
ENSG00000116688,MFN2,467,1.79234,164,-0.2545,105,-1.1854
ENSG00000159363,ATP13A2,467,0.56196,492,1.14315,141,-1.7826
ENSG00000117115,PADI2,467,2.15111,40,-2.5823,169,0.20301
ENSG00000077549,CAPZB,467,1.07243,263,0.05761,181,-0.7930
ENSG00000173436,MICOS10,467,0.63371,364,0.30037,238,-0.7097
ENSG00000158747,NBL1,467,1.71422,192,0.05132,92,-1.5037
ENSG00000162545,CAMK2N1,467,0.02694,520,0.32645,397,-0.3516
ENSG00000158828,PINK1,467,-0.0429,591,0.57775,372,-0.5898
ENSG00000127483,HP1BP3,467,1.31166,221,-0.0705,154,-0.8716
ENSG00000075151,EIF4G3,467,1.59507,200,0.01422,108,-1.2948
ENSG00000070831,CDC42,467,0.36970,509,0.87749,214,-1.2215
ENSG00000142676,RPL11,467,-0.4497,408,-0.9130,869,1.03861
ENSG00000057757,PITHD1,467,0.22926,608,1.22873,189,-1.5923
ENSG00000001461,NIPAL3,467,1.72137,183,-0.0695,100,-1.3402
ENSG00000117632,STMN1,467,-1.1610,1497,1.41118,594,-1.0599
ENSG00000142669,SH3BGRL3,467,0.67509,393,0.59254,192,-1.1007
ENSG00000198830,HMGN2,467,1.43656,180,-0.4171,165,-0.6101
ENSG00000090273,NUDC,467,1.16779,266,0.22152,149,-1.0861
ENSG00000186501,TMEM222,467,2.04289,155,-0.1386,71,-1.6991
ENSG00000126709,IFI6,467,1.05995,257,-0.0122,190,-0.7015
ENSG00000117758,STX12,467,1.83723,138,-0.5981,123,-0.8387
ENSG00000126698,DNAJC8,467,1.31466,231,0.03744,144,-1.0053
ENSG00000130770,ATP5IF1,467,-0.4075,789,0.79312,451,-0.6510
ENSG00000134644,PUM1,467,1.53068,204,-0.0191,119,-1.1726
ENSG00000121766,ZCCHC17,467,1.83202,141,-0.5594,121,-0.8745
ENSG00000184007,PTP4A2,467,0.87333,248,-0.3346,262,-0.2111
ENSG00000121774,KHDRBS1,467,1.58795,241,0.51959,69,-2.1091
ENSG00000084623,EIF3I,467,1.53149,200,-0.0642,123,-1.1153
ENSG00000175130,MARCKSL1,467,0.01534,454,-0.0514,471,0.04353
ENSG00000134684,YARS,467,1.97720,185,0.25374,51,-2.3058
ENSG00000116560,SFPQ,467,1.55044,177,-0.3276,141,-0.8219
ENSG00000020129,NCDN,467,0.83526,424,1.14215,100,-2.1171
ENSG00000126067,PSMB2,467,1.38778,265,0.51579,91,-1.7837
ENSG00000116871,MAP7D1,467,0.79034,312,0.11463,228,-0.6189
ENSG00000163875,MEAF6,467,1.84207,185,0.09816,75,-1.7662
ENSG00000197982,C1orf122,467,0.51334,371,0.17381,283,-0.4810
ENSG00000174574,AKIRIN1,467,1.56871,222,0.24946,93,-1.6046
ENSG00000168653,NDUFS5,467,-0.3080,667,0.45917,491,-0.3299
ENSG00000127603,MACF1,467,1.25550,137,-1.1614,254,0.20836
ENSG00000116983,HPCAL4,467,1.66658,143,-0.6835,151,-0.5699
ENSG00000131236,CAP1,467,1.18571,256,0.13955,154,-1.0002
ENSG00000131238,PPT1,467,1.77887,123,-0.8814,148,-0.4981
ENSG00000084070,SMAP2,467,1.72505,202,0.19445,80,-1.7444
ENSG00000117394,SLC2A1,467,2.08616,48,-2.3464,171,0.16664
ENSG00000066322,ELOVL1,467,1.55841,194,-0.1076,123,-1.0914
ENSG00000142949,PTPRF,467,1.93155,159,-0.1817,85,-1.4679
ENSG00000117410,ATP6V0B,467,-0.6050,1109,1.65610,313,-1.5982
ENSG00000117419,ERI3,467,0.89371,368,0.75454,135,-1.5403
ENSG00000187147,RNF220,467,1.61422,193,-0.0590,112,-1.2198
ENSG00000142937,RPS8,467,-0.9360,684,-0.4664,1105,0.81012
ENSG00000117450,PRDX1,467,-0.5940,921,0.92778,490,-0.7215
ENSG00000173660,UQCRH,467,-0.0026,604,0.72231,332,-0.7778
ENSG00000123472,ATPAF1,467,1.73368,197,0.13413,83,-1.6591
ENSG00000162368,CMPK1,467,1.19468,320,0.81281,87,-2.0277
ENSG00000162374,ELAVL4,467,0.82359,453,1.39292,74,-2.6165
ENSG00000123091,RNF11,467,0.39043,463,0.60692,250,-0.8942
ENSG00000085832,EPS15,467,1.55309,199,-0.0430,118,-1.1677
ENSG00000169213,RAB3B,467,1.54149,216,0.14083,105,-1.4050
ENSG00000162378,ZYG11B,467,1.70007,167,-0.3100,120,-1.0069
ENSG00000116209,TMEM59,467,0.53433,484,1.02395,161,-1.5707
ENSG00000157216,SSBP3,467,1.90668,134,-0.5943,114,-0.9224
ENSG00000116133,DHCR24,467,-0.4528,882,1.08877,397,-0.9706
ENSG00000162599,NFIA,467,1.99336,48,-2.4175,186,0.28800
ENSG00000116675,DNAJC6,467,-0.1345,761,1.27033,265,-1.3761
ENSG00000142864,SERBP1,467,1.94610,113,-0.9213,129,-0.6376
ENSG00000162595,DIRAS3,467,1.11082,330,0.77172,102,-1.8337
ENSG00000116754,SRSF11,467,1.63029,168,-0.3716,134,-0.8578
ENSG00000172260,NEGR1,467,1.39982,266,0.54365,87,-1.8493
ENSG00000077254,USP33,467,1.65649,214,0.26281,82,-1.7539
ENSG00000180488,MIGA1,467,1.34694,245,0.23218,122,-1.2964
ENSG00000137941,TTLL7,467,1.25161,239,0.04503,153,-0.9499
ENSG00000142875,PRKACB,467,-0.1227,755,1.26615,262,-1.3783
