Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000188976,NOC2L,3,-3.8734,54,0.98328,35,-0.3092
ENSG00000188290,HES4,48,-0.2623,78,1.18139,30,-1.2668
ENSG00000187608,ISG15,28,-0.4351,46,0.74757,27,-0.6419
ENSG00000078808,SDF4,79,-0.1535,101,0.46049,71,-0.4372
ENSG00000176022,B3GALT6,3,-2.9496,33,1.42813,15,-0.8267
ENSG00000160087,UBE2J2,3,-3.5176,47,1.46750,21,-0.8230
ENSG00000131584,ACAP3,3,-2.8974,23,0.36257,23,0.26352
ENSG00000127054,INTS11,23,-0.7459,50,0.97362,26,-0.7802
ENSG00000224051,CPTP,20,-0.0557,21,0.04595,21,-0.0234
ENSG00000107404,DVL1,3,-4.0105,51,0.39885,51,0.28630
ENSG00000175756,AURKAIP1,346,1.47171,140,-0.2358,104,-0.7946
ENSG00000221978,CCNL2,3,-3.4323,41,1.14274,24,-0.4946
ENSG00000242485,MRPL20,115,-0.4333,190,0.77546,110,-0.6753
ENSG00000179403,VWA1,3,-4.2041,25,-1.5785,102,2.25703
ENSG00000205090,TMEM240,8,-1.1251,21,0.83393,13,-0.4997
ENSG00000160075,SSU72,58,-1.2455,167,0.91813,98,-0.5601
ENSG00000228594,FNDC10,10,-2.0072,54,1.29629,25,-0.8094
ENSG00000197530,MIB2,3,-3.0067,27,0.57341,23,0.05794
ENSG00000215790,SLC35E2A,3,-2.5563,22,1.10244,13,-0.5266
ENSG00000008130,NADK,14,-0.4828,22,0.39947,18,-0.2297
ENSG00000078369,GNB1,300,-0.1197,383,0.54702,249,-0.5539
ENSG00000187730,GABRD,90,2.19570,14,-1.4874,25,-0.2100
ENSG00000067606,PRKCZ,451,1.88878,141,-0.3768,95,-1.0979
ENSG00000162585,FAAP20,70,0.62896,49,0.03073,40,-0.3923
ENSG00000157933,SKI,3,-2.9611,24,0.34217,24,0.28886
ENSG00000157916,RER1,3,-4.5370,77,0.53519,69,0.16516
ENSG00000157911,PEX10,3,-3.2908,36,0.90909,24,-0.2645
ENSG00000157870,PRXL2B,35,-0.5860,66,0.86391,36,-0.7147
ENSG00000158109,TPRG1L,146,0.25359,165,0.93505,66,-1.2821
ENSG00000130764,LRRC47,216,1.58025,93,0.09055,44,-1.4023
ENSG00000116198,CEP104,3,-3.2418,20,-0.7398,43,1.38587
ENSG00000196581,AJAP1,3,-2.5162,22,1.15655,12,-0.5878
ENSG00000069424,KCNAB2,156,1.30726,77,0.10057,44,-1.0773
ENSG00000116254,CHD5,6,-3.4939,82,0.85547,58,-0.1979
ENSG00000116251,RPL22,407,-0.0523,414,-0.0421,433,0.06869
ENSG00000116237,ICMT,3,-3.4685,45,1.24975,24,-0.6021
ENSG00000097021,ACOT7,668,1.17684,435,0.80289,109,-2.1344
ENSG00000162408,NOL9,15,-0.8994,31,0.42825,25,-0.1232
ENSG00000162413,KLHL21,115,1.45606,38,-0.7200,46,-0.2156
ENSG00000007923,DNAJC11,3,-3.1802,31,0.63986,25,0.00237
ENSG00000171735,CAMTA1,126,-0.9848,285,0.63224,203,-0.3185
ENSG00000049245,VAMP3,3,-4.4172,42,-0.9160,105,1.61084
ENSG00000049246,PER3,3,-3.0863,25,0.07628,30,0.56503
ENSG00000116288,PARK7,822,1.36929,382,0.00652,233,-1.0120
