Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000188976,NOC2L,156,1.29505,81,0.16366,73,-0.0695,39,-1.0284,23,-1.8021
ENSG00000188290,HES4,156,0.80855,68,-0.6518,146,1.09757,20,-2.3730,28,-1.9423
ENSG00000187608,ISG15,156,1.17269,33,-1.5040,130,1.37586,4,-4.2654,22,-1.9809
ENSG00000078808,SDF4,156,0.88138,94,0.01209,77,-0.4109,121,0.43902,50,-0.9948
ENSG00000160087,UBE2J2,156,1.34810,51,-0.6342,86,0.41785,43,-0.8342,21,-1.8782
ENSG00000131584,ACAP3,156,1.37872,54,-0.5090,51,-0.7196,93,0.42950,64,-0.1948
ENSG00000127054,INTS11,156,1.55768,45,-0.6899,56,-0.3333,91,0.55884,19,-1.9246
ENSG00000107404,DVL1,156,1.41485,55,-0.4683,56,-0.4878,66,-0.1076,64,-0.1608
ENSG00000175756,AURKAIP1,156,0.41612,123,0.02115,134,0.22660,91,-0.4603,78,-0.7044
ENSG00000221978,CCNL2,156,1.20478,54,-0.6610,80,0.05865,82,0.07073,39,-1.0837
ENSG00000242485,MRPL20,156,0.18348,147,0.10479,115,-0.4134,176,0.38497,144,0.04875
ENSG00000179403,VWA1,156,0.87782,19,-2.5896,61,-0.8737,284,2.08788,86,-0.1354
ENSG00000160075,SSU72,156,0.10979,180,0.41539,149,0.04946,95,-0.6926,110,-0.4545
ENSG00000228594,FNDC10,156,1.34814,103,0.70687,56,-0.5491,37,-1.0465,14,-2.4519
ENSG00000197530,MIB2,156,2.25595,23,-1.2305,45,-0.1297,24,-1.0572,19,-1.3923
ENSG00000078369,GNB1,156,-1.3556,568,0.90368,351,-0.1144,389,0.08606,221,-0.8219
ENSG00000067606,PRKCZ,156,-0.3006,264,0.70085,194,0.08029,150,-0.3580,84,-1.2615
ENSG00000162585,FAAP20,156,1.68013,42,-0.6786,51,-0.4156,59,-0.0794,41,-0.6347
ENSG00000157933,SKI,156,1.70849,21,-1.7925,63,0.06141,37,-0.7801,64,0.09159
ENSG00000157916,RER1,156,1.03974,97,0.24514,54,-0.9436,131,0.72357,42,-1.1333
ENSG00000157870,PRXL2B,156,0.88204,140,0.83920,84,-0.2346,40,-1.3282,19,-2.3935
ENSG00000158109,TPRG1L,156,-0.1179,276,1.06667,161,-0.0851,98,-0.8605,51,-1.8418
ENSG00000130764,LRRC47,156,1.02240,99,0.25927,79,-0.2078,59,-0.6068,43,-1.1055
ENSG00000116198,CEP104,156,1.98829,31,-0.9782,27,-1.3192,57,0.09356,72,0.49322
ENSG00000069424,KCNAB2,156,0.91647,180,1.52417,64,-0.7482,4,-4.6060,21,-2.2509
ENSG00000116254,CHD5,156,0.50486,172,0.82195,126,0.20819,2,-5.9280,45,-1.4727
ENSG00000116251,RPL22,156,-1.0711,196,-0.8101,380,0.53421,294,-0.0689,471,0.73231
ENSG00000116237,ICMT,156,1.42945,69,-0.0203,63,-0.2141,39,-0.9160,35,-1.0753
ENSG00000097021,ACOT7,156,-1.2101,796,2.12414,246,-0.6612,111,-1.7232,88,-2.0672
ENSG00000162408,NOL9,156,1.70864,43,-0.6248,59,-0.0904,52,-0.2477,17,-1.9295
ENSG00000162413,KLHL21,156,1.52218,57,-0.2895,57,-0.3331,55,-0.3007,36,-0.9642
ENSG00000007923,DNAJC11,156,2.11858,35,-0.6612,45,-0.2668,30,-0.8191,14,-1.9608
ENSG00000171735,CAMTA1,156,-0.9514,370,0.53541,359,0.59119,71,-2.1367,225,-0.3747
ENSG00000049245,VAMP3,156,1.14850,26,-1.8857,41,-1.3276,214,1.78650,99,0.34610
ENSG00000049246,PER3,156,1.62594,15,-2.3894,62,-0.0326,88,0.54477,47,-0.4954
ENSG00000116288,PARK7,156,-0.8341,309,0.32066,304,0.34774,238,-0.1640,180,-0.6053
ENSG00000116285,ERRFI1,156,1.95885,25,-1.3461,45,-0.3995,55,0.02325,38,-0.5731
ENSG00000162426,SLC45A1,156,2.44974,48,0.16580,25,-1.1424,6,-2.8524,20,-1.2575
ENSG00000142599,RERE,156,0.41727,89,-0.5661,155,0.60733,98,-0.3478,75,-0.7649
ENSG00000074800,ENO1,156,-1.5348,725,1.21248,411,-0.0263,249,-0.8195,238,-0.8896
