Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000187634,SAMD11,63,2.13195,3,-3.7762,19,-1.3690
ENSG00000188976,NOC2L,93,0.57547,66,-0.3204,61,-0.5290
ENSG00000188290,HES4,87,-0.0504,127,0.61986,72,-0.3948
ENSG00000187608,ISG15,13,-1.8440,63,1.54609,39,0.74784
ENSG00000078808,SDF4,121,0.46233,100,-0.1072,82,-0.5167
ENSG00000176022,B3GALT6,53,1.41633,4,-3.1965,27,-0.6645
ENSG00000160087,UBE2J2,40,-0.1425,79,1.12793,27,-0.8084
ENSG00000131584,ACAP3,44,-0.3931,97,1.19448,38,-0.5032
ENSG00000127054,INTS11,64,0.47942,48,-0.2463,44,-0.4492
ENSG00000224051,CPTP,28,0.44087,8,-1.6800,27,0.14353
ENSG00000107404,DVL1,50,0.00282,65,0.43608,43,-0.3088
ENSG00000175756,AURKAIP1,154,0.63560,81,-0.7809,108,-0.3636
ENSG00000221978,CCNL2,39,0.18784,27,-0.5126,38,0.04706
ENSG00000242485,MRPL20,177,0.37272,117,-0.5038,146,-0.1750
ENSG00000179403,VWA1,14,-1.7651,48,0.84899,51,1.24897
ENSG00000160075,SSU72,204,0.67918,97,-0.9199,142,-0.3566
ENSG00000228594,FNDC10,133,1.25025,24,-2.1985,72,-0.6363
ENSG00000197530,MIB2,23,-1.0391,62,1.05565,42,0.42371
ENSG00000008130,NADK,28,0.30546,23,-0.1647,22,-0.2765
ENSG00000078369,GNB1,405,0.81886,175,-1.0203,256,-0.4839
ENSG00000067606,PRKCZ,259,1.15466,102,-1.0548,123,-0.8880
ENSG00000162585,FAAP20,30,-0.9030,67,0.84328,52,0.45151
ENSG00000157916,RER1,76,0.56128,34,-1.0360,60,-0.1734
ENSG00000157911,PEX10,30,-0.2151,34,0.14171,34,0.16825
ENSG00000157870,PRXL2B,110,0.58240,67,-0.5591,77,-0.4041
ENSG00000158109,TPRG1L,281,1.41987,42,-2.4664,136,-0.7731
ENSG00000130764,LRRC47,97,0.83270,36,-1.2535,64,-0.4132
ENSG00000069424,KCNAB2,150,0.64678,144,0.21637,72,-1.0526
ENSG00000116254,CHD5,111,0.06738,117,0.12192,100,-0.1598
ENSG00000116251,RPL22,210,-0.7592,349,0.42526,360,0.59416
ENSG00000116237,ICMT,41,1.30360,1,-4.7088,24,-0.4483
ENSG00000097021,ACOT7,846,1.46533,331,-0.9991,294,-1.3377
ENSG00000162408,NOL9,30,0.68455,3,-3.0114,26,0.08523
ENSG00000162413,KLHL21,53,0.56375,36,-0.3547,35,-0.4931
ENSG00000007923,DNAJC11,43,0.18930,41,0.00559,36,-0.2366
ENSG00000171735,CAMTA1,189,-0.0454,85,-1.2959,250,0.57105
