Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to12,Feature log2 fold change topic 4to12
ENSG00000188976,NOC2L,117,1.17969,15,-1.9495,1,-5.5250,61,0.45381
ENSG00000188290,HES4,117,0.15077,22,-2.3581,27,-2.0567,123,1.15146
ENSG00000187608,ISG15,117,0.86652,193,1.74750,10,-2.8830,56,-0.9288
ENSG00000078808,SDF4,117,-0.8283,910,2.73591,244,0.31009,126,-1.7419
ENSG00000160087,UBE2J2,117,0.91579,36,-0.9140,67,0.02120,64,-0.2000
ENSG00000131584,ACAP3,117,1.26181,14,-1.9721,48,-0.1866,52,-0.1907
ENSG00000127054,INTS11,117,0.89072,151,1.32963,60,-0.1849,53,-1.0256
ENSG00000107404,DVL1,117,0.49782,298,2.15932,28,-1.7050,65,-1.1765
ENSG00000175756,AURKAIP1,117,0.07415,14,-3.0242,87,-0.3793,125,0.76780
ENSG00000221978,CCNL2,117,0.92826,14,-2.2572,49,-0.4466,68,0.16906
ENSG00000242485,MRPL20,117,-0.6530,467,1.60948,123,-0.5759,160,-0.5586
ENSG00000179403,VWA1,117,0.82120,14,-2.3507,264,2.31505,50,-1.3964
ENSG00000160075,SSU72,117,-0.5082,14,-3.5691,122,-0.4454,189,1.15426
ENSG00000228594,FNDC10,117,0.34014,371,2.40929,38,-1.3919,68,-1.3672
ENSG00000197530,MIB2,117,1.64077,14,-1.6609,4,-3.4061,43,-0.0557
ENSG00000078369,GNB1,117,-1.6209,390,0.21111,379,0.16640,356,0.27058
ENSG00000067606,PRKCZ,117,-0.0696,14,-3.1574,129,0.08447,134,0.62504
ENSG00000162585,FAAP20,117,1.07656,14,-2.1293,6,-3.4434,65,0.51142
ENSG00000157933,SKI,117,1.28935,14,-1.9490,64,0.29654,49,-0.3984
ENSG00000157916,RER1,117,0.35893,193,1.18958,134,0.57611,75,-0.9729
ENSG00000157870,PRXL2B,117,-0.1723,497,2.34340,35,-1.9647,102,-1.0784
ENSG00000158109,TPRG1L,117,0.01926,143,0.33306,34,-1.8271,122,0.30839
ENSG00000130764,LRRC47,117,0.66738,14,-2.4863,75,-0.0383,80,0.21211
ENSG00000116198,CEP104,117,1.87725,14,-1.4745,1,-5.2068,37,-0.2543
ENSG00000196581,AJAP1,117,1.72457,14,-1.5941,13,-1.7065,40,-0.2746
ENSG00000069424,KCNAB2,117,0.38487,212,1.38332,12,-3.0442,85,-0.4218
ENSG00000116254,CHD5,117,-0.2406,14,-3.3170,37,-1.9629,164,1.53328
ENSG00000116251,RPL22,117,-2.0516,75,-2.6993,423,-0.1189,540,1.39476
ENSG00000116237,ICMT,117,1.06541,162,1.64145,19,-1.7666,48,-1.0408
ENSG00000097021,ACOT7,117,-0.5752,14,-3.6326,126,-0.4667,198,1.20262
ENSG00000162408,NOL9,117,1.30529,14,-1.9357,21,-1.3966,54,0.07769
ENSG00000162413,KLHL21,117,0.66436,14,-2.4891,75,-0.0537,80,0.22092
ENSG00000007923,DNAJC11,117,1.63067,14,-1.6690,30,-0.5852,41,-0.3939
ENSG00000171735,CAMTA1,117,-1.5734,16,-4.4092,129,-1.4252,411,2.22294
ENSG00000049245,VAMP3,117,0.20467,193,1.02355,379,2.27988,61,-1.9158
ENSG00000049246,PER3,117,0.90831,14,-2.2746,71,0.10701,66,-0.0258
ENSG00000116288,PARK7,117,-1.0962,204,-0.2557,325,0.48555,248,0.20383
ENSG00000142599,RERE,117,-0.5539,200,0.28045,138,-0.3015,173,0.18740
ENSG00000074800,ENO1,117,-2.5001,688,0.16639,166,-1.9852,718,1.14688
ENSG00000171612,SLC25A33,117,1.04323,14,-2.1579,93,0.65788,57,-0.3844
ENSG00000171603,CLSTN1,117,-2.0735,1208,1.61013,171,-1.5155,451,-0.1441
ENSG00000178585,CTNNBIP1,117,0.98051,191,1.85715,64,-0.0060,44,-1.4860
ENSG00000162441,LZIC,117,1.19558,14,-2.0280,101,0.94602,49,-0.6484
ENSG00000130939,UBE4B,117,0.66036,191,1.50416,54,-0.5573,63,-0.9324
ENSG00000054523,KIF1B,117,-2.0440,726,0.75673,534,0.25783,452,-0.0211
ENSG00000142657,PGD,117,-0.0905,430,2.15415,168,0.48476,86,-1.4671
ENSG00000160049,DFFA,117,0.68189,193,1.54227,13,-2.6685,66,-0.6964
ENSG00000120948,TARDBP,117,0.41144,14,-2.7159,83,-0.1384,97,0.43489
ENSG00000116649,SRM,117,0.49569,61,-0.5309,62,-0.5110,88,0.13573
ENSG00000198793,MTOR,117,1.47697,14,-1.7936,49,0.02083,44,-0.4437
ENSG00000116661,FBXO2,117,-1.3719,221,-0.4139,167,-0.8427,328,0.96271
ENSG00000132879,FBXO44,117,-0.0801,338,1.70059,89,-0.4953,104,-0.8038
ENSG00000011021,CLCN6,117,-0.1618,108,-0.2821,117,-0.1584,135,0.24071
ENSG00000116685,KIAA2013,117,0.97679,14,-2.2152,93,0.59053,61,-0.3028
ENSG00000116688,MFN2,117,-0.3891,183,0.30694,26,-2.6126,164,0.59632
ENSG00000048707,VPS13D,117,0.55208,69,-0.2930,59,-0.5242,83,0.02986
ENSG00000162496,DHRS3,117,1.46306,14,-1.8050,0,-6.7105,50,0.18589
ENSG00000116731,PRDM2,117,0.71051,193,1.57126,91,0.29600,56,-1.2522
ENSG00000189337,KAZN,117,0.62101,14,-2.5277,244,1.91441,64,-0.9602
ENSG00000142634,EFHD2,117,1.26612,14,-1.9685,10,-2.5044,56,0.25881
ENSG00000116786,PLEKHM2,117,0.81663,14,-2.3547,29,-1.3193,76,0.50107
ENSG00000065526,SPEN,117,0.38138,14,-2.7431,104,0.19700,97,0.29494
ENSG00000055070,SZRD1,206,1.90064,96,0.56408,83,0.33434,47,-1.4390
ENSG00000219481,NBPF1,117,1.44157,14,-1.8227,64,0.42067,44,-0.5734
ENSG00000159363,ATP13A2,117,-0.3188,14,-3.3904,52,-1.5406,171,1.47869
ENSG00000117118,SDHB,117,0.47776,14,-2.6560,53,-0.7422,95,0.62097
ENSG00000117115,PADI2,117,-0.8844,14,-3.9277,761,2.26292,179,-0.7338
ENSG00000074964,ARHGEF10L,117,1.30129,14,-1.9390,0,-6.7255,56,0.35225
ENSG00000117154,IGSF21,117,1.54096,14,-1.7414,0,-6.6485,47,0.10526
ENSG00000159423,ALDH4A1,117,2.14555,14,-1.2713,0,-6.1925,30,-0.5265
ENSG00000127481,UBR4,117,1.36698,178,2.15556,0,-6.3138,35,-1.4658
ENSG00000127463,EMC1,117,0.84512,114,0.79338,12,-2.5885,65,-0.3028
ENSG00000053372,MRTO4,117,1.80910,14,-1.5276,0,-6.4405,39,-0.1734
ENSG00000053371,AKR7A2,117,0.65583,193,1.51354,7,-3.4528,68,-0.6253
ENSG00000077549,CAPZB,117,-1.0984,309,0.40281,238,-0.0140,246,0.15326
ENSG00000173436,MICOS10,117,-0.6386,43,-2.1369,182,0.04617,198,0.79417
ENSG00000158747,NBL1,117,-0.7509,297,0.70982,54,-1.8936,202,0.37412
ENSG00000162545,CAMK2N1,117,-2.2204,844,0.80863,535,0.07069,516,0.04931
ENSG00000090432,MUL1,117,0.80719,326,2.76126,41,-0.8525,41,-1.9709
ENSG00000183114,FAM43B,117,1.62226,14,-1.6756,15,-1.6102,43,-0.1882
ENSG00000158828,PINK1,117,-1.4716,352,0.21100,45,-2.8600,354,1.04220
ENSG00000127483,HP1BP3,117,-1.2934,689,1.54367,257,-0.0996,247,-0.5204
ENSG00000075151,EIF4G3,117,-0.5523,372,1.31667,80,-1.1223,160,-0.2444
ENSG00000076864,RAP1GAP,117,0.39601,24,-2.0214,5,-4.3141,106,1.11597
ENSG00000090686,USP48,117,0.51444,280,2.05160,46,-0.9487,64,-1.1996
ENSG00000070831,CDC42,117,-1.5804,231,-0.5596,604,0.97553,336,0.08396
ENSG00000004487,KDM1A,117,0.91327,14,-2.2703,39,-0.8245,70,0.29622
ENSG00000169641,LUZP1,117,0.83639,31,-1.2295,34,-1.0827,73,0.25675
