Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to9,Feature log2 fold change topic 4to9
ENSG00000188976,NOC2L,235,2.21985,35,-1.2167,55,-0.8699
ENSG00000188290,HES4,235,1.48826,86,-0.2761,83,-0.7136
ENSG00000078808,SDF4,235,1.20988,130,0.21476,92,-0.8457
ENSG00000127054,INTS11,235,2.26265,58,-0.3289,46,-1.3493
ENSG00000107404,DVL1,235,2.12553,63,-0.2719,50,-1.2562
ENSG00000175756,AURKAIP1,235,0.62015,150,-0.1388,154,-0.2148
ENSG00000221978,CCNL2,235,2.20214,79,0.19873,41,-1.6580
ENSG00000242485,MRPL20,235,0.23245,244,0.34251,185,-0.3787
ENSG00000179403,VWA1,235,1.57441,200,1.58709,38,-2.4583
ENSG00000160075,SSU72,235,0.51581,117,-0.6862,180,0.20587
ENSG00000228594,FNDC10,235,1.97025,63,-0.4115,59,-1.0322
ENSG00000078369,GNB1,235,-0.3145,279,-0.0489,297,0.16955
ENSG00000067606,PRKCZ,235,0.64935,159,-0.0080,147,-0.3253
ENSG00000162585,FAAP20,235,1.99592,95,0.36293,47,-1.5934
ENSG00000157916,RER1,235,1.69379,96,0.10439,65,-1.1323
ENSG00000157870,PRXL2B,235,1.96618,49,-0.8309,63,-0.8065
ENSG00000158109,TPRG1L,235,0.79210,113,-0.4673,143,-0.1018
ENSG00000130764,LRRC47,235,1.64014,86,-0.1361,71,-0.9233
ENSG00000069424,KCNAB2,235,1.71222,22,-2.2716,88,-0.0842
ENSG00000116254,CHD5,235,1.33931,19,-2.8150,117,0.36756
ENSG00000116251,RPL22,235,-0.8670,826,1.51689,297,-1.0806
ENSG00000116237,ICMT,235,2.46048,69,0.16145,33,-1.8914
ENSG00000097021,ACOT7,235,-0.5394,121,-1.6780,415,1.37984
ENSG00000171735,CAMTA1,235,0.11947,116,-1.0945,250,0.68231
ENSG00000049245,VAMP3,235,1.90663,168,1.54906,27,-2.7798
ENSG00000116288,PARK7,235,-0.4813,401,0.44616,304,-0.1847
ENSG00000142599,RERE,235,1.45138,84,-0.3480,86,-0.6408
ENSG00000074800,ENO1,235,-1.9035,839,0.06628,895,0.48962
ENSG00000171603,CLSTN1,235,-0.5424,260,-0.4338,370,0.55725
ENSG00000130939,UBE4B,235,2.17796,20,-2.1181,62,-0.5522
ENSG00000054523,KIF1B,235,-0.4273,383,0.42305,294,-0.1825
ENSG00000142657,PGD,235,1.21253,85,-0.5579,107,-0.3373
ENSG00000160049,DFFA,235,1.88447,116,0.67537,46,-1.7622
ENSG00000120948,TARDBP,235,2.04449,78,0.04657,49,-1.3952
ENSG00000116649,SRM,235,1.72738,50,-0.9916,78,-0.5247
ENSG00000116661,FBXO2,235,-0.3650,292,-0.0242,307,0.16919
ENSG00000132879,FBXO44,235,1.16518,50,-1.4636,123,0.13534
