Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000188976,NOC2L,248,2.07096,105,0.48301,53,-0.8298,80,0.05906,26,-1.7784
ENSG00000188290,HES4,248,0.95416,88,-0.7321,47,-2.0890,48,-1.7643,390,2.32541
ENSG00000078808,SDF4,248,1.20966,125,0.04290,66,-1.2515,132,0.15811,155,0.46076
ENSG00000127054,INTS11,248,1.85399,107,0.34860,39,-1.5885,128,0.74819,48,-0.9826
ENSG00000175756,AURKAIP1,248,0.82595,61,-1.3940,74,-1.4465,233,0.84052,218,0.70201
ENSG00000242485,MRPL20,248,0.45367,198,0.08262,76,-1.7710,330,1.11509,233,0.39925
ENSG00000160075,SSU72,248,0.58242,226,0.42811,118,-0.8437,214,0.37991,184,0.09708
ENSG00000228594,FNDC10,248,2.31332,192,1.77283,38,-1.2297,14,-2.4838,36,-1.0929
ENSG00000078369,GNB1,248,0.14717,306,0.48924,137,-1.0556,300,0.52311,282,0.40249
ENSG00000067606,PRKCZ,248,1.22556,404,2.18174,52,-1.6672,106,-0.2301,66,-1.0248
ENSG00000162585,FAAP20,248,1.33074,73,-0.6895,54,-1.4957,227,1.40609,72,-0.7759
ENSG00000157870,PRXL2B,248,1.66997,141,0.64903,68,-0.7212,99,0.07980,44,-1.2778
ENSG00000158109,TPRG1L,248,1.54894,230,1.40086,45,-1.6059,126,0.41466,49,-1.1992
ENSG00000116254,CHD5,248,1.25100,249,1.25871,128,0.19822,81,-0.6576,6,-4.5378
ENSG00000116251,RPL22,2417,1.71728,156,-2.6520,418,-1.5514,796,-0.2225,1595,1.12770
ENSG00000097021,ACOT7,248,0.30564,1166,3.55201,123,-1.0881,19,-3.7004,57,-2.0798
ENSG00000171735,CAMTA1,248,-0.1425,474,0.92766,200,-0.6699,306,0.21858,290,0.11819
ENSG00000116288,PARK7,248,0.16892,110,-1.1040,170,-0.6122,266,0.32263,333,0.76345
