Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000188976,NOC2L,80,-0.5865,544,2.86620,23,-2.4020,50,-1.2972,236,1.16867,39,-1.7686,68,-1.0742
ENSG00000188290,HES4,1,-5.9472,48,-0.6516,15,-2.3602,33,-1.2234,20,-1.9617,70,-0.0534,136,1.87474
ENSG00000187608,ISG15,1,-5.8827,48,-0.5831,56,-0.3280,69,0.00053,226,2.05696,59,-0.2884,62,-0.2587
ENSG00000078808,SDF4,315,1.46848,48,-1.5473,215,0.79795,85,-0.6854,123,-0.1057,77,-0.9001,128,-0.0725
ENSG00000176022,B3GALT6,1,-4.6457,48,0.78701,33,0.18041,8,-1.9425,20,-0.6085,10,-1.6364,48,1.35313
ENSG00000160087,UBE2J2,105,1.08936,48,-0.1971,50,-0.1251,33,-0.7727,20,-1.5262,25,-1.2790,73,0.73574
ENSG00000131584,ACAP3,1,-5.5541,48,-0.2303,24,-1.2481,69,0.36006,184,2.10680,28,-1.1227,56,0.04895
ENSG00000127054,INTS11,319,1.91221,48,-1.2167,100,-0.0810,70,-0.6467,236,1.34778,31,-1.9721,82,-0.5381
ENSG00000224051,CPTP,1,-4.4833,48,0.97862,42,0.76956,25,-0.0941,20,-0.4355,26,-0.0301,25,-0.0727
ENSG00000107404,DVL1,65,0.36942,48,-0.1142,66,0.39719,65,0.38937,20,-1.4473,41,-0.3674,54,0.14088
ENSG00000175756,AURKAIP1,108,-0.4408,487,2.16039,156,0.13753,84,-0.8169,94,-0.6570,98,-0.6387,112,-0.5189
ENSG00000221978,CCNL2,134,0.95627,48,-0.6990,118,0.73377,54,-0.5118,234,1.97634,46,-0.8101,36,-1.4148
ENSG00000242485,MRPL20,101,-0.4303,48,-1.5683,218,0.79714,179,0.46847,229,0.87844,103,-0.4392,122,-0.1973
ENSG00000179403,VWA1,64,0.50680,48,0.02648,53,0.20001,154,2.07662,20,-1.3141,55,0.27289,17,-1.8958
ENSG00000205090,TMEM240,1,-4.6455,48,0.78728,30,0.02585,19,-0.6560,20,-0.6083,30,0.05693,36,0.50294
ENSG00000160075,SSU72,282,-0.2067,1576,2.99874,178,-0.9179,120,-1.5128,20,-4.1315,132,-1.4668,276,-0.3346
ENSG00000228594,FNDC10,1,-5.9113,48,-0.6134,6,-3.4794,24,-1.6195,20,-1.9248,55,-0.4281,143,2.23624
ENSG00000197530,MIB2,115,0.92547,48,-0.4899,49,-0.4387,36,-0.9005,241,2.32373,39,-0.8454,38,-1.0981
ENSG00000008130,NADK,72,1.55298,48,0.83048,24,-0.2495,25,-0.1891,20,-0.5691,19,-0.6612,22,-0.5725
ENSG00000078369,GNB1,389,0.74230,48,-2.4701,262,0.09970,287,0.24587,20,-3.7427,185,-0.4860,333,0.76010
ENSG00000187730,GABRD,1,-4.7137,48,0.70789,101,2.07560,34,0.17497,20,-0.6806,27,-0.2174,20,-0.8663
ENSG00000067606,PRKCZ,146,0.00304,48,-1.6945,51,-1.5921,122,-0.2765,20,-2.9778,128,-0.2249,240,1.38205
ENSG00000162585,FAAP20,106,0.92372,48,-0.3703,115,1.05379,53,-0.2114,20,-1.6914,41,-0.6462,60,-0.0041
ENSG00000157933,SKI,122,1.90154,48,0.25555,79,1.10238,52,0.39160,20,-1.0989,24,-0.8362,19,-1.4463
ENSG00000157916,RER1,91,0.38287,48,-0.6282,136,1.05547,130,0.98432,20,-1.9391,47,-0.6927,67,-0.1472
ENSG00000157911,PEX10,82,1.38101,48,0.46471,53,0.63487,60,0.85911,20,-0.9043,21,-0.8703,22,-0.9765
ENSG00000157870,PRXL2B,63,-0.5229,48,-0.9514,91,0.03627,31,-1.5948,187,1.24726,58,-0.7175,110,0.51673
ENSG00000158109,TPRG1L,155,-0.5834,1043,2.85521,93,-1.3520,77,-1.6366,105,-1.1704,96,-1.3941,203,-0.2256
ENSG00000130764,LRRC47,213,1.26906,48,-1.1297,95,-0.0785,79,-0.3577,225,1.36259,42,-1.3963,88,-0.2747
ENSG00000116198,CEP104,1,-4.6818,48,0.74490,70,1.40702,48,0.77062,20,-0.6469,28,-0.1040,22,-0.6579
ENSG00000069424,KCNAB2,134,0.31292,48,-1.2785,20,-2.5409,32,-1.8655,236,1.27012,59,-1.0366,156,0.88965
ENSG00000116254,CHD5,1,-6.1589,48,-0.8755,3,-4.6683,14,-2.6213,20,-2.1781,107,0.44185,156,1.85210
ENSG00000116251,RPL22,275,-0.3218,122,-1.5563,472,0.53872,713,1.24618,210,-0.7423,383,0.22535,290,-0.3345
ENSG00000116237,ICMT,1,-4.9424,48,0.44582,91,1.57007,52,0.59212,20,-0.9217,11,-1.8058,40,0.26456
ENSG00000097021,ACOT7,91,-1.2379,48,-2.1857,44,-2.3049,84,-1.3515,20,-3.4616,122,-0.8601,426,2.48789
ENSG00000162408,NOL9,1,-4.6294,48,0.80587,39,0.47743,14,-1.1288,20,-0.5914,34,0.27421,32,0.26541
ENSG00000162413,KLHL21,151,1.35173,48,-0.5362,132,1.10525,62,-0.1327,20,-1.8505,28,-1.4172,68,0.02551
ENSG00000041988,THAP3,1,-4.6424,48,0.79060,27,-0.1432,16,-0.8896,20,-0.6053,9,-1.8425,48,1.35799
ENSG00000007923,DNAJC11,34,0.03323,48,0.58099,48,0.59743,5,-2.6765,20,-0.7969,22,-0.6901,42,0.54550
