Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000078369,GNB1,3,-6.7368,222,-0.5691,76,-2.3404,969,2.36634,526,1.00538
ENSG00000116251,RPL22,351,-0.8122,244,-1.5441,742,0.53025,969,0.91574,759,0.46788
ENSG00000097021,ACOT7,3,-6.7746,524,1.26390,23,-4.1484,969,2.31378,71,-2.2731
ENSG00000171735,CAMTA1,3,-6.5924,201,-0.5745,151,-1.0772,969,2.64560,221,-0.3353
ENSG00000116288,PARK7,3,-6.8319,213,-0.7559,184,-1.0117,969,2.20781,460,0.64269
ENSG00000074800,ENO1,144,-2.3393,647,-0.0034,549,-0.3248,969,0.70533,1031,0.81845
ENSG00000171603,CLSTN1,3,-6.9617,180,-1.2070,112,-1.9765,969,1.98512,881,1.76241
ENSG00000054523,KIF1B,3,-7.1476,387,-0.0446,168,-1.5278,969,1.69058,687,0.98279
ENSG00000116661,FBXO2,67,-2.5129,235,-0.6987,53,-3.0992,969,2.04190,768,1.51290
ENSG00000162545,CAMK2N1,50,-2.8170,117,-1.7161,248,-0.4299,969,2.27642,418,0.51805
ENSG00000158828,PINK1,108,-1.9354,273,-0.5920,293,-0.4605,969,1.82965,394,0.09702
ENSG00000127483,HP1BP3,90,-1.6854,38,-3.1891,162,-0.8942,969,2.75268,371,0.60822
ENSG00000142676,RPL11,591,-0.4002,119,-3.0752,1116,0.87715,969,0.43517,1240,0.88316
ENSG00000133226,SRRM1,47,-2.4719,33,-3.2133,139,-0.9462,969,3.16317,257,0.17878
ENSG00000117632,STMN1,3,-6.9148,145,-1.5133,303,-0.2090,969,2.06611,489,0.65246
ENSG00000142669,SH3BGRL3,217,-0.6670,140,-1.5088,62,-2.7976,969,2.14276,694,1.38583
ENSG00000198830,HMGN2,74,-2.0652,57,-2.6891,218,-0.4779,969,2.56043,360,0.44022
ENSG00000090273,NUDC,32,-3.1210,59,-2.4076,127,-1.1876,969,2.98527,328,0.51912
ENSG00000158195,WASF2,131,-1.2046,72,-2.3004,173,-0.8760,969,2.58016,348,0.39096
ENSG00000126698,DNAJC8,9,-5.0034,111,-1.4601,98,-1.6609,969,2.88175,359,0.62400
ENSG00000134644,PUM1,3,-6.4232,139,-1.0044,152,-0.8480,969,3.03132,123,-1.0759
ENSG00000184007,PTP4A2,189,-1.1005,27,-4.2362,545,0.82128,969,1.80671,328,-0.2266
ENSG00000175130,MARCKSL1,3,-6.6461,52,-2.8411,189,-0.7571,969,2.52891,521,1.10435
ENSG00000116560,SFPQ,143,-0.9578,43,-2.9736,114,-1.4730,969,2.78681,383,0.68790
ENSG00000116871,MAP7D1,15,-4.4623,212,-0.6232,143,-1.3108,969,2.40991,367,0.37574
ENSG00000197982,C1orf122,117,-1.5072,146,-1.3221,207,-0.7214,969,2.32969,331,0.14472
ENSG00000168653,NDUFS5,3,-6.6630,129,-1.4179,222,-0.4632,969,2.52289,305,0.12741
ENSG00000127603,MACF1,233,-0.7697,84,-2.5300,362,-0.0644,969,1.81537,524,0.58305
ENSG00000131236,CAP1,176,-0.7085,132,-1.3108,118,-1.4878,969,2.64164,254,-0.1075
ENSG00000065978,YBX1,540,0.88414,53,-3.0278,148,-1.4252,969,2.13317,381,0.25631
ENSG00000117394,SLC2A1,215,-0.8679,94,-2.3363,411,0.22495,969,1.85273,383,0.06644
ENSG00000142949,PTPRF,56,-2.7184,132,-1.5915,105,-1.9583,969,2.16326,765,1.61104
ENSG00000117410,ATP6V0B,15,-4.6339,436,0.53415,65,-2.7920,969,2.04242,392,0.24431
ENSG00000117419,ERI3,123,-1.3644,322,0.21901,29,-3.7476,969,2.45352,234,-0.3538
ENSG00000142937,RPS8,586,-0.7956,195,-2.6876,1449,0.93082,969,0.02225,1852,1.19755
ENSG00000117450,PRDX1,141,-1.9691,419,-0.3177,319,-0.8158,969,1.22794,864,1.00215
ENSG00000173660,UQCRH,86,-1.7508,109,-1.5619,81,-2.0340,969,2.74020,400,0.73912
ENSG00000162374,ELAVL4,25,-3.9603,664,1.56265,54,-3.1064,969,1.97332,19,-4.3996
ENSG00000123091,RNF11,150,-0.9313,152,-1.0376,67,-2.3576,969,2.68337,313,0.26766
ENSG00000169213,RAB3B,3,-6.5634,348,0.59355,38,-3.2057,969,2.72235,104,-1.4767
ENSG00000116133,DHCR24,3,-6.6741,178,-0.8813,118,-1.5706,969,2.49805,432,0.72809
ENSG00000162407,PLPP3,36,-3.3785,170,-1.2035,320,-0.0574,969,2.12149,318,-0.0553
ENSG00000162599,NFIA,235,-1.2181,198,-1.6527,391,-0.4822,969,1.18976,1134,1.51226
ENSG00000142864,SERBP1,3,-6.7495,117,-1.6849,184,-0.9250,969,2.33741,544,1.05035
ENSG00000116754,SRSF11,30,-3.4955,130,-1.4866,213,-0.6349,969,2.38142,398,0.50161
ENSG00000137941,TTLL7,3,-6.4386,57,-2.4644,147,-0.9221,969,2.99905,313,0.44509
ENSG00000142875,PRKACB,3,-6.5657,205,-0.4912,49,-2.8125,969,2.71903,370,0.58164
ENSG00000153904,DDAH1,60,-2.3225,80,-2.0961,154,-1.0303,969,2.66067,388,0.63246
ENSG00000122406,RPL5,363,-0.7637,183,-2.0102,634,0.18216,969,0.91038,1096,1.14706
ENSG00000117519,CNN3,16,-4.2936,95,-1.8841,136,-1.2916,969,2.57298,497,1.04153
ENSG00000134243,SORT1,45,-2.7231,86,-1.9420,48,-2.8432,969,2.74161,554,1.37067
ENSG00000168710,AHCYL1,126,-2.8123,546,-0.6684,1012,0.56875,969,0.38099,1223,0.80109
ENSG00000155366,RHOC,124,-1.5968,278,-0.3894,136,-1.6304,969,2.04743,455,0.50723
ENSG00000009307,CSDE1,97,-2.3045,304,-0.6519,284,-0.7704,969,1.52158,751,1.00653
ENSG00000163399,ATP1A1,3,-6.5024,260,-0.0938,80,-2.1211,969,2.62883,255,-0.1104
ENSG00000198162,MAN1A2,431,0.09734,49,-3.4751,464,0.27508,969,1.63071,419,0.05263
ENSG00000092621,PHGDH,3,-6.7055,201,-0.7069,121,-1.5739,969,2.43737,426,0.66217
ENSG00000265972,TXNIP,257,-0.5366,18,-4.7401,263,-0.5860,969,1.92495,711,1.25242
ENSG00000178104,PDE4DIP,210,-0.7541,194,-1.0026,66,-2.7306,969,2.08785,636,1.16553
ENSG00000143401,ANP32E,205,-0.4873,83,-2.0764,86,-2.0262,969,2.59581,417,0.72361
ENSG00000143384,MCL1,118,-1.3284,133,-1.3028,116,-1.5261,969,2.63431,319,0.27432
ENSG00000197747,S100A10,30,-3.3018,56,-2.6349,62,-2.4650,969,2.71986,615,1.57609
ENSG00000197956,S100A6,363,-0.2073,119,-2.1399,300,-0.6047,969,1.60582,708,0.96779
ENSG00000189171,S100A13,223,-1.1180,345,-0.5004,450,0.00983,969,1.42611,350,-0.4046
ENSG00000143545,RAB13,28,-3.3252,22,-3.9634,105,-1.5682,969,2.86309,516,1.30535
ENSG00000177954,RPS27,1061,-0.8830,890,-1.3079,2861,1.01379,969,-1.0243,3272,1.04200
ENSG00000143549,TPM3,105,-1.5934,124,-1.5055,151,-1.1766,969,2.47372,389,0.52187
ENSG00000160710,ADAR,3,-6.4802,123,-1.2892,64,-2.3341,969,2.90021,401,0.83832
ENSG00000143603,KCNN3,32,-3.2151,196,-0.5596,129,-1.2908,969,2.74733,184,-0.5803
ENSG00000163346,PBXIP1,22,-4.5294,270,-0.9121,301,-0.7212,969,1.46083,949,1.41567
ENSG00000116539,ASH1L,3,-6.4921,69,-2.2268,187,-0.5649,969,2.87634,275,0.15222
ENSG00000132718,SYT11,64,-3.0252,342,-0.5666,463,0.01679,969,1.37154,572,0.37660
ENSG00000160781,PAQR6,65,-3.6275,131,-2.8174,1386,1.69471,969,0.56140,841,0.31121
ENSG00000125462,C1orf61,143,-2.8221,1003,0.24120,1153,0.54701,969,0.13919,825,-0.1319
ENSG00000132702,HAPLN2,33,-3.0657,0,-8.5564,148,-0.9302,969,2.97179,409,0.91640
ENSG00000132692,BCAN,4,-6.1700,180,-0.9595,224,-0.5680,969,2.34468,330,0.15094
ENSG00000162706,CADM3,3,-6.5429,219,-0.3327,77,-2.1031,969,2.76821,255,-0.0305
ENSG00000158710,TAGLN2,328,-0.0013,137,-1.5594,134,-1.5920,969,2.12508,460,0.58184
ENSG00000018625,ATP1A2,389,-1.0980,499,-0.8134,1111,0.81164,969,0.39753,807,0.08078
ENSG00000162734,PEA15,68,-3.9007,641,-0.6117,1233,0.73242,969,0.15971,1392,0.80323
ENSG00000143248,RGS5,56,-2.3787,90,-1.8453,258,0.00598,969,2.79789,82,-1.8095
ENSG00000143153,ATP1B1,3,-7.7704,1015,1.12741,208,-1.9152,969,0.78138,933,0.71092
ENSG00000117523,PRRC2C,204,-1.5025,484,-0.1671,342,-0.8073,969,1.09937,857,0.86274
ENSG00000117592,PRDX6,131,-1.5049,147,-1.5004,270,-0.4415,969,2.04725,440,0.44815
ENSG00000116147,TNR,3,-6.4117,82,-1.8641,108,-1.4246,969,3.05856,313,0.47446
ENSG00000135837,CEP350,68,-1.9867,34,-3.2283,176,-0.6093,969,2.99574,238,-0.0307
ENSG00000135821,GLUL,378,-1.9404,1377,0.12166,1830,0.75478,969,-0.4797,1321,0.03005
ENSG00000047410,TPR,8,-5.1145,23,-3.7953,161,-0.7639,969,3.01157,343,0.61341
ENSG00000118200,CAMSAP2,30,-3.2049,207,-0.3391,76,-2.0424,969,2.94282,158,-0.7213
ENSG00000159176,CSRP1,212,-1.5525,435,-0.5050,588,0.08294,969,0.96192,726,0.43307
ENSG00000198892,SHISA4,72,-2.0435,62,-2.4770,208,-0.4781,969,2.68908,286,0.11603
ENSG00000170075,GPR37L1,35,-3.4827,96,-2.2249,200,-1.0299,969,1.97673,848,1.66995
ENSG00000184144,CNTN2,3,-6.7068,25,-3.9846,306,0.09921,969,2.43997,406,0.57513
ENSG00000069275,NUCKS1,100,-2.8838,269,-1.5692,619,-0.0927,969,0.70269,1695,1.83557
ENSG00000117691,NENF,62,-2.4028,100,-1.8829,134,-1.4080,969,2.42264,552,1.14064
ENSG00000154380,ENAH,129,-1.5085,116,-1.8584,97,-2.1374,969,2.07784,819,1.68527
ENSG00000143742,SRP9,5,-5.8216,90,-1.9180,86,-1.9796,969,2.66316,558,1.33304
ENSG00000163041,H3F3A,397,0.07635,39,-3.7003,197,-1.1983,969,1.78221,819,1.41625
ENSG00000143799,PARP1,95,-1.6110,83,-2.0047,134,-1.2373,969,2.72642,347,0.47497
ENSG00000143772,ITPKB,24,-4.1762,187,-1.3189,314,-0.4083,969,1.73570,717,1.10693
ENSG00000143776,CDC42BPA,123,-1.1881,127,-1.2870,116,-1.4369,969,2.78816,230,-0.1944
ENSG00000143761,ARF1,56,-2.5771,194,-0.7918,147,-1.2744,969,2.39678,364,0.35616
ENSG00000143774,GUK1,832,0.84770,270,-1.1792,354,-0.7117,969,1.14117,555,0.12804
ENSG00000168159,RNF187,3,-6.6318,204,-0.5820,114,-1.5792,969,2.58087,330,0.29844
ENSG00000135744,AGT,40,-4.1290,278,-1.4225,47,-4.1303,969,0.80768,2630,3.24575
ENSG00000173726,TOMM20,45,-2.7770,164,-0.9329,137,-1.2425,969,2.64540,281,0.05932
ENSG00000054267,ARID4B,46,-2.7929,102,-1.7989,174,-0.9062,969,2.51991,414,0.66303
ENSG00000153187,HNRNPU,101,-1.8158,126,-1.6522,158,-1.2837,969,2.19231,602,1.13848
ENSG00000171863,RPS7,162,-1.5750,133,-2.0668,406,-0.1450,969,1.47786,847,1.20218
ENSG00000143797,MBOAT2,48,-2.4833,43,-2.8481,216,-0.1931,969,3.05612,130,-0.9719
ENSG00000134308,YWHAQ,67,-2.3793,170,-1.1096,106,-1.8843,969,2.26431,589,1.15121
ENSG00000169006,NTSR2,3,-6.6473,259,-0.1524,190,-0.7285,969,2.55173,88,-1.8227
ENSG00000143878,RHOB,37,-3.8075,286,-0.8658,303,-0.7679,969,1.39289,999,1.45487
ENSG00000084754,HADHA,4,-6.2172,115,-1.5472,173,-0.8511,969,2.62430,361,0.48426
ENSG00000138029,HADHB,100,-1.6716,143,-1.2749,209,-0.6121,969,2.47253,243,-0.2826
ENSG00000213639,PPP1CB,53,-2.5165,33,-3.4306,93,-1.8713,969,2.66259,611,1.52342
ENSG00000119820,YIPF4,51,-2.6354,148,-1.1903,159,-1.0582,969,2.51864,347,0.34894
ENSG00000138078,PREPL,57,-2.4683,217,-0.5001,74,-2.2809,969,2.53982,358,0.41758
ENSG00000116016,EPAS1,100,-1.5628,73,-2.2548,209,-0.4910,969,2.66245,253,-0.1035
ENSG00000143933,CALM2,197,-1.9596,404,-0.9837,457,-0.7677,969,0.60162,1915,1.99147
ENSG00000115306,SPTBN1,87,-3.1903,559,-0.4326,609,-0.2735,969,0.56681,1503,1.40913
ENSG00000115310,RTN4,140,-2.0980,525,-0.0372,465,-0.2754,969,1.06816,654,0.34500
ENSG00000143947,RPS27A,427,-1.5120,361,-1.9574,1797,1.11837,969,-0.2170,2020,1.08509
ENSG00000115355,CCDC88A,73,-2.7699,178,-1.6012,605,0.70959,969,1.47629,451,0.05285
ENSG00000124374,PAIP2B,3,-6.6577,81,-2.1715,367,0.54957,969,2.51198,119,-1.3800
ENSG00000204843,DCTN1,3,-6.4716,157,-0.8567,100,-1.6094,969,2.92035,249,0.00707
ENSG00000034510,TMSB10,199,-2.3239,861,-0.0573,675,-0.5210,969,0.15353,1958,1.46908
ENSG00000152291,TGOLN2,127,-1.3511,214,-0.6203,157,-1.1613,969,2.39934,233,-0.3932
ENSG00000168906,MAT2A,53,-2.4879,75,-2.1682,105,-1.6412,969,2.72740,464,1.00847
ENSG00000115561,CHMP3,57,-2.2793,99,-1.6289,123,-1.2776,969,2.91878,266,0.11704
