Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000175756,AURKAIP1,467,1.45991,178,-0.4130,183,-0.2418,150,-0.6619
ENSG00000242485,MRPL20,467,1.12245,227,-0.2415,287,0.23105,159,-0.8463
ENSG00000160075,SSU72,467,1.14442,278,0.30968,223,-0.1748,104,-1.5476
ENSG00000078369,GNB1,467,-0.0573,642,0.81287,495,0.04018,249,-1.2132
ENSG00000067606,PRKCZ,467,1.12498,308,0.57681,99,-1.4771,130,-1.1928
ENSG00000158109,TPRG1L,467,0.73745,434,1.03784,135,-1.3134,121,-1.6445
ENSG00000116251,RPL22,467,-0.1509,373,-0.7206,1053,1.32030,470,-0.1659
ENSG00000097021,ACOT7,467,-0.7394,1245,1.81337,434,-0.8568,257,-1.8480
ENSG00000171735,CAMTA1,467,0.54337,409,0.49127,172,-1.0990,262,-0.5109
ENSG00000116288,PARK7,467,0.06580,540,0.50108,580,0.43957,239,-1.1558
ENSG00000074800,ENO1,467,-0.5675,917,0.96995,706,0.11342,349,-1.1675
ENSG00000171603,CLSTN1,467,-0.0898,746,1.29574,261,-1.0261,243,-1.2860
ENSG00000054523,KIF1B,467,0.36466,431,0.35464,300,-0.3813,291,-0.5011
ENSG00000116661,FBXO2,467,0.34111,448,0.42036,436,0.22047,217,-1.0474
ENSG00000011021,CLCN6,467,1.88592,160,-0.2109,114,-0.6944,81,-1.3920
ENSG00000116688,MFN2,467,1.79234,164,-0.2545,135,-0.4920,90,-1.2726
ENSG00000159363,ATP13A2,467,0.56196,492,1.14315,188,-0.9486,117,-1.8562
ENSG00000117115,PADI2,467,2.15111,40,-2.5823,122,-0.4049,193,0.43850
ENSG00000077549,CAPZB,467,1.07243,263,0.05761,256,-0.0078,144,-1.0714
ENSG00000173436,MICOS10,467,0.63371,364,0.30037,327,0.01302,193,-0.9612
ENSG00000158747,NBL1,467,1.71422,192,0.05132,49,-2.0862,113,-0.9514
ENSG00000162545,CAMK2N1,467,0.02694,520,0.32645,393,-0.2608,399,-0.2779
ENSG00000158828,PINK1,467,-0.0429,591,0.57775,326,-0.6301,395,-0.3779
ENSG00000127483,HP1BP3,467,1.31166,221,-0.0705,204,-0.1876,130,-1.0377
ENSG00000075151,EIF4G3,467,1.59507,200,0.01422,107,-0.9951,109,-1.1032
ENSG00000070831,CDC42,467,0.36970,509,0.87749,255,-0.6367,193,-1.2201
ENSG00000142676,RPL11,467,-0.4497,408,-0.9130,1409,1.54767,599,-0.0493
ENSG00000057757,PITHD1,467,0.22926,608,1.22873,224,-0.9676,172,-1.5436
ENSG00000001461,NIPAL3,467,1.72137,183,-0.0695,16,-3.7220,142,-0.5374
ENSG00000117632,STMN1,467,-1.1610,1497,1.41118,799,-0.3099,492,-1.2257
ENSG00000142669,SH3BGRL3,467,0.67509,393,0.59254,225,-0.5663,175,-1.0927
ENSG00000198830,HMGN2,467,1.43656,180,-0.4171,259,0.32105,118,-1.1013
ENSG00000090273,NUDC,467,1.16779,266,0.22152,162,-0.6753,142,-1.0012
ENSG00000186501,TMEM222,467,2.04289,155,-0.1386,123,-0.4643,45,-2.2045
ENSG00000126709,IFI6,467,1.05995,257,-0.0122,236,-0.1504,167,-0.8166
ENSG00000117758,STX12,467,1.83723,138,-0.5981,189,0.09474,90,-1.2453
ENSG00000126698,DNAJC8,467,1.31466,231,0.03744,181,-0.3798,126,-1.0871
