Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000078369,GNB1,3,-6.7368,149,-1.7381,748,2.63400
ENSG00000116251,RPL22,351,-0.8122,493,-0.4913,864,0.89492
ENSG00000097021,ACOT7,3,-6.7746,273,-0.3457,520,1.24386
ENSG00000171735,CAMTA1,3,-6.5924,176,-1.1761,595,2.07237
ENSG00000116288,PARK7,3,-6.8319,199,-1.2636,715,2.16137
ENSG00000074800,ENO1,144,-2.3393,598,-0.2574,1000,0.97891
ENSG00000171603,CLSTN1,3,-6.9617,146,-2.0785,925,2.97487
ENSG00000054523,KIF1B,3,-7.1476,278,-0.9924,828,1.89228
ENSG00000116661,FBXO2,67,-2.5129,144,-2.0597,869,2.75188
ENSG00000162545,CAMK2N1,50,-2.8170,183,-1.3882,694,2.14838
ENSG00000158828,PINK1,108,-1.9354,283,-0.7926,682,1.45657
ENSG00000127483,HP1BP3,90,-1.6854,100,-2.2484,670,2.76877
ENSG00000142676,RPL11,591,-0.4002,618,-0.5950,1105,0.85050
ENSG00000133226,SRRM1,47,-2.4719,86,-2.2984,613,2.96589
ENSG00000117632,STMN1,3,-6.9148,224,-1.1214,729,2.01986
ENSG00000142669,SH3BGRL3,217,-0.6670,101,-2.6258,832,2.73763
ENSG00000198830,HMGN2,74,-2.0652,137,-1.7667,665,2.41057
ENSG00000090273,NUDC,32,-3.1210,93,-2.2454,649,2.99857
ENSG00000158195,WASF2,131,-1.2046,123,-1.9690,659,2.39957
ENSG00000126698,DNAJC8,9,-5.0034,105,-2.0842,664,2.95043
ENSG00000134644,PUM1,3,-6.4232,146,-1.3204,546,2.21504
ENSG00000184007,PTP4A2,189,-1.1005,286,-0.7929,649,1.28148
ENSG00000175130,MARCKSL1,3,-6.6461,120,-2.0446,745,2.93857
ENSG00000116560,SFPQ,143,-0.9578,79,-2.6581,676,2.88070
ENSG00000116871,MAP7D1,15,-4.4623,178,-1.3399,668,2.19921
ENSG00000197982,C1orf122,117,-1.5072,177,-1.4162,650,1.97616
ENSG00000168653,NDUFS5,3,-6.6630,175,-1.2759,637,2.17247
ENSG00000127603,MACF1,233,-0.7697,223,-1.3626,747,1.72562
ENSG00000131236,CAP1,176,-0.7085,125,-1.8966,612,2.17576
ENSG00000065978,YBX1,540,0.88414,101,-2.6382,675,1.83728
ENSG00000117394,SLC2A1,215,-0.8679,252,-1.0485,676,1.46261
ENSG00000142949,PTPRF,56,-2.7184,119,-2.3221,867,3.02315
ENSG00000117410,ATP6V0B,15,-4.6339,251,-0.8725,681,1.74003
ENSG00000117419,ERI3,123,-1.3644,176,-1.3297,602,1.86260
ENSG00000142937,RPS8,586,-0.7956,822,-0.4664,1411,0.86395
ENSG00000117450,PRDX1,141,-1.9691,369,-0.8327,917,1.50138
ENSG00000173660,UQCRH,86,-1.7508,95,-2.3413,685,2.86503
ENSG00000162374,ELAVL4,25,-3.9603,359,0.08624,494,0.75740
ENSG00000123091,RNF11,150,-0.9313,110,-2.1140,641,2.43706
ENSG00000169213,RAB3B,3,-6.5634,193,-0.8928,537,1.78931
ENSG00000116133,DHCR24,3,-6.6741,148,-1.6575,701,2.55319
ENSG00000162407,PLPP3,36,-3.3785,245,-0.8473,644,1.66161
ENSG00000162599,NFIA,235,-1.2181,295,-1.4012,1052,1.89304
ENSG00000142864,SERBP1,3,-6.7495,150,-1.7445,757,2.64049
ENSG00000116754,SRSF11,30,-3.4955,172,-1.4384,684,2.25132
ENSG00000137941,TTLL7,3,-6.4386,102,-2.0632,641,2.95505
ENSG00000142875,PRKACB,3,-6.5657,127,-1.8107,670,2.70495
ENSG00000153904,DDAH1,60,-2.3225,117,-2.0052,679,2.67333
ENSG00000122406,RPL5,363,-0.7637,409,-0.9850,1033,1.36885
ENSG00000117519,CNN3,16,-4.2936,116,-2.0921,733,2.93287
ENSG00000134243,SORT1,45,-2.7231,67,-2.9508,762,3.59220
ENSG00000168710,AHCYL1,126,-2.8123,779,0.01185,1096,0.75727
ENSG00000155366,RHOC,124,-1.5968,207,-1.3186,712,1.90349
ENSG00000009307,CSDE1,97,-2.3045,294,-1.0429,860,1.75503
ENSG00000163399,ATP1A1,3,-6.5024,170,-1.2650,612,2.16040
ENSG00000198162,MAN1A2,431,0.09734,257,-1.2396,694,1.25151
ENSG00000092621,PHGDH,3,-6.7055,161,-1.5340,698,2.43031
ENSG00000265972,TXNIP,257,-0.5366,140,-2.1981,840,2.35537
ENSG00000178104,PDE4DIP,210,-0.7541,130,-2.2138,803,2.45489
ENSG00000143401,ANP32E,205,-0.4873,85,-2.6417,693,2.66808
ENSG00000143384,MCL1,118,-1.3284,124,-1.9131,644,2.38499
ENSG00000197747,S100A10,30,-3.3018,59,-3.1825,792,3.88562
ENSG00000197956,S100A6,363,-0.2073,209,-1.6965,839,1.80177
ENSG00000189171,S100A13,223,-1.1180,397,-0.3715,660,0.86308
ENSG00000143545,RAB13,28,-3.3252,63,-2.9882,743,3.71194
ENSG00000177954,RPS27,1061,-0.8830,1875,0.08558,2121,0.30825
ENSG00000143549,TPM3,105,-1.5934,138,-1.8220,679,2.36868
ENSG00000160710,ADAR,3,-6.4802,93,-2.2907,685,3.18169
ENSG00000143603,KCNN3,32,-3.2151,162,-1.2829,577,2.07984
ENSG00000163346,PBXIP1,22,-4.5294,285,-1.1794,959,2.04218
ENSG00000116539,ASH1L,3,-6.4921,128,-1.6958,622,2.58989
ENSG00000132718,SYT11,64,-3.0252,402,-0.4107,771,1.20180
ENSG00000160781,PAQR6,65,-3.6275,759,0.27861,905,0.54639
ENSG00000125462,C1orf61,143,-2.8221,1078,0.73843,897,0.00980
ENSG00000132702,HAPLN2,33,-3.0657,74,-2.6565,689,3.37599
ENSG00000132692,BCAN,4,-6.1700,202,-1.1024,650,1.99529
ENSG00000162706,CADM3,3,-6.5429,148,-1.4614,612,2.35664
