Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7
ENSG00000188976,NOC2L,41,-1.1753,169,1.21681,64,-0.4740,82,-0.1551
ENSG00000188290,HES4,55,-1.3165,138,0.15183,142,0.20090,137,0.29292
ENSG00000187608,ISG15,45,-1.1977,102,0.11517,35,-1.5535,121,0.98799
ENSG00000078808,SDF4,26,-2.4190,191,0.71219,197,0.76968,119,-0.2184
ENSG00000127054,INTS11,54,-0.7204,107,0.40131,152,1.04332,70,-0.5764
ENSG00000107404,DVL1,18,-2.3089,64,-0.3659,157,1.23700,79,-0.0031
ENSG00000175756,AURKAIP1,58,-1.4913,152,0.02683,293,1.21585,136,-0.3007
ENSG00000221978,CCNL2,24,-2.0273,41,-1.2308,297,2.43196,66,-0.8753
ENSG00000242485,MRPL20,72,-1.4846,252,0.53929,312,0.92911,164,-0.3694
ENSG00000160075,SSU72,103,-1.0337,226,0.23938,245,0.38139,200,0.06214
ENSG00000228594,FNDC10,25,-1.9505,157,1.08043,23,-2.0681,99,0.54086
ENSG00000078369,GNB1,108,-2.0218,649,0.89224,526,0.50890,365,-0.2265
ENSG00000067606,PRKCZ,74,-1.2864,289,0.99927,150,-0.1538,160,-0.0913
ENSG00000157916,RER1,57,-0.5046,89,0.22300,67,-0.2454,83,0.22283
ENSG00000157870,PRXL2B,36,-1.4725,106,0.23117,57,-0.7800,112,0.74773
ENSG00000158109,TPRG1L,62,-1.4701,328,1.33613,197,0.37603,130,-0.5926
ENSG00000130764,LRRC47,40,-1.1332,71,-0.2261,104,0.40987,89,0.31199
ENSG00000069424,KCNAB2,35,-1.6805,173,0.93986,24,-2.2129,120,0.63026
ENSG00000116254,CHD5,47,-2.0389,264,0.73262,68,-1.4813,209,0.72456
ENSG00000116251,RPL22,402,-0.2476,247,-1.0258,491,0.08547,532,0.48424
ENSG00000097021,ACOT7,88,-1.8867,921,2.28705,197,-0.6520,211,-0.9256
ENSG00000162413,KLHL21,38,-0.9216,116,0.93734,128,1.13011,49,-0.9407
ENSG00000171735,CAMTA1,137,-1.3792,305,-0.1102,179,-0.9664,414,1.00123
ENSG00000116288,PARK7,106,-1.5262,260,-0.1127,312,0.19227,317,0.48935
ENSG00000142599,RERE,66,-0.9799,48,-1.4719,157,0.43717,145,0.68103
ENSG00000074800,ENO1,138,-2.5200,1114,0.81695,1433,1.30626,555,-0.6875
ENSG00000171603,CLSTN1,151,-1.8698,794,0.82675,1019,1.31217,379,-0.7893
ENSG00000054523,KIF1B,178,-1.0420,488,0.62854,350,0.05002,341,0.00978
ENSG00000142657,PGD,18,-2.4952,144,0.75823,111,0.28463,95,0.06616
ENSG00000120948,TARDBP,47,-0.8424,96,0.34174,188,1.62194,55,-0.9908
ENSG00000116649,SRM,35,-1.2960,125,0.78808,3,-4.6768,99,0.85221
ENSG00000116661,FBXO2,103,-2.0320,669,1.02713,490,0.45200,344,-0.2900
ENSG00000132879,FBXO44,42,-1.7768,183,0.56731,177,0.51524,130,-0.0484
ENSG00000011021,CLCN6,35,-2.2550,318,1.38132,93,-0.7778,151,0.02066
ENSG00000116688,MFN2,48,-1.5388,294,1.57584,59,-1.2084,121,-0.1456
ENSG00000116786,PLEKHM2,30,-1.2384,84,0.43292,40,-0.7705,75,0.55057
ENSG00000159363,ATP13A2,65,-1.9510,540,1.64929,157,-0.5867,202,-0.3257
ENSG00000117115,PADI2,88,-0.5240,7,-4.3171,7,-4.2061,187,2.44438
ENSG00000077549,CAPZB,87,-1.5410,227,-0.0140,311,0.53194,244,0.23016
ENSG00000173436,MICOS10,113,-1.2195,281,0.25999,316,0.46131,245,0.05179
ENSG00000158747,NBL1,59,-2.4235,168,-0.8327,500,1.03811,308,0.34855
ENSG00000162545,CAMK2N1,257,-0.6165,341,-0.1532,156,-1.3963,466,0.89127
ENSG00000158828,PINK1,194,-1.0522,831,1.48434,228,-0.7998,340,-0.2983
ENSG00000127483,HP1BP3,79,-1.2053,129,-0.4387,284,0.92465,172,0.06698
ENSG00000075151,EIF4G3,81,-0.6853,188,0.73598,60,-1.1491,133,0.28460
ENSG00000076864,RAP1GAP,33,-2.1715,358,1.85863,1,-6.4908,139,0.08472
ENSG00000070831,CDC42,111,-1.7200,483,0.66847,720,1.44517,248,-0.8201
ENSG00000125944,HNRNPR,39,-1.5034,98,-0.0565,187,1.10953,96,-0.1729
ENSG00000117318,ID3,23,-2.8069,0,-8.6410,582,2.96333,106,-0.9334
ENSG00000142676,RPL11,440,-0.4907,161,-2.0477,954,0.83744,650,0.32649
ENSG00000057757,PITHD1,65,-2.3694,842,1.99634,196,-0.6996,251,-0.5519
ENSG00000188529,SRSF10,7,-3.6323,93,0.18993,176,1.37788,76,-0.2720
ENSG00000001461,NIPAL3,74,-0.9382,181,0.54158,102,-0.4265,142,0.25721
ENSG00000169504,CLIC4,82,0.21041,6,-3.5866,70,-0.0575,87,0.71654
ENSG00000117614,SYF2,43,-1.1672,65,-0.5110,159,1.03147,89,0.00395
ENSG00000183726,TMEM50A,22,-1.8108,61,-0.2315,32,-1.2667,95,1.29228
