cluster	gene	ensembl	fdr	logFC	p_value	t_stat
X1	A2M	ENSG00000175899	0.00609427333852298	0.420510484345128	0.000559558712219359	3.46551887936648
X1	AAK1	ENSG00000115977	0.890620138839762	0.0317484284611981	0.81663130408269	0.231962019147652
X1	AAMP	ENSG00000127837	0.365453327838576	-0.181786775545249	0.219311297675179	-1.22939800633114
X1	AARS	ENSG00000090861	0.0259901240876828	-0.378592953829237	0.00473253214023579	-2.83324411269364
X1	AASDHPPT	ENSG00000149313	0.0623707462499259	-0.366789980432461	0.0164972181302628	-2.40317541637047
X1	AATK	ENSG00000181409	0.212334955179415	0.228586378713254	0.0992745449302143	1.65044248084675
X1	ABAT	ENSG00000183044	0.0171740960866552	-0.408353921041017	0.00256654759036069	-3.02564200111591
X1	ABCA2	ENSG00000107331	0.0299469226774133	0.315908657825939	0.00579840531287604	2.76697490483786
X1	ABCA3	ENSG00000167972	0.253181161566051	-0.218095870129897	0.127855027613743	-1.52431492612141
X1	ABCA5	ENSG00000154265	0.000301162620474168	-0.750626477520402	6.42125448955679e-06	-4.54461127077869
X1	ABCA8	ENSG00000141338	0.103767243504434	0.403105897692776	0.0345221287298708	2.11781140512558
X1	ABCB6	ENSG00000115657	0.242262973304244	-0.258329945613554	0.120191483264806	-1.55575568492159
X1	ABCC5	ENSG00000114770	0.239726562641543	-0.260146769881761	0.11815950052597	-1.5643548761345
X1	ABCD3	ENSG00000117528	0.815492506957257	0.0559268329208973	0.707407637614094	0.375483916580315
X1	ABCE1	ENSG00000164163	0.152499969863135	-0.291492085698434	0.060809723846598	-1.87772546607967
X1	ABCF1	ENSG00000204574	0.983809446074172	0.00525329667563698	0.973793714102998	0.0328616692511104
X1	ABCF2	ENSG00000033050	0.0230648481082747	-0.453437402184692	0.00392536600536522	-2.8931551198606
X1	ABCF3	ENSG00000161204	0.00412094260123068	-0.587110599635951	0.000316630242122988	-3.61827699129302
X1	ABCG2	ENSG00000118777	0.961775469939474	-0.0131969047980561	0.937370525426524	-0.0786017581595453
X1	ABHD10	ENSG00000144827	0.0446169655347865	-0.40724916409569	0.0102242560345428	-2.57472189892177
X1	ABHD12	ENSG00000100997	0.448506509241171	-0.132552694014938	0.295156223714993	-1.047615064882
X1	ABHD14A	ENSG00000248487	0.040199739181743	-0.421134166397242	0.00888780249677031	-2.62325464697759
X1	ABHD16A	ENSG00000204427	0.0957801767923926	-0.34187416234587	0.0307328622076427	-2.16463711768646
X1	ABHD17A	ENSG00000129968	0.817954276397488	0.0468543206295152	0.711173419589552	0.370422138564668
X1	ABHD17B	ENSG00000107362	0.0945177912710158	0.352873931019783	0.0299929679561502	2.17435494037959
X1	ABHD2	ENSG00000140526	0.447223920740945	-0.153745790074231	0.293287130376335	-1.05168161104473
X1	ABHD6	ENSG00000163686	0.937585396856065	-0.0208446021267797	0.89706355392625	-0.129415892254267
X1	ABHD8	ENSG00000127220	0.2733345771159	-0.228669004582197	0.143387769900792	-1.46483729667368
X1	ABI1	ENSG00000136754	0.324781454269093	-0.209983753832854	0.183923979636619	-1.33000574551536
X1	ABI2	ENSG00000138443	0.318879125092164	-0.185293736232293	0.179530294976015	-1.34346746791496
X1	ABL1	ENSG00000097007	0.212997877108092	0.262869489746542	0.100213169245098	1.64586868679332
X1	ABLIM1	ENSG00000099204	0.688998450121517	-0.0778355546326967	0.555592680293916	-0.589667415193272
X1	ABLIM3	ENSG00000173210	0.212710900318547	-0.25394767409065	0.0998997601380807	-1.64739206691391
X1	ABR	ENSG00000159842	0.466675677108322	0.128007986044274	0.312043417597785	1.01163100487453
X1	AC005261.1	ENSG00000268205	0.881030184078178	0.0392792111383172	0.802167320885625	0.250632672072868
X1	AC007325.4	ENSG00000278817	0.170275516218136	-0.300035239353557	0.0719893221659849	-1.80175102799767
X1	AC009041.2	ENSG00000260807	0.0165123509954173	0.511564885300711	0.00240104681204973	3.0459934111068
X1	AC010642.2	ENSG00000283103	0.0107027468055726	-0.517603459355007	0.00131368713191719	-3.22524105107371
X1	AC018647.1	ENSG00000227544	0.0922823528781654	0.400249556200888	0.0290177125742522	2.18748450390763
X1	AC093323.1	ENSG00000170846	0.673967334111178	-0.100557624507214	0.537905161973097	-0.616269530370912
X1	AC093330.1	ENSG00000266844	0.0032571943449486	0.682944355731341	0.000228756359808923	3.70307267906006
X1	AC096564.1	ENSG00000245293	2.67414185386091e-06	1.03734225862999	2.05466143208675e-08	5.66904522747847
X1	AC100810.1	ENSG00000253982	0.193957089638094	-0.26869740144737	0.0870910810140269	-1.71320703635973
X1	AC107398.3	ENSG00000260918	0.0115510353248779	-0.544100838856101	0.0014791152098586	-3.19065249006453
X1	AC245060.5	ENSG00000274422	0.0895540749837213	0.396215384927511	0.0276680675914051	2.20629691278528
X1	ACAA1	ENSG00000060971	0.219103242495723	-0.249859195769416	0.104332873251421	-1.6261893121603
X1	ACAA2	ENSG00000167315	0.815371983238248	0.0573727147739411	0.706898441096474	0.376169090319847
X1	ACACA	ENSG00000278540	0.166082391177769	-0.27023354508315	0.0688309593556047	-1.82216724743638
X1	ACADM	ENSG00000117054	0.703913628293086	0.0867040322839464	0.570865028554247	0.567029725804528
X1	ACADVL	ENSG00000072778	0.12086254018834	-0.262375768215439	0.0431817757876128	-2.02541060142856
X1	ACAP2	ENSG00000114331	0.535421013094051	-0.138784821539248	0.382654675203251	-0.873532682082204
X1	ACAP3	ENSG00000131584	0.490417769636933	-0.150833827585646	0.33498378579119	-0.96474950346456
X1	ACAT1	ENSG00000075239	0.761589036798728	-0.0703593710195113	0.639436358019063	-0.468679056220632
X1	ACAT2	ENSG00000120437	0.00591909113784623	-0.565900333722252	0.00053210423598003	-3.47924415447757
X1	ACBD3	ENSG00000182827	0.997085326189968	0.000901272777380312	0.995361590512729	0.00581537089624246
X1	ACBD5	ENSG00000107897	0.207869046287816	-0.234472275535038	0.0961484178757319	-1.66592955092929
X1	ACBD7	ENSG00000176244	0.00179633632938571	0.605852000767509	9.00583522799983e-05	3.93752504999043
X1	ACER3	ENSG00000078124	0.0815356357881131	0.327259084205246	0.0239347770830178	2.2628122103107
X1	ACHE	ENSG00000087085	0.0509689886149094	-0.417229999807233	0.0124872506891323	-2.50415925798711
X1	ACIN1	ENSG00000100813	0.721016494843298	0.0815938371407464	0.592629577686222	0.535260669417676
X1	ACLY	ENSG00000131473	0.299137069198617	-0.213971884317592	0.163761169269316	-1.39390939734882
X1	ACO2	ENSG00000100412	0.937496746398805	-0.0136827755839733	0.896798654834047	-0.129750809503862
X1	ACOT13	ENSG00000112304	0.00902312178982984	-0.504405929077083	0.00101913092824048	-3.29825705486598
X1	ACOT7	ENSG00000097021	0.00931790816830724	-0.444498271963996	0.00106316508873886	-3.28618642801871
X1	ACOT8	ENSG00000101473	0.274398663986245	-0.239621385474409	0.144525765779924	-1.4606789132963
X1	ACOX1	ENSG00000161533	0.717716583294411	-0.0831754011507674	0.587254922828772	-0.543054527150922
X1	ACP1	ENSG00000143727	0.186090428925562	-0.278154293613032	0.0819645890356805	-1.74175524946153
X1	ACP2	ENSG00000134575	0.000470593033452395	-0.744646476463045	1.22032384779242e-05	-4.40369139186781
X1	ACSBG1	ENSG00000103740	0.0817468945952854	0.335960046239043	0.0240247308357255	2.26136323545923
X1	ACSL1	ENSG00000151726	0.815492506957257	0.0606860352034797	0.707266450324239	0.375673880198342
X1	ACSL3	ENSG00000123983	0.260053955768637	-0.17014451487024	0.133423764091055	-1.50237832325336
X1	ACSL4	ENSG00000068366	0.242497597265009	-0.258562065777052	0.12036377090526	-1.55503183909178
X1	ACSL6	ENSG00000164398	0.355836505361586	-0.181989493884929	0.210521789572356	-1.25321337203966
X1	ACTA2	ENSG00000107796	0.0938598232653296	-0.452230607720632	0.0296579733521835	-2.17882283180315
X1	ACTB	ENSG00000075624	0.262411557817412	-0.0826117237855523	0.13541092196015	-1.49472245724867
X1	ACTG1	ENSG00000184009	0.000606263612621632	-0.258536868288314	1.80504917319157e-05	-4.3158260886605
X1	ACTN4	ENSG00000130402	0.551338621076656	0.100245290518313	0.397919295369432	0.845830459266427
X1	ACTR10	ENSG00000131966	0.0864616119841835	-0.342295764639709	0.0262905746774803	-2.22633374641417
X1	ACTR1A	ENSG00000138107	0.00240804166024709	-0.479292435882212	0.00013969046895786	-3.82865484201889
X1	ACTR1B	ENSG00000115073	0.069414132062236	-0.349245589523496	0.0190539166154944	-2.34960344885212
X1	ACTR2	ENSG00000138071	0.433020747512593	0.109764465238586	0.280958413644889	1.0789529033169
X1	ACTR3	ENSG00000115091	0.169844649627509	-0.272450513567003	0.0717419102057037	-1.80332348383622
X1	ACTR6	ENSG00000075089	0.0118560981898707	-0.536177926025003	0.00152812944398833	-3.18109040645592
X1	ACYP2	ENSG00000170634	0.0477987009566258	-0.293122983849861	0.0113574708189293	-2.53782068592564
X1	AD000090.1	ENSG00000283907	0.0654714452213706	0.431667621299275	0.0175688837829917	2.37988964321876
X1	ADAM10	ENSG00000137845	0.648620968947657	0.1072658421531	0.505341269698751	0.666432555912249
X1	ADAM15	ENSG00000143537	0.911628253005334	0.0272345597842998	0.855417598142731	0.182273693161531
X1	ADAM22	ENSG00000008277	0.948997602556185	-0.0169985225272018	0.917461570047115	-0.103666980892066
X1	ADAM23	ENSG00000114948	0.0552611701005911	-0.424960281031107	0.0140010532775028	-2.4630610152891
X1	ADAMTS1	ENSG00000154734	0.796807580975107	0.0757191207930395	0.683655716324068	0.407639391043307
X1	ADAMTS4	ENSG00000158859	0.315913140557861	0.272753653911832	0.177422093896772	1.35001396484102
X1	ADAP1	ENSG00000105963	0.0169948612812751	0.412665042205293	0.00252996878466927	3.03003427148151
X1	ADAR	ENSG00000160710	0.000518990781407041	-0.465064028485931	1.45622818168095e-05	-4.36421339665321
X1	ADARB1	ENSG00000197381	0.212674726897311	-0.281300120653945	0.0998419194270126	-1.64767362917096
X1	ADCY1	ENSG00000164742	0.0763636247880764	0.366500040177672	0.0219012806110129	2.29690212450066
X1	ADCY2	ENSG00000078295	0.35326675287978	-0.18352763862977	0.208119310618956	-1.25984788687918
X1	ADCY3	ENSG00000138031	0.0516118256951238	-0.391456076255694	0.0127126115971716	-2.49777017269458
X1	ADCY5	ENSG00000173175	0.169522367905044	-0.299615462020283	0.0713127133522947	-1.80606188675227
X1	ADCYAP1	ENSG00000141433	0.583463984962523	-0.147530177212017	0.432610638101294	-0.785158448665386
X1	ADCYAP1R1	ENSG00000078549	0.528008266909618	0.114530966868592	0.373743846247011	0.890018168749302
X1	ADD1	ENSG00000087274	0.46027429627968	0.111897616522515	0.306083291148723	1.02417974122688
X1	ADD2	ENSG00000075340	0.0505237734478721	-0.367342471909768	0.0123336349664503	-2.50857323183574
X1	ADD3	ENSG00000148700	0.0458153644117768	0.308044264950904	0.0106573965237537	2.56020640982635
X1	ADGRA1	ENSG00000197177	0.0179744675411215	-0.498064156778123	0.00273104184115005	-3.00657284824369
X1	ADGRA3	ENSG00000152990	0.794668382575642	-0.0712941359901886	0.679879557432176	-0.412789805675566
X1	ADGRB1	ENSG00000181790	0.311559787349837	-0.217268111711927	0.173973165928923	-1.36085009121681
X1	ADGRB2	ENSG00000121753	0.380706780109043	-0.169145399677533	0.233572311884034	-1.19217616908389
X1	ADGRB3	ENSG00000135298	0.626021514140893	-0.110902152234105	0.481360760873223	-0.704469724859291
X1	ADGRG1	ENSG00000205336	0.171055436497474	0.24887710163893	0.0724833447778386	1.79862443222
X1	ADGRL1	ENSG00000072071	0.750359210156707	0.0701929917450383	0.62467476312316	0.489439627018141
X1	ADGRL3	ENSG00000150471	0.952826129478839	0.0141337626527074	0.923255366506149	0.0963666057408125
X1	ADH5	ENSG00000197894	0.125335502612863	-0.264212915296234	0.0455271869613183	-2.00311563673222
X1	ADI1	ENSG00000182551	0.159271550558042	-0.271092366423002	0.0650425118106796	-1.8477002090447
X1	ADIPOR1	ENSG00000159346	0.878016734028573	0.0380450948163053	0.796556479987889	0.257898611605818
X1	ADIPOR2	ENSG00000006831	0.225178134483317	0.259045934410878	0.108177202140372	1.60837561620753
X1	ADIRF	ENSG00000148671	0.962752270147711	0.0120843445697751	0.938896134371865	0.0766832662594359
X1	ADNP	ENSG00000101126	0.495275739161539	-0.138499242803423	0.339595124641281	-0.955579499813898
X1	ADO	ENSG00000181915	0.0716197125020271	-0.391760849858978	0.0201267075279419	-2.32898650375758
X1	ADORA1	ENSG00000163485	0.125970676756776	0.311652532990178	0.0458295162845434	2.00031281180084
X1	ADRA2A	ENSG00000150594	0.052598056454823	-0.51501008180732	0.0130838423182858	-2.48746137552869
X1	ADRM1	ENSG00000130706	0.15959301237079	-0.275975737560087	0.0652964111313453	-1.84595114317946
X1	ADSS	ENSG00000035687	0.0225420488133125	-0.453807770789789	0.00379309157903606	-2.90402723223795
X1	AEBP1	ENSG00000106624	0.974213668156531	0.00949486642241858	0.956997445054264	0.0539400048146079
X1	AFDN	ENSG00000130396	0.277849374471187	-0.216771068639466	0.146876964760796	-1.45216631431881
X1	AFF4	ENSG00000072364	0.381506924980367	-0.179161621800866	0.2341365012125	-1.19073734897247
X1	AFG3L2	ENSG00000141385	0.158353883874164	-0.302514496267418	0.064363583994954	-1.85240509963239
X1	AFTPH	ENSG00000119844	0.475889445495459	-0.153852306050059	0.320886766091343	-0.993299937657458
X1	AGAP1	ENSG00000157985	0.977527457651241	-0.00597256814565871	0.963256983816916	-0.046082345950193
X1	AGAP3	ENSG00000133612	0.878016734028573	0.0296902756038156	0.796492847593036	0.257981091932657
X1	AGFG1	ENSG00000173744	0.131239383434389	-0.303290779114514	0.0485803022833559	-1.97550280419106
X1	AGGF1	ENSG00000164252	0.201019378433418	-0.267232688349572	0.0917059208181649	-1.68864825063852
X1	AGPAT1	ENSG00000204310	0.0708356252264529	-0.332191497897658	0.0197158703329102	-2.33676569937606
X1	AGPAT3	ENSG00000160216	0.333792551598492	0.16676687598956	0.192094215249535	1.30559412988779
X1	AGPAT4	ENSG00000026652	0.0899569627005175	0.373298395933436	0.0279581954762653	2.20218705318848
X1	AGPAT5	ENSG00000155189	0.0210039709702875	-0.45594266642779	0.00339710786726509	-2.93877360103411
X1	AGPS	ENSG00000018510	0.0392430486264984	-0.429777992593495	0.00858583026999263	-2.63512034740123
X1	AGT	ENSG00000135744	0.0242900359446868	0.348636578251753	0.00430891161856535	2.86341569880259
X1	AGTPBP1	ENSG00000135049	0.182704809143219	-0.277965107673477	0.079841229504576	-1.75400589340332
X1	AHCY	ENSG00000101444	0.0964290408641804	-0.343414768368498	0.0310810469785045	-2.16013353346304
X1	AHCYL1	ENSG00000168710	0.00288984718652589	0.389977931460199	0.000187341124774554	3.75435830074906
X1	AHI1	ENSG00000135541	0.692165150346672	-0.085719265749388	0.558412145880911	-0.585465735326535
X1	AHNAK	ENSG00000124942	0.0845900401651971	0.32155304615635	0.0255366033974101	2.23768895269261
X1	AHNAK2	ENSG00000185567	0.0274833908285768	-0.496950260339745	0.00510496329835454	-2.80867836117172
X1	AHSA1	ENSG00000100591	0.00921019109797669	-0.502625977874219	0.0010464626583576	-3.29070934906
X1	AIDA	ENSG00000186063	0.675012710279163	-0.0893797087797946	0.539258137159246	-0.614219401615747
X1	AIF1	ENSG00000204472	0.106269314782895	-0.344392971163993	0.0357581572840968	-2.10348982995629
X1	AIF1L	ENSG00000126878	2.73618271929388e-05	0.727842048601321	3.15349525850235e-07	5.16107088972124
X1	AIFM3	ENSG00000183773	0.703890077258697	-0.0923569912113723	0.57071072149615	-0.56725698224369
X1	AIG1	ENSG00000146416	0.114035629465999	-0.262641374201033	0.0397569472686877	-2.05988423986152
X1	AIMP1	ENSG00000164022	0.865980952896795	0.0433215193989455	0.780013529788721	0.279402605101658
X1	AIP	ENSG00000110711	0.739879106807238	-0.0787465220054444	0.611970694182091	-0.507476829642101
X1	AK1	ENSG00000106992	0.580839586002735	-0.104533723512053	0.429772202320886	-0.790012500669256
X1	AK2	ENSG00000004455	0.942041170440727	-0.0194289747078897	0.903498187478015	-0.121284827834415
X1	AK3	ENSG00000147853	0.512703476543659	0.119167352729195	0.357297005935535	0.921099625984591
X1	AK4	ENSG00000162433	0.570726567486769	-0.131727066339848	0.41768502153757	-0.810895496046354
X1	AK5	ENSG00000154027	0.324410538478779	-0.214579857991872	0.183516910453324	-1.331242848697
X1	AKAP11	ENSG00000023516	0.144643228871814	-0.212270355700256	0.0560708021452188	-1.91347487551594
X1	AKAP12	ENSG00000131016	0.432706781789179	0.11732534005687	0.28060278434888	1.07975149008095
X1	AKAP6	ENSG00000151320	0.763025823948673	-0.0538078789229291	0.64078926283204	-0.466786554848776
X1	AKAP8L	ENSG00000011243	0.619307878168227	-0.10973041973083	0.474176181786122	-0.716064565967917
X1	AKAP9	ENSG00000127914	0.247280474826359	0.183395652448223	0.123598201491726	1.54159116422403
X1	AKIRIN1	ENSG00000174574	0.0188571559186819	-0.408189228391482	0.00290862393444134	-2.98713241129891
X1	AKIRIN2	ENSG00000135334	0.0445972774873702	-0.412384488292496	0.0102027194559082	-2.57545785602791
X1	AKR1A1	ENSG00000117448	0.215138016308161	-0.264361740497266	0.101700856345444	-1.63868899034467
X1	AKR1B1	ENSG00000085662	0.321923546551977	-0.164828192630336	0.181862687362536	-1.3362911796206
X1	AKR7A2	ENSG00000053371	0.7831861324624	-0.0660454925066905	0.666595803484612	-0.430996446523248
X1	AKT1	ENSG00000142208	0.929540257282295	-0.0221009455174448	0.883539027728353	-0.146534660925289
X1	AKT1S1	ENSG00000204673	0.0120498690760381	-0.488335170329216	0.00156236297086548	-3.17457834936075
X1	AKT3	ENSG00000117020	0.817099238292863	-0.0509694978854085	0.709207727634239	-0.373063130865266
X1	AKTIP	ENSG00000166971	0.867612026700613	-0.0378739604250009	0.781950754759753	-0.276877923014159
X1	AL031056.1	ENSG00000228408	0.0562010849576272	-0.446788798181681	0.0143306574541227	-2.45463731664755
