Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to6,Feature log2 fold change topic 2to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000188976,NOC2L,248,2.07096,63,-0.5419,53,-0.8168
ENSG00000188290,HES4,248,0.95416,55,-2.0166,219,1.32008
ENSG00000078808,SDF4,248,1.20966,78,-1.0778,144,0.43538
ENSG00000127054,INTS11,248,1.85399,53,-1.1854,88,0.04815
ENSG00000175756,AURKAIP1,248,0.82595,71,-1.6860,226,1.16001
ENSG00000242485,MRPL20,248,0.45367,101,-1.4445,282,1.16539
ENSG00000160075,SSU72,248,0.58242,139,-0.5794,199,0.33299
ENSG00000228594,FNDC10,248,2.31332,69,-0.0199,25,-1.9439
ENSG00000078369,GNB1,248,0.14717,171,-0.7200,291,0.65815
ENSG00000067606,PRKCZ,248,1.22556,122,0.04989,86,-0.7412
ENSG00000162585,FAAP20,248,1.33074,58,-1.5417,149,0.73463
ENSG00000157870,PRXL2B,248,1.66997,83,-0.3694,72,-0.6205
ENSG00000158109,TPRG1L,248,1.54894,82,-0.5459,88,-0.3199
ENSG00000116254,CHD5,248,1.25100,153,0.85147,43,-1.9466
ENSG00000116251,RPL22,2417,1.71728,366,-1.9760,1196,0.75679
ENSG00000097021,ACOT7,248,0.30564,331,2.04138,38,-3.0457
ENSG00000171735,CAMTA1,248,-0.1425,255,-0.1746,298,0.22987
ENSG00000116288,PARK7,248,0.16892,158,-0.8751,300,0.79381
ENSG00000142599,RERE,248,0.91091,101,-0.8815,171,0.44271
ENSG00000074800,ENO1,248,-1.2666,665,0.52455,515,-0.2079
ENSG00000171603,CLSTN1,248,-0.2195,172,-1.2047,435,1.23220
ENSG00000054523,KIF1B,248,-0.8797,431,-0.0380,491,0.29336
ENSG00000116649,SRM,248,1.97226,60,-0.7859,67,-0.4412
ENSG00000116661,FBXO2,248,-0.2256,215,-0.7362,385,0.80528
ENSG00000132879,FBXO44,248,1.61693,100,0.08049,56,-1.1430
ENSG00000116688,MFN2,248,1.49338,77,-0.7755,102,-0.0424
ENSG00000116786,PLEKHM2,248,1.71293,65,-0.8807,88,-0.1148
ENSG00000065526,SPEN,248,1.67600,70,-0.7590,87,-0.2042
