Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000116251,RPL22,17,-5.7703,10,-6.5199,2700,2.33662,1630,1.19315,730,-0.2398,486,-0.8928,331,-1.4879
ENSG00000074800,ENO1,2594,2.15097,113,-3.1338,84,-3.5657,1004,0.24165,1478,0.94019,390,-1.2842,434,-1.1214
ENSG00000054523,KIF1B,18,-4.2918,10,-5.0510,650,1.39005,205,-0.6534,579,1.15408,461,0.72195,215,-0.5760
ENSG00000162545,CAMK2N1,18,-3.3579,10,-4.1082,30,-2.5758,402,1.73769,252,0.79364,210,0.45867,202,0.39214
ENSG00000158828,PINK1,18,-4.1235,10,-4.8797,30,-3.3452,1044,2.87001,339,0.38303,238,-0.2193,220,-0.3483
ENSG00000142676,RPL11,537,-0.5444,635,-0.2715,31,-4.7801,1253,0.91728,1334,1.03655,1006,0.51424,438,-0.8686
ENSG00000133226,SRRM1,18,-3.0144,10,-3.7786,30,-2.2217,49,-1.5042,214,0.92694,484,2.83895,83,-0.6961
ENSG00000117632,STMN1,17,-4.7492,10,-5.5019,1646,2.95895,547,0.47290,339,-0.3388,273,-0.6858,80,-2.5564
ENSG00000184007,PTP4A2,18,-4.2475,10,-5.0066,30,-3.4735,365,0.36072,370,0.38159,1020,2.53605,259,-0.2203
ENSG00000175130,MARCKSL1,17,-4.3055,10,-5.0601,526,0.95848,920,2.16439,202,-0.6853,405,0.47553,69,-2.3178
ENSG00000197982,C1orf122,17,-6.0197,10,-6.7628,5759,4.77492,904,-0.1736,35,-5.0365,136,-3.0742,157,-2.8582
ENSG00000127603,MACF1,17,-4.2926,10,-5.0480,30,-3.5164,330,0.13719,1007,2.42642,534,1.00656,200,-0.6857
ENSG00000117394,SLC2A1,17,-4.5774,641,0.97800,30,-3.8066,583,0.80043,759,1.31274,489,0.48054,71,-2.5480
ENSG00000066322,ELOVL1,826,2.32603,10,-4.8154,30,-3.2779,369,0.61700,147,-0.9169,382,0.67985,48,-2.6111
ENSG00000142937,RPS8,1734,0.81156,827,-0.4610,1028,-0.1053,362,-1.7464,1877,0.96080,1344,0.35263,489,-1.2901
ENSG00000117450,PRDX1,2205,2.48186,10,-6.1513,30,-4.6245,738,0.20806,1149,1.00919,212,-1.7779,227,-1.6684
ENSG00000116133,DHCR24,17,-3.2201,10,-3.9818,30,-2.4354,3,-5.5094,402,1.96053,318,1.43829,239,0.87303
ENSG00000162407,PLPP3,17,-3.8666,10,-4.6226,30,-3.0854,716,2.29984,427,1.14088,203,-0.1872,183,-0.3515
ENSG00000162599,NFIA,274,-1.7909,10,-6.5407,2161,1.76444,1351,0.80986,1418,0.89992,591,-0.6033,170,-2.5040
ENSG00000116754,SRSF11,730,1.92132,10,-4.8685,30,-3.3376,24,-3.6561,402,0.69860,593,1.45809,96,-1.6302
ENSG00000122406,RPL5,2419,2.00881,258,-1.8973,768,-0.1888,1345,0.78552,412,-1.1821,476,-0.9554,345,-1.4524
ENSG00000168710,AHCYL1,208,-2.5763,56,-4.4955,1398,0.41735,2059,1.13688,2402,1.44962,918,-0.2951,635,-0.8844
ENSG00000155366,RHOC,107,-1.5361,331,0.27476,30,-3.4015,516,1.08684,793,2.01156,66,-2.2637,129,-1.2518
ENSG00000009307,CSDE1,501,0.43215,127,-1.7700,30,-3.8785,950,1.68074,675,0.97976,213,-0.9750,231,-0.8464
ENSG00000198162,MAN1A2,18,-4.4757,164,-1.1958,32,-3.6234,1140,2.41651,376,0.14126,476,0.55611,214,-0.7801
ENSG00000265972,TXNIP,2031,3.03081,480,-0.0779,30,-4.2472,283,-0.9278,228,-1.2676,427,-0.2716,41,-3.8179
ENSG00000189171,S100A13,17,-5.0047,72,-2.9760,668,0.50977,1038,1.34937,1096,1.46260,266,-1.0098,324,-0.7004
ENSG00000177954,RPS27,2091,-0.6428,1579,-1.0852,8672,1.99968,4155,0.50826,2115,-0.6245,1907,-0.7893,1163,-1.5562
ENSG00000163346,PBXIP1,3123,1.24010,10,-7.4269,6702,3.20680,559,-1.6444,330,-2.4365,155,-3.5442,175,-3.3698
ENSG00000132718,SYT11,861,1.33760,10,-5.4971,30,-3.9678,350,-0.2822,948,1.53955,375,-0.1662,328,-0.3851
ENSG00000160781,PAQR6,1554,0.40705,287,-2.2665,3093,1.75671,179,-2.9636,589,-1.1757,2063,0.92430,818,-0.6616
ENSG00000125462,C1orf61,17,-5.8918,528,-0.8960,1359,0.68718,1219,0.49214,2443,1.88079,314,-1.6951,541,-0.8577
ENSG00000132702,HAPLN2,18,-4.1173,10,-4.8769,944,2.57739,3,-6.4462,253,-0.1070,620,1.54595,43,-2.8309
ENSG00000018625,ATP1A2,107,-3.3930,567,-0.8905,1042,0.10056,1199,0.34228,2226,1.52207,842,-0.2563,891,-0.1615
ENSG00000162734,PEA15,360,-2.3021,10,-7.4218,5248,2.44737,2128,0.52229,1771,0.20003,789,-1.1116,713,-1.2680
ENSG00000143248,RGS5,17,-3.7254,411,1.25413,30,-2.9462,230,0.18632,339,0.88209,351,0.94645,64,-1.8420
ENSG00000143153,ATP1B1,1953,2.19575,10,-6.1341,30,-4.6080,1528,1.62014,387,-0.8251,98,-2.9053,502,-0.4113
ENSG00000117523,PRRC2C,18,-4.7783,10,-5.4977,170,-1.4612,538,0.39847,865,1.29158,953,1.49116,431,0.01671
ENSG00000117592,PRDX6,2135,3.17345,10,-5.7873,30,-4.2623,267,-1.0331,688,0.52702,221,-1.3291,201,-1.4733
ENSG00000135821,GLUL,17,-6.9010,675,-1.5939,4457,1.66064,1295,-0.5808,4876,1.86335,830,-1.2791,764,-1.4058
ENSG00000159176,CSRP1,286,-2.0860,159,-2.9501,3445,2.32341,1024,-0.0913,1776,0.87850,515,-1.1896,366,-1.7123
ENSG00000170075,GPR37L1,3672,3.91986,29,-4.8491,30,-4.7889,108,-2.9524,802,0.15522,309,-1.3744,174,-2.2383
ENSG00000184144,CNTN2,17,-3.9944,10,-4.7475,547,1.46535,90,-1.6014,139,-0.9382,764,2.23719,167,-0.6469
ENSG00000069275,NUCKS1,6823,3.50210,10,-7.3432,30,-5.8216,1219,-0.3325,1070,-0.5444,947,-0.7387,334,-2.3337
