Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000175756,AURKAIP1,467,1.45991,101,-1.1908,185,-0.2225,248,0.26949,183,-0.2418,150,-0.6619
ENSG00000242485,MRPL20,467,1.12245,113,-1.2763,304,0.33120,264,0.08744,287,0.23105,159,-0.8463
ENSG00000160075,SSU72,467,1.14442,243,-0.0311,257,0.06500,335,0.52148,223,-0.1748,104,-1.5476
ENSG00000078369,GNB1,467,-0.0573,611,0.40218,642,0.48915,672,0.57070,495,0.04018,249,-1.2132
ENSG00000067606,PRKCZ,467,1.12498,379,0.72532,378,0.72370,168,-0.6477,99,-1.4771,130,-1.1928
ENSG00000158109,TPRG1L,467,0.73745,405,0.47945,478,0.78128,419,0.54000,135,-1.3134,121,-1.6445
ENSG00000116251,RPL22,467,-0.1509,347,-0.6331,293,-0.9030,479,-0.1083,1053,1.32030,470,-0.1659
ENSG00000097021,ACOT7,467,-0.7394,1079,0.66864,1630,1.47320,1026,0.57756,434,-0.8568,257,-1.8480
ENSG00000171735,CAMTA1,467,0.54337,845,1.71204,90,-2.0851,292,-0.2593,172,-1.0990,262,-0.5109
ENSG00000116288,PARK7,467,0.06580,290,-0.7124,524,0.26165,806,1.04616,580,0.43957,239,-1.1558
ENSG00000074800,ENO1,467,-0.5675,898,0.53114,1138,0.96941,716,0.13660,706,0.11342,349,-1.1675
ENSG00000171603,CLSTN1,467,-0.0898,1107,1.50149,400,-0.3475,731,0.68758,261,-1.0261,243,-1.2860
ENSG00000054523,KIF1B,467,0.36466,520,0.55295,430,0.22015,345,-0.1513,300,-0.3813,291,-0.5011
ENSG00000116661,FBXO2,467,0.34111,248,-0.7066,772,1.27814,323,-0.2840,436,0.22047,217,-1.0474
ENSG00000011021,CLCN6,467,1.88592,70,-1.4584,140,-0.3693,272,0.77350,114,-0.6944,81,-1.3920
ENSG00000116688,MFN2,467,1.79234,267,0.66653,109,-0.8294,116,-0.7344,135,-0.4920,90,-1.2726
ENSG00000159363,ATP13A2,467,0.56196,443,0.46877,612,1.06463,420,0.37416,188,-0.9486,117,-1.8562
ENSG00000117115,PADI2,467,2.15111,99,-0.7494,13,-3.6976,9,-4.2959,122,-0.4049,193,0.43850
ENSG00000077549,CAPZB,467,1.07243,173,-0.6485,254,-0.0208,362,0.59555,256,-0.0078,144,-1.0714
ENSG00000173436,MICOS10,467,0.63371,245,-0.4613,374,0.24022,472,0.65324,327,0.01302,193,-0.9612
ENSG00000158747,NBL1,467,1.71422,272,0.63506,139,-0.4976,166,-0.2077,49,-2.0862,113,-0.9514
ENSG00000162545,CAMK2N1,467,0.02694,905,1.23003,319,-0.5965,336,-0.5172,393,-0.2608,399,-0.2779
ENSG00000158828,PINK1,467,-0.0429,519,0.13340,757,0.80378,497,0.06238,326,-0.6301,395,-0.3779
ENSG00000127483,HP1BP3,467,1.31166,341,0.70609,79,-1.6755,244,0.11921,204,-0.1876,130,-1.0377
ENSG00000075151,EIF4G3,467,1.59507,252,0.40827,126,-0.7442,222,0.18588,107,-0.9951,109,-1.1032
ENSG00000070831,CDC42,467,0.36970,262,-0.5925,473,0.38952,793,1.36756,255,-0.6367,193,-1.2201
ENSG00000142676,RPL11,467,-0.4497,312,-1.0909,279,-1.2633,633,0.05227,1409,1.54767,599,-0.0493
ENSG00000057757,PITHD1,467,0.22926,476,0.25983,737,1.05819,610,0.70273,224,-0.9676,172,-1.5436
ENSG00000001461,NIPAL3,467,1.72137,223,0.29320,134,-0.5546,191,0.02871,16,-3.7220,142,-0.5374
