Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000188290,HES4,7,-4.1959,30,-2.1210,1,-6.9873,64,-1.0794,615,3.36949,102,-0.3516
ENSG00000187608,ISG15,7,-4.3403,455,2.28031,1,-7.1312,60,-1.3644,297,1.38836,108,-0.4442
ENSG00000078808,SDF4,7,-4.9157,992,3.30883,223,0.18502,42,-2.5258,166,-0.2928,106,-1.2044
ENSG00000107404,DVL1,7,-3.3050,30,-1.2012,52,-0.3689,47,-0.5769,183,1.85014,74,0.27093
ENSG00000175756,AURKAIP1,7,-4.1152,30,-2.0384,139,0.32817,87,-0.4879,229,1.19121,150,0.63081
ENSG00000242485,MRPL20,7,-5.0719,596,1.76846,347,0.75174,90,-1.5188,202,-0.1456,220,-0.0115
ENSG00000160075,SSU72,7,-5.0382,600,1.83047,224,0.05421,93,-1.4300,173,-0.3558,252,0.34695
ENSG00000078369,GNB1,270,-0.4273,43,-3.1647,287,-0.3354,204,-0.9553,620,0.95160,518,0.93050
ENSG00000067606,PRKCZ,7,-4.2411,30,-2.1671,126,0.02278,83,-0.7134,40,-1.7441,251,2.01724
ENSG00000157916,RER1,7,-3.6862,30,-1.5979,160,1.07912,49,-0.9499,165,1.13961,101,0.39715
ENSG00000158109,TPRG1L,7,-4.2988,30,-2.2258,66,-1.0470,59,-1.3341,194,0.66790,251,1.84981
ENSG00000130764,LRRC47,7,-3.6445,117,0.58228,1,-5.6095,35,-1.4393,252,2.03026,98,0.39445
ENSG00000069424,KCNAB2,123,-0.6333,707,2.58129,1,-7.5860,55,-1.9758,210,0.22759,166,-0.2125
ENSG00000116254,CHD5,7,-3.6133,30,-1.5234,1,-6.4092,65,-0.3852,17,-2.3604,181,2.53532
ENSG00000116251,RPL22,357,-0.3202,80,-2.5757,361,-0.3027,557,0.47285,978,1.40803,344,-0.4834
ENSG00000097021,ACOT7,110,-1.4185,100,-1.5632,22,-3.7566,90,-1.8562,455,0.84663,536,1.88617
ENSG00000171735,CAMTA1,7,-4.9015,30,-2.8391,59,-1.8497,194,-0.0222,355,1.00053,310,1.14744
ENSG00000116288,PARK7,160,-0.7169,30,-3.1833,459,1.01923,173,-0.6613,448,0.97585,275,0.19029
ENSG00000142599,RERE,7,-3.5079,30,-1.4140,77,0.04768,42,-1.0140,132,0.94573,116,1.06879
ENSG00000074800,ENO1,192,-1.8681,1752,1.79023,167,-2.0759,301,-1.3037,502,-0.3992,863,0.68688
ENSG00000171603,CLSTN1,184,-1.4389,1137,1.57330,298,-0.7078,122,-2.2061,708,0.70057,540,0.33375
ENSG00000054523,KIF1B,45,-3.0609,35,-3.4601,530,0.71491,231,-0.7152,519,0.67787,507,0.93586
ENSG00000120948,TARDBP,59,-0.6570,30,-1.6756,183,1.23162,42,-1.2700,261,1.93152,62,-0.7174
ENSG00000116661,FBXO2,197,-0.5938,271,-0.0887,68,-2.1987,177,-0.8473,229,-0.3555,487,1.38187
ENSG00000132879,FBXO44,7,-3.8183,30,-1.7340,112,0.30456,26,-2.0688,132,0.57485,168,1.58824
ENSG00000011021,CLCN6,7,-3.8355,30,-1.7515,12,-3.0595,60,-0.7806,55,-0.8557,208,2.46100
ENSG00000116688,MFN2,8,-4.1198,30,-2.2830,101,-0.4554,80,-0.9045,359,1.74242,185,0.75095
ENSG00000189337,KAZN,7,-3.4504,30,-1.3542,261,2.41772,47,-0.7374,98,0.51102,53,-0.6304
ENSG00000159363,ATP13A2,86,-0.8699,30,-2.4433,17,-3.2525,72,-1.2643,154,0.04364,307,2.08838
ENSG00000117118,SDHB,7,-3.8332,30,-1.7484,95,0.02329,43,-1.3265,278,1.95965,117,0.49458
ENSG00000117115,PADI2,585,1.48378,30,-3.1937,983,2.62080,139,-1.0201,42,-2.7207,113,-1.4943
ENSG00000077549,CAPZB,122,-0.5337,30,-2.6311,136,-0.3663,115,-0.6998,210,0.33818,270,1.15192
ENSG00000173436,MICOS10,393,0.19715,709,1.22282,262,-0.4538,314,-0.1895,442,0.38918,234,-0.7913
ENSG00000158747,NBL1,7,-4.3399,30,-2.2682,1,-7.1305,88,-0.7358,444,2.22349,181,0.72590
ENSG00000162545,CAMK2N1,516,0.42438,30,-3.8683,670,0.87394,381,-0.0836,509,0.40236,368,-0.1723
ENSG00000158828,PINK1,7,-5.7373,316,-0.1705,140,-1.4241,270,-0.4681,658,1.07392,499,0.84802
ENSG00000127483,HP1BP3,7,-4.5494,30,-2.4821,383,1.60504,89,-0.9565,177,0.22759,204,0.65972
ENSG00000075151,EIF4G3,7,-4.3710,312,1.44510,134,-0.0298,84,-0.8422,99,-0.5127,169,0.49260
ENSG00000076864,RAP1GAP,7,-3.5227,30,-1.4292,1,-6.3183,49,-0.7503,72,-0.0920,158,2.17573
ENSG00000070831,CDC42,96,-1.8115,191,-0.7773,733,1.49294,145,-1.3127,310,-0.0138,398,0.55837
ENSG00000125944,HNRNPR,7,-3.6421,30,-1.5530,80,-0.0511,64,-0.4635,199,1.55018,99,0.42680
ENSG00000142676,RPL11,798,0.48124,32,-4.3551,1060,0.97617,689,0.27313,1224,1.23952,292,-1.3556
ENSG00000057757,PITHD1,21,-3.9031,548,1.11543,132,-1.2003,168,-0.9246,86,-1.8472,482,1.36325
ENSG00000001461,NIPAL3,7,-4.6308,141,-0.2313,569,2.33580,112,-0.6595,129,-0.3726,132,-0.4302
ENSG00000169504,CLIC4,7,-3.8059,30,-1.7214,313,2.26953,70,-0.5001,212,1.44985,43,-1.4361
ENSG00000117614,SYF2,7,-3.7992,349,2.53549,1,-6.5932,59,-0.7691,160,0.93640,64,-0.7189
ENSG00000117640,MTFR1L,130,-0.0459,371,1.82977,183,0.51542,35,-2.1803,58,-1.2999,131,-0.0534
ENSG00000117632,STMN1,69,-3.9840,1222,0.35568,3432,2.33712,298,-1.9823,1278,0.43069,755,-0.5426
ENSG00000142669,SH3BGRL3,191,-0.9876,839,1.49304,364,0.02753,146,-1.5120,326,-0.1490,403,0.26334
ENSG00000198830,HMGN2,56,-1.2915,30,-2.2054,450,2.35275,73,-0.9759,232,1.01212,79,-0.9362
ENSG00000090273,NUDC,7,-4.2084,48,-1.4415,108,-0.1988,81,-0.7141,188,0.72620,194,1.18141
ENSG00000253368,TRNP1,7,-3.9547,403,2.63204,1,-6.7480,43,-1.4777,22,-2.3211,134,0.63341
ENSG00000186501,TMEM222,7,-3.6565,156,1.07108,101,0.31316,34,-1.5166,79,-0.0814,113,0.71813
ENSG00000126709,IFI6,96,-1.7985,30,-3.4977,1,-8.3395,185,-0.8937,287,-0.1184,666,2.34438
ENSG00000117758,STX12,7,-4.3179,68,-1.0194,199,0.69078,59,-1.3594,279,1.29963,171,0.60688
ENSG00000126698,DNAJC8,494,2.23743,30,-2.4185,75,-1.0635,98,-0.7233,122,-0.3078,138,-0.1500
ENSG00000130770,ATP5IF1,156,-1.9993,1821,2.12913,258,-1.2428,208,-1.6984,790,0.53648,569,-0.0111
ENSG00000162512,SDC3,7,-3.4327,30,-1.3354,49,-0.5960,68,-0.0892,135,1.08169,95,0.67581
ENSG00000134644,PUM1,7,-3.9368,30,-1.8560,19,-2.5102,69,-0.6583,65,-0.6965,216,2.30700
ENSG00000121766,ZCCHC17,7,-4.2381,280,1.40984,88,-0.5530,62,-1.1914,154,0.34800,156,0.51731
ENSG00000121769,FABP3,64,-1.0375,358,1.89988,72,-0.8700,48,-1.5918,23,-2.5612,170,0.72897
ENSG00000162517,PEF1,190,-0.2313,1260,3.80405,77,-1.6248,30,-3.1494,87,-1.4350,101,-1.4621
ENSG00000121753,ADGRB2,8,-3.3278,30,-1.3691,1,-6.2620,30,-1.4702,230,2.09911,109,0.98655
ENSG00000184007,PTP4A2,7,-5.1465,63,-2.0140,228,-0.0323,449,1.38915,298,0.40429,201,-0.3088
ENSG00000121774,KHDRBS1,7,-4.0269,30,-1.9484,197,1.03108,54,-1.1700,249,1.46936,125,0.34104
ENSG00000084623,EIF3I,7,-4.8173,623,2.24568,255,0.52362,62,-1.8160,177,-0.0806,162,-0.2895
ENSG00000175130,MARCKSL1,7,-6.0367,30,-3.9846,2947,4.64367,168,-1.5863,292,-0.6228,91,-2.7151
ENSG00000162521,RBBP4,7,-3.8451,164,0.92151,65,-0.5850,43,-1.3461,251,1.73463,93,-0.0334
ENSG00000134684,YARS,80,-0.3006,30,-1.7961,12,-3.0769,60,-0.8328,100,0.05055,177,1.61915
ENSG00000116560,SFPQ,7,-4.2689,30,-2.1956,139,0.14787,75,-0.9050,292,1.45510,175,0.75547
ENSG00000020129,NCDN,181,-0.7865,335,0.18806,40,-3.0318,101,-1.8019,318,0.10172,537,1.57729
ENSG00000126067,PSMB2,7,-4.4592,215,0.66004,253,0.94366,54,-1.6565,143,-0.0182,193,0.66739
ENSG00000142686,C1orf216,7,-3.2252,30,-1.1201,15,-2.1024,35,-0.9620,25,-1.4002,136,2.44245
ENSG00000054116,TRAPPC3,7,-3.6558,87,0.06744,95,0.21303,42,-1.1844,84,0.02130,131,1.13606
ENSG00000116871,MAP7D1,126,-0.5936,30,-2.7320,435,1.51781,134,-0.5503,150,-0.3166,212,0.33627
ENSG00000116898,MRPS15,7,-3.1946,30,-1.0885,122,1.20667,48,-0.4098,32,-0.9771,86,0.82900
ENSG00000163875,MEAF6,7,-4.3680,30,-2.2965,134,-0.0277,85,-0.8207,232,0.90122,217,1.18168
ENSG00000197982,C1orf122,535,1.02272,39,-3.0423,684,1.48186,196,-0.7093,393,0.48505,199,-0.7753
ENSG00000174574,AKIRIN1,7,-5.3510,1621,4.02108,188,-0.5621,46,-2.8339,0,-8.3404,169,-0.9107
ENSG00000168653,NDUFS5,492,0.16735,30,-4.0262,320,-0.5201,359,-0.3837,759,0.90579,560,0.53265
ENSG00000127603,MACF1,7,-4.7908,30,-2.7270,401,1.37172,187,0.04637,209,0.22025,207,0.27917
ENSG00000116983,HPCAL4,7,-3.7956,30,-1.7112,1,-6.5856,50,-1.0266,79,-0.2271,202,2.46085
ENSG00000131236,CAP1,82,-0.5462,172,0.65194,189,0.81132,74,-0.8037,40,-1.6351,139,0.40148
ENSG00000131238,PPT1,7,-4.2610,30,-2.1871,99,-0.3904,66,-1.1150,235,1.05416,211,1.33117
ENSG00000084070,SMAP2,7,-3.9002,402,2.72127,1,-6.6928,43,-1.3867,84,-0.2571,102,0.07796
ENSG00000117016,RIMS3,7,-3.7635,30,-1.6780,95,0.10090,32,-1.6944,115,0.41789,165,1.65054
ENSG00000065978,YBX1,7,-3.5521,30,-1.4605,254,2.19171,89,0.26886,58,-0.4632,56,-0.6369
ENSG00000117394,SLC2A1,718,2.08296,535,1.47585,13,-4.3004,98,-1.4516,431,1.06958,60,-2.3902
ENSG00000066322,ELOVL1,7,-4.6053,30,-2.5388,1250,5.67303,41,-2.2332,43,-2.0283,10,-4.4501
ENSG00000142949,PTPRF,7,-3.7362,30,-1.6493,194,1.37548,50,-0.9644,100,0.21086,120,0.73018
ENSG00000117410,ATP6V0B,187,-1.7009,1028,1.03183,493,-0.2072,126,-2.4373,803,0.59699,762,0.72572
ENSG00000117419,ERI3,7,-3.9269,30,-1.8448,22,-2.2729,53,-1.0931,131,0.43826,202,2.02213
ENSG00000187147,RNF220,7,-4.2555,30,-2.1821,396,2.09902,49,-1.5705,217,0.91688,128,0.03819
ENSG00000142937,RPS8,288,-1.6489,1638,1.15306,1441,0.92098,813,-0.0531,1216,0.62442,440,-1.2341
ENSG00000117450,PRDX1,322,-0.9575,144,-2.1681,939,0.77406,350,-0.9176,762,0.41592,821,0.78052
ENSG00000173660,UQCRH,384,-0.4487,785,0.72802,106,-2.3945,350,-0.6607,732,0.60730,623,0.46486
ENSG00000123472,ATPAF1,7,-4.7572,362,1.22335,44,-2.1488,104,-0.9365,477,1.75839,168,-0.1210
ENSG00000159658,EFCAB14,7,-3.5748,30,-1.4836,137,0.93529,97,0.40029,33,-1.3340,102,0.61012
ENSG00000162368,CMPK1,7,-4.5768,33,-2.3695,128,-0.3280,152,-0.0577,51,-1.7424,297,1.76297
ENSG00000162374,ELAVL4,7,-4.2775,30,-2.2040,1,-7.0682,46,-1.7046,104,-0.3214,305,2.95285
ENSG00000123091,RNF11,157,-1.2024,144,-1.3365,72,-2.3663,252,-0.5296,558,0.83652,540,1.17304
ENSG00000085832,EPS15,308,0.50961,354,0.74949,221,-0.0371,117,-1.1330,143,-0.7244,259,0.30036
ENSG00000078618,NRDC,8,-3.3423,30,-1.5103,12,-2.7776,43,-1.0778,103,0.41692,160,1.99345
ENSG00000169213,RAB3B,164,-0.2329,33,-2.6299,15,-3.7365,190,0.00438,49,-2.0630,355,1.72458
ENSG00000134717,BTF3L4,7,-4.5802,699,2.95417,145,-0.1358,52,-1.8556,297,1.07958,56,-1.8957
ENSG00000162378,ZYG11B,7,-4.4620,136,-0.1007,98,-0.6147,85,-0.9202,257,0.96711,212,0.92460
ENSG00000116171,SCP2,7,-4.5017,314,1.28632,272,1.02294,109,-0.5515,67,-1.2411,154,0.07473
ENSG00000116209,TMEM59,7,-5.9549,508,0.36069,1434,2.35549,143,-1.7497,478,0.25835,320,-0.5002
ENSG00000157216,SSBP3,7,-3.6973,30,-1.6095,116,0.50557,46,-1.0828,161,1.07215,122,0.84642
ENSG00000116133,DHCR24,106,-2.6185,1028,0.92613,2603,2.91732,133,-2.4512,441,-0.4766,304,-1.2838
ENSG00000162407,PLPP3,7,-3.6116,30,-1.5214,1,-6.4064,160,1.45669,27,-1.6826,114,0.82475
ENSG00000177606,JUN,7,-3.4920,30,-1.3986,1,-6.2893,82,0.18040,384,3.41086,28,-1.7831
ENSG00000162599,NFIA,8,-3.3826,30,-1.4465,221,1.90297,133,1.12115,0,-6.5417,55,-0.6540
ENSG00000162434,JAK1,7,-4.4338,647,3.02116,84,-0.8361,42,-2.0082,12,-3.6575,149,0.10074
ENSG00000162433,AK4,7,-3.2082,30,-1.1024,1,-6.0078,40,-0.7370,52,-0.2649,127,2.14856
ENSG00000116675,DNAJC6,8,-6.0954,901,1.03767,592,0.30884,174,-1.7350,386,-0.3840,726,0.96208
ENSG00000184588,PDE4B,7,-3.6924,30,-1.6078,358,2.78875,57,-0.7188,40,-1.1842,74,-0.3092
ENSG00000118473,SGIP1,7,-4.2936,617,3.17048,54,-1.3520,44,-1.7846,49,-1.5029,116,-0.2316
ENSG00000142864,SERBP1,8,-3.9299,30,-2.0259,172,0.70092,100,-0.2180,246,1.34345,121,0.13974
ENSG00000162595,DIRAS3,7,-3.9345,177,0.95020,1,-6.7118,34,-1.7882,193,1.10593,154,1.04477
ENSG00000116754,SRSF11,7,-4.1584,30,-2.0826,289,1.57963,74,-0.8197,181,0.72010,135,0.30790
ENSG00000132485,ZRANB2,9,-4.4424,578,2.11547,238,0.43810,52,-2.0680,90,-1.1015,208,0.28925
ENSG00000172260,NEGR1,7,-4.4787,384,1.70733,3,-5.3742,83,-0.9776,221,0.67918,180,0.46340
ENSG00000137955,RABGGTB,7,-4.3946,509,2.45975,204,0.64694,70,-1.1629,169,0.32435,72,-1.2425
ENSG00000077254,USP33,7,-3.6429,30,-1.5534,3,-4.6172,36,-1.3815,150,1.01590,160,1.85258
ENSG00000180488,MIGA1,7,-3.9204,30,-1.8394,194,1.13172,64,-0.7723,203,1.22272,112,0.25629
ENSG00000162616,DNAJB4,7,-3.4848,30,-1.3895,1,-6.2811,35,-1.2698,280,2.52870,92,0.51555
ENSG00000137941,TTLL7,7,-4.3966,30,-2.3259,354,1.65804,103,-0.5363,186,0.48259,156,0.25452
ENSG00000142875,PRKACB,36,-3.6735,477,0.23777,662,0.79562,158,-1.6104,605,0.63948,538,0.62272
ENSG00000153904,DDAH1,201,0.35996,33,-2.4218,1,-7.4057,124,-0.4664,339,1.28065,210,0.61647
ENSG00000183291,SELENOF,7,-4.7298,30,-2.6646,523,1.99133,61,-1.7493,349,1.18861,180,0.06816
ENSG00000189195,BTBD8,7,-3.0018,30,-0.8938,1,-5.8108,47,-0.2233,93,0.93399,85,1.17325
ENSG00000122406,RPL5,744,0.86586,55,-3.1529,499,0.18441,415,-0.1298,637,0.59482,415,-0.1518
ENSG00000117519,CNN3,7,-3.7094,30,-1.7049,275,1.99995,110,0.36108,2,-5.4095,96,0.09990
ENSG00000117569,PTBP2,7,-4.4342,763,3.54769,1,-7.2235,43,-1.9923,103,-0.5186,108,-0.5666
ENSG00000162694,EXTL2,7,-3.6814,30,-1.6303,91,0.06994,29,-1.8282,182,1.27692,138,1.16523
ENSG00000085433,WDR47,7,-4.8646,883,3.06004,62,-1.7444,45,-2.3789,51,-2.0347,212,0.21785
ENSG00000197780,TAF13,7,-3.7833,30,-1.6903,1,-6.5549,93,0.03858,306,2.25259,96,0.12086
ENSG00000031698,SARS,7,-4.8558,318,0.86217,159,-0.2925,91,-1.2621,249,0.44250,267,0.80521
ENSG00000134243,SORT1,7,-5.0270,30,-2.9650,1222,3.77874,98,-1.3278,13,-4.1389,154,-0.6674
ENSG00000116337,AMPD2,7,-3.4678,30,-1.3722,51,-0.5679,40,-1.0170,71,-0.0449,139,1.78774
ENSG00000134202,GSTM3,14,-3.0464,171,0.80936,33,-1.7968,66,-0.8238,45,-1.3068,185,1.48704
ENSG00000168710,AHCYL1,7,-4.7155,88,-1.0497,91,-0.9982,258,0.78976,222,0.41444,211,0.45097
ENSG00000197106,SLC6A17,7,-3.6563,30,-1.5665,32,-1.4504,43,-1.1174,14,-2.6832,193,2.74729
ENSG00000116396,KCNC4,7,-3.4368,30,-1.3405,1,-6.2337,57,-0.3933,19,-1.9818,157,2.43895
ENSG00000134248,LAMTOR5,573,1.88193,30,-2.8738,291,0.61332,90,-1.3708,29,-2.9396,237,0.36550
ENSG00000177301,KCNA2,7,-3.7200,30,-1.6327,1,-6.5145,86,-0.0265,131,0.68808,147,1.37020
ENSG00000116459,ATP5PB,16,-4.0686,1226,3.21507,33,-3.0542,117,-1.3125,71,-1.9426,232,-0.1819
ENSG00000116473,RAP1A,419,1.81805,30,-2.4613,311,1.22964,71,-1.3058,284,1.06256,61,-1.6849
ENSG00000116489,CAPZA1,7,-3.6269,30,-1.5362,101,0.34726,51,-0.8004,6,-3.8631,162,1.96993
ENSG00000155366,RHOC,223,2.03026,30,-1.3740,1,-6.2657,60,-0.3405,56,-0.4194,76,0.07371
ENSG00000163349,HIPK1,7,-3.1983,30,-1.0917,70,0.22248,58,-0.0826,143,1.49291,60,-0.0142
ENSG00000116752,BCAS2,7,-4.1766,30,-2.1007,22,-2.5667,50,-1.4754,367,2.05348,182,1.05402
ENSG00000009307,CSDE1,326,0.01766,30,-3.5618,301,-0.1130,228,-0.6186,418,0.42702,458,0.84306
ENSG00000163399,ATP1A1,176,-1.3810,30,-3.9669,312,-0.4961,87,-2.5890,345,-0.3390,934,2.43201
ENSG00000198162,MAN1A2,186,1.00384,30,-1.8841,134,0.43103,160,0.88779,6,-4.1341,83,-0.4371
